geneEntrez	digcfde_bonecats
375287	BMD
375323	osteoporosis
3755	osteoporosis
375567	fracture|osteoporosis
3756	BMD|fracture|osteoporosis
375704	osteoporosis
3758	fracture
3759	BMD
3769	BMD
377	osteoporosis
3778	BMD|fracture
378	fracture
3791	BMD|fracture
3799	BMD
38	BMD
3815	BMD
3831	BMD
3834	BMD
3838	osteoporosis
3840	BMD|fracture
3842	BMD
3843	BMD
3845	BMD|fracture|osteoporosis
386617	BMD
386653	BMD
387	BMD|fracture|osteoporosis
387103	BMD|fracture
387104	fracture
387119	osteoporosis
387332	BMD
387357	BMD
387700	BMD
387733	BMD|OI|fracture
387755	BMD|fracture
387849	BMD|fracture
387914	osteoporosis
387923	osteoporosis
388015	BMD
388135	osteoporosis
388228	osteoporosis
388394	BMD
388585	BMD
388610	BMD
388630	BMD
388722	BMD
388743	BMD
389	BMD
389084	BMD
389136	osteoporosis
389158	BMD|osteoporosis
389170	BMD
389206	osteoporosis
389383	BMD|osteoporosis
389400	BMD
389432	fracture
389668	BMD
3899	BMD|fracture
389941	BMD
390	BMD
390067	osteoporosis
3902	BMD
390260	BMD
390439	BMD
390442	BMD
3906	BMD
390667	BMD
3911	BMD|fracture
3915	BMD
392	BMD
392188	BMD
392255	BMD|fracture
392617	osteoporosis
392636	BMD
3927	BMD
3930	BMD|fracture
394	BMD
394263	osteoporosis
3952	BMD|fracture
3953	BMD|fracture
3955	BMD|fracture
3958	BMD|fracture
3975	BMD
3977	BMD
398	BMD|osteoporosis
3990	BMD
3991	BMD|fracture
399694	osteoporosis
399818	BMD
399823	osteoporosis
4000	BMD|fracture|osteolysis_necrosis
4009	BMD
400950	BMD
400954	BMD
4010	BMD|fracture
401024	BMD
401124	BMD
401190	BMD
401251	BMD|fracture
4015	BMD|OI
401535	BMD
4026	BMD
403253	BMD
4035	BMD
4036	BMD|fracture|osteoporosis
4037	BMD|fracture
4038	BMD|fracture
4040	BMD|OI|fracture|osteoporosis
4041	BMD|OI|fracture|osteoporosis
404636	BMD|fracture
4051	osteolysis_necrosis
4052	fracture
4054	BMD|fracture
406	BMD|fracture
4064	BMD
4069	BMD|fracture
406904	BMD
406937	BMD|fracture
406976	BMD
406980	BMD
406985	BMD
406990	BMD|fracture
406991	BMD
4070	osteoporosis
407024	BMD
4077	BMD|fracture
407738	BMD
407977	osteoporosis
408187	BMD|fracture
4082	osteoporosis
4086	BMD|fracture
4087	BMD|fracture
4088	BMD|fracture|osteoporosis
4089	BMD|fracture|osteoporosis
4090	BMD|fracture|osteoporosis
4091	BMD|fracture
4092	BMD|fracture
4093	BMD|fracture
411	BMD|fracture
4131	BMD
4137	BMD|fracture
4140	BMD|fracture
414149	BMD
414325	BMD|fracture
4146	BMD|fracture
4148	BMD|fracture
414899	BMD
4149	BMD
4150	BMD
4153	BMD|fracture
4158	osteoporosis
4160	BMD|osteoporosis
4166	osteoporosis
4188	BMD
4192	BMD|fracture
4194	BMD
4208	BMD|fracture
4209	BMD
4211	BMD
4214	BMD
4216	BMD
4221	BMD|fracture
4222	BMD|fracture
4223	BMD|fracture|osteolysis_necrosis
4255	BMD
4256	BMD|fracture
4286	BMD|fracture
4288	BMD
429	BMD
4297	BMD|fracture
4299	BMD
4300	BMD|fracture
4313	BMD|fracture|osteolysis_necrosis
4322	BMD|fracture
4323	BMD|fracture|osteolysis_necrosis
4325	BMD|fracture
4330	BMD|osteolysis_necrosis|osteoporosis
4338	fracture
434	BMD
4340	BMD
4343	BMD
4356	BMD
440093	BMD|osteoporosis
440097	fracture
440193	BMD
440387	osteoporosis
440567	BMD
440590	fracture
440829	BMD
441168	fracture
441478	BMD
442213	BMD
442911	BMD
4430	BMD
4435	BMD
445372	osteoporosis
445815	BMD
4482	BMD
4487	BMD|fracture
4488	BMD|fracture
4507	BMD
4522	BMD
4542	BMD
4544	BMD
4593	fracture
4609	BMD|fracture|osteoporosis
4613	BMD
4616	BMD
4617	BMD|fracture|osteoporosis
4618	BMD|osteoporosis
462	osteolysis_necrosis
4627	BMD
463	BMD
4633	BMD
4636	BMD
4638	osteoporosis
4641	BMD|fracture
4653	BMD|fracture
4654	BMD|fracture
4656	BMD|fracture
4664	BMD
4665	BMD
4669	BMD
468	BMD|fracture
4682	fracture
4684	BMD
4685	BMD
4689	BMD
4692	BMD
4693	BMD
4710	osteoporosis
4724	BMD
473	BMD|osteoporosis
4733	fracture
4739	osteoporosis
474	BMD
4745	BMD|osteoporosis
4750	BMD|fracture
4752	fracture
4756	osteoporosis
4760	BMD
4762	BMD
4763	BMD|fracture|osteoporosis
4771	BMD
4772	BMD|fracture
4773	BMD|osteoporosis
4774	BMD
4776	BMD|fracture
4781	BMD
4782	BMD
4784	BMD
4790	BMD|fracture
4791	BMD|fracture
48	BMD
4804	BMD
4811	fracture
4821	BMD
4824	BMD
4825	osteoporosis
4833	fracture
4836	BMD|fracture
4838	BMD|fracture
4842	BMD|fracture
4843	BMD|fracture
4846	BMD|fracture
4849	BMD
4851	BMD|fracture
4853	BMD|fracture|osteolysis_necrosis|osteoporosis
4854	BMD|fracture
4855	BMD|fracture
4856	BMD|fracture
4857	BMD|osteoporosis
4880	BMD|fracture
4882	BMD|fracture
4883	BMD
4885	fracture
4886	BMD|fracture
4887	BMD
4892	osteoporosis
4893	BMD|fracture
4897	BMD
490	BMD|fracture|osteoporosis
4907	fracture
4908	osteoporosis
4914	fracture
4919	BMD
4920	BMD|fracture
4921	BMD|fracture
4923	BMD
493856	BMD
493911	osteoporosis
4948	BMD
4956	BMD
497189	BMD
4982	BMD|OI|fracture|osteoporosis
4988	osteolysis_necrosis
4998	BMD|fracture
49b64009ee750952abc7	osteoporosis
5013	BMD
5015	BMD|fracture
5033	BMD|OI
5034	BMD|OI
503497	BMD
5046	fracture
5048	fracture
50485	BMD
50506	BMD|fracture
50515	BMD|osteoporosis
5058	BMD
50613	osteoporosis
50615	osteoporosis
50617	fracture
50650	osteoporosis
50651	BMD
5067	BMD
5069	BMD
5075	BMD|fracture
5076	BMD|fracture
5077	BMD|fracture
5080	BMD|fracture
5081	osteoporosis
5083	BMD
50834	osteoporosis
50846	BMD|fracture
50863	osteoporosis
5087	BMD|fracture
5089	BMD
5090	BMD|fracture
50937	BMD|fracture
50945	BMD
5096	BMD
50964	BMD|fracture|osteoporosis
5101	BMD|osteolysis_necrosis
51014	osteoporosis
51025	fracture
51052	BMD
51053	BMD
51057	BMD
51083	BMD|fracture|osteoporosis
51091	BMD|osteolysis_necrosis
51094	BMD
51102	BMD
51110	BMD
51111	BMD
51112	osteoporosis
51118	BMD
51119	BMD|fracture
51133	osteoporosis
51141	BMD|fracture
51144	osteoporosis
51170	BMD
51176	BMD|fracture|osteoporosis
51177	BMD
5118	BMD
51187	fracture
51201	BMD
51208	BMD|fracture
5122	osteoporosis
51232	BMD|fracture
5125	BMD
51253	BMD|osteoporosis
5126	BMD
51274	BMD
5129	osteoporosis
51303	BMD|fracture
51305	BMD
51312	osteoporosis
51320	BMD|fracture
51322	BMD
51334	BMD|osteoporosis
51338	BMD
51339	BMD
51360	BMD|OI
51363	osteoporosis
5137	BMD
51384	BMD|fracture|osteoporosis
5139	BMD|osteoporosis
51397	osteoporosis
51422	osteoporosis
51430	BMD|fracture
5144	BMD|osteoporosis
51440	fracture
51447	BMD
51450	BMD|fracture
51451	BMD
51455	BMD|osteoporosis
5147	osteoporosis
5151	BMD|fracture
51523	BMD|fracture
51527	BMD|fracture
5154	BMD|fracture
5155	BMD
51559	BMD
5156	BMD|fracture
51585	fracture
51588	BMD
5159	BMD
51622	BMD
5166	BMD|fracture
5167	BMD|fracture
51676	BMD
5168	osteoporosis
51684	BMD|fracture
517	BMD|fracture
51738	BMD
51741	BMD|fracture|osteoporosis
51742	BMD|fracture
51744	fracture
5176	BMD|OI
51761	fracture
51773	BMD|fracture
51776	osteoporosis
5179	fracture
51804	BMD
51809	fracture
5184	BMD
5189	BMD
5191	BMD
5204	BMD|osteoporosis
521	BMD
5226	BMD
5228	BMD
523	BMD
5241	BMD|osteoporosis
5244	fracture
5245	BMD
525	BMD|fracture
5251	BMD|fracture
5253	BMD
5274	BMD
5279	BMD
528	osteolysis_necrosis
529	BMD
5295	BMD|osteoporosis
53	BMD|fracture
5305	BMD
5307	BMD|fracture
5308	BMD
5310	BMD|fracture
5311	BMD
5314	BMD
5318	BMD
5321	BMD
5324	fracture
5332	BMD|osteoporosis
53336	fracture
5334	BMD
53343	BMD
5335	BMD
53353	BMD
53354	BMD
5336	BMD|fracture
53405	osteoporosis
5351	BMD|OI
5352	BMD|OI
5358	BMD|fracture
5371	BMD
538	BMD
53822	BMD
53827	BMD
53832	BMD|fracture
53833	osteoporosis
53834	BMD|fracture
53942	osteoporosis
5396	BMD|fracture
54	BMD|fracture
54039	osteoporosis
5407	BMD
54093	BMD|osteoporosis
54102	osteoporosis
5413	BMD|fracture
5420	osteoporosis
54205	BMD
54210	osteoporosis
5431	BMD|fracture
54345	BMD
54361	BMD|fracture
54363	BMD
54413	BMD|fracture
5443	BMD
54453	BMD|fracture
54468	osteoporosis
54475	BMD
54477	BMD
54480	BMD
5450	fracture
54505	BMD
54510	osteoporosis
54511	BMD
5454	fracture
54545	BMD
54549	BMD
54556	BMD
54558	BMD
54567	BMD
5457	BMD
5459	BMD
5460	BMD
5462	BMD
54622	fracture
54623	BMD
54626	BMD
54664	osteoporosis
54665	BMD
5467	fracture
54674	BMD
5468	BMD|fracture
5469	BMD
54700	BMD
54704	osteoporosis
54715	BMD|osteolysis_necrosis
54716	osteoporosis
54726	BMD
54749	BMD|osteoporosis
54751	BMD
54780	osteoporosis
5479	BMD|OI
54790	BMD
54795	BMD|fracture
54796	BMD|osteolysis_necrosis
54798	BMD
54805	BMD|fracture
54808	BMD|fracture
54809	osteolysis_necrosis|osteoporosis
54811	BMD
54813	osteoporosis
54828	BMD|fracture
54834	BMD|fracture
54878	fracture
54884	BMD
54894	BMD
54896	BMD
54902	fracture
54903	BMD
54914	fracture
54915	BMD
54926	osteoporosis
54928	BMD|fracture
54936	BMD|fracture
5494	BMD|fracture
54947	BMD
54964	osteoporosis
54970	BMD
54972	BMD|fracture
54984	BMD|fracture|osteoporosis
55	osteoporosis
5500	BMD
55002	BMD|fracture
55005	BMD|osteoporosis
5504	osteoporosis
5507	osteoporosis
55074	BMD
55075	BMD|fracture
55083	BMD
55084	BMD
55094	BMD|fracture
55100	BMD
55103	BMD
55107	fracture
55114	osteoporosis
55130	BMD
55133	BMD|fracture
55137	osteoporosis
55138	fracture
5515	BMD
55151	BMD|OI
55156	BMD
55170	osteoporosis
5518	BMD
55180	BMD
55182	BMD|fracture
55188	BMD
5520	fracture
55214	BMD|OI
55222	osteoporosis
55224	osteoporosis
55227	BMD
5523	fracture
55243	BMD|osteoporosis
55247	BMD
55252	fracture|osteoporosis
55289	osteoporosis
55291	BMD|fracture|osteoporosis
55294	BMD
55297	BMD|fracture
55300	osteolysis_necrosis
55304	BMD|bone_marker|fracture
55315	BMD
55322	fracture
55327	BMD
55332	BMD
5534	BMD
55341	osteoporosis
55357	BMD
55364	osteoporosis
55366	BMD|fracture
55500	BMD|fracture
55501	BMD
55504	BMD
5551	fracture
55512	BMD|fracture
55532	BMD|fracture
55536	BMD
55553	BMD|fracture|osteoporosis
55576	osteoporosis
55582	BMD
55600	fracture
55603	BMD|OI|fracture
55604	osteoporosis
55612	BMD
55614	BMD
55622	BMD
55625	BMD
55626	fracture
55631	BMD
55635	fracture
55636	BMD|fracture
55647	BMD
5566	BMD|fracture
55660	BMD
5567	fracture
5568	BMD
55684	BMD|fracture
5569	BMD|fracture|osteoporosis
55696	BMD|fracture
55703	BMD
55704	osteoporosis
55707	fracture
5571	osteoporosis
55711	BMD
55722	BMD
55729	osteolysis_necrosis
5573	BMD|fracture
55733	BMD
55742	BMD|osteoporosis
55752	BMD
55753	BMD
55755	osteoporosis
5576	BMD
55770	osteoporosis
55773	osteoporosis
5578	BMD
55784	BMD
5579	BMD
55790	BMD|fracture|osteoporosis
55791	BMD
55800	BMD
55808	BMD
5581	BMD|fracture
55813	BMD
55852	fracture
55858	BMD
5586	BMD
5587	BMD|fracture
5588	BMD|fracture|osteoporosis
55897	BMD|fracture
55907	osteoporosis
5591	BMD|fracture
5593	BMD|fracture
5594	BMD|fracture
5595	BMD|fracture
55959	BMD|fracture|osteoporosis
55968	fracture
55971	fracture
5598	BMD
5599	fracture
55997	BMD
5600	BMD
56006	BMD
56033	BMD
56034	BMD|osteoporosis
56052	BMD
5607	BMD
5608	BMD
56160	fracture
56169	BMD|osteoporosis
56172	BMD|fracture
5618	BMD
5624	osteolysis_necrosis
56243	fracture
56244	bone_marker|osteoporosis
5626	osteoporosis
56260	osteoporosis
56261	BMD
5627	osteolysis_necrosis
56288	fracture|osteoporosis
5629	BMD|fracture
5630	BMD
56311	fracture
56341	fracture
5635	osteolysis_necrosis
5641	BMD|fracture
5646	osteoporosis
56475	osteoporosis
56479	fracture
56603	BMD|fracture
5663	BMD|fracture
5664	fracture
56672	BMD
56673	BMD
56676	BMD
5670	BMD
56776	osteoporosis
5680	BMD
56852	osteoporosis
56882	osteoporosis
56884	osteoporosis
56886	BMD
56892	BMD
56895	fracture
56897	BMD
56916	BMD|fracture
56922	osteoporosis
56923	osteoporosis
56934	osteoporosis
56945	osteoporosis
56946	BMD
56955	BMD|fracture|osteoporosis
56956	BMD
56963	BMD
5697	BMD|fracture
56970	BMD|fracture
56975	BMD|fracture|osteoporosis
56979	BMD
56983	BMD
56986	BMD
56992	BMD
56993	BMD
56998	BMD|fracture
56999	BMD
57018	BMD
5702	BMD
57045	BMD|fracture
57057	BMD|fracture
571	BMD|fracture
57105	BMD
57110	osteoporosis
57113	osteoporosis
57118	BMD
5713	BMD|fracture
57142	BMD
57143	BMD
57154	BMD
57157	osteoporosis
57167	BMD|fracture
57178	BMD
5718	BMD|fracture|osteoporosis
57180	BMD
57185	osteoporosis
5719	BMD
57194	osteoporosis
57211	BMD
57216	BMD|fracture
57222	osteoporosis
57224	BMD
5725	BMD
5727	BMD|fracture
5728	BMD|fracture|osteoporosis
57326	BMD
57336	osteoporosis
5734	fracture
57381	BMD
57404	fracture
57408	osteoporosis
5741	BMD|fracture
57410	BMD
57419	osteoporosis
5743	BMD
5744	BMD|fracture
5745	BMD|fracture
57453	BMD
57456	BMD
5747	BMD|fracture
57482	BMD
57484	BMD
57491	BMD
57492	BMD
57493	BMD
57507	BMD
57511	BMD
57513	BMD|fracture
57521	fracture
57528	osteoporosis
57534	BMD
5754	BMD|fracture
57545	BMD
57556	fracture
57560	BMD|fracture
57561	osteoporosis
57574	BMD
57589	BMD
57605	fracture
57615	BMD
57616	BMD
57619	BMD
5763	BMD
57633	fracture
5764	BMD
57644	BMD
57654	BMD|fracture
57658	BMD|fracture
57665	BMD
57669	BMD
57673	BMD
57680	BMD
57689	BMD
57690	fracture
5770	osteoporosis
57701	BMD
5771	BMD|fracture
57710	osteolysis_necrosis
57722	BMD
57724	BMD|fracture
57728	BMD
57733	osteoporosis
57798	BMD
5781	BMD|fracture
5782	BMD
57822	BMD
5784	BMD
57864	fracture
5789	BMD|osteolysis_necrosis
579	BMD|fracture
5792	BMD
5795	BMD|fracture
5799	BMD
5801	osteolysis_necrosis
5805	BMD|fracture|osteoporosis
5816	BMD
5831	BMD
5834	BMD
58476	BMD|fracture
58486	fracture
58495	BMD
58499	BMD|osteoporosis
58505	osteoporosis
58524	fracture
586	osteoporosis
5868	BMD
5879	BMD|fracture
5881	BMD
5885	BMD
5887	BMD
5893	osteoporosis
5894	BMD|fracture
5896	BMD
5897	BMD|fracture|osteoporosis
58985	osteoporosis
58986	fracture
5909	BMD
5913	BMD
5914	BMD|fracture
5915	BMD|fracture
5916	BMD|fracture
5922	BMD
5922588ca64bca87d1b5	BMD|fracture|osteoporosis
5924	BMD
5925	BMD|fracture|osteoporosis
59269	BMD|fracture
5927	BMD
5933	BMD|fracture
59335	BMD|fracture|osteoporosis
59338	BMD|fracture|osteoporosis
5934	BMD|fracture
59341	osteolysis_necrosis
59343	BMD
59349	BMD
59352	BMD
594	BMD
595	BMD|fracture|osteoporosis
5950	BMD
5954	osteoporosis
5957	osteoporosis
596	BMD|fracture
5970	BMD|fracture
5972	osteoporosis
5978	BMD|fracture
5979	BMD
5986	BMD
5991	fracture
5996	BMD
6000	osteolysis_necrosis
6001	BMD
6003	BMD
6009	BMD
6014	BMD
60314	BMD|osteoporosis
6038	osteoporosis
6045	BMD
60488	BMD
60495	osteoporosis
60529	BMD|fracture
6059	BMD
60625	BMD
60626	BMD
606495	BMD|osteoporosis
60675	BMD
60676	fracture
60681	BMD|OI
607	BMD
6096	fracture
6101	osteoporosis
6125	fracture
613	BMD
613209	BMD
613210	BMD
613211	BMD
6137	BMD
6156	BMD
6168	osteoporosis
6169	BMD|fracture
6184	osteoporosis
619279	fracture
6197	BMD
6201	BMD
6206	BMD|fracture
6227	BMD
6238	fracture
6239	BMD|fracture
6249	BMD
6251	BMD
6256	BMD|fracture
6257	BMD
6259	BMD|fracture
6261	BMD|fracture
6263	BMD
627	BMD
6281	fracture
6285	fracture
6295	BMD
6297	BMD
6299	BMD|fracture
6309	BMD
6310	osteoporosis
632	BMD|fracture
6320	fracture
6323	BMD
6329	osteoporosis
633	BMD|fracture
6332	BMD
6345	fracture
6364	osteoporosis
637	fracture
63877	osteoporosis
63895	fracture
639	BMD
63923	BMD|fracture
63940	BMD|fracture
63950	fracture
63951	BMD
6396	BMD
63971	BMD
63976	BMD|fracture
63978	BMD|fracture
63979	fracture
63982	osteoporosis
640	BMD
6400	BMD|fracture
6405	BMD
64062	fracture
64067	BMD
64083	BMD|fracture
64084	osteoporosis
64089	BMD
64093	BMD|fracture|osteoporosis
64094	BMD|fracture
64106	osteoporosis
64110	BMD
64111	BMD
64131	BMD|fracture
64132	BMD
64135	BMD
6415	BMD|fracture
64175	BMD|OI
6422	BMD|fracture
64220	BMD
64222	fracture
64225	BMD
6423	BMD|fracture
64231	BMD
64236	osteoporosis
6424	BMD|osteoporosis
642587	osteoporosis
642658	BMD
64321	BMD|fracture
643246	BMD
64359	BMD|fracture
64388	BMD|fracture
64399	BMD
64400	BMD|fracture
64409	fracture|osteoporosis
644150	BMD
644168	osteoporosis
64421	osteoporosis
6443	osteolysis_necrosis
6445	osteolysis_necrosis|osteoporosis
6446	BMD
64478	BMD
6448	BMD|fracture
644890	osteoporosis
644974	osteoporosis
6452	BMD|fracture
6456	osteolysis_necrosis
645811	BMD|fracture
645836	BMD
64641	BMD|fracture|osteoporosis
646754	BMD
6468	BMD
64682	BMD|fracture
646851	BMD
6469	BMD|fracture|osteoporosis
64708	osteoporosis
64714	BMD|osteoporosis
6474	BMD|fracture
64750	BMD
64759	BMD|fracture
6476	BMD
64784	BMD
64799	BMD
64802	BMD
64816	BMD
64840	BMD|fracture
64855	BMD
64863	osteoporosis
64866	osteoporosis
649	BMD|OI|fracture
64919	fracture
6495	BMD|fracture
6496	BMD
64968	BMD
6497	BMD|fracture
6498	BMD
650	BMD|fracture
65008	BMD
65009	BMD
65055	BMD
65056	osteolysis_necrosis
65057	BMD
65065	fracture
6507	BMD
6508	osteoporosis
65082	BMD
65084	BMD|fracture
6509	osteoporosis
651	BMD|fracture|osteoporosis
65125	BMD
651746	osteoporosis
652	BMD|fracture|osteoporosis
65217	fracture
6522	BMD
6523	BMD
6524	BMD|fracture
65244	BMD
6525	fracture
6526	BMD
653	BMD|fracture
6532	BMD
654	BMD|fracture
654231	BMD
654463	fracture
6546	BMD|fracture
6547	BMD
655	BMD|fracture|osteoporosis
6553	BMD
656	BMD
6564	osteoporosis
6569	BMD|fracture
657	BMD|fracture
6573	fracture
6574	BMD
6575	fracture
6578	BMD|fracture
658	BMD|fracture
6581	osteoporosis
6582	osteoporosis
6586	BMD
659	BMD|fracture
6591	BMD|fracture
6595	BMD
6597	BMD
65983	fracture
66002	osteolysis_necrosis
66037	BMD
6604	BMD
6608	BMD|fracture
6615	BMD|fracture
6628	BMD
663	BMD
6638	BMD|osteoporosis
6646	fracture
6648	BMD
6654	BMD
6656	BMD|fracture|osteoporosis
6657	BMD|fracture
6659	BMD|fracture|osteoporosis
6660	BMD|fracture
6662	BMD|fracture
6663	BMD
6664	BMD|fracture
6666	BMD
6667	BMD|osteoporosis
667	BMD
6670	BMD|fracture
6671	osteoporosis
6675	BMD
6678	BMD|OI
6688	BMD
6691	fracture
6694	osteoporosis
6696	BMD|fracture
6710	BMD
6711	BMD|fracture|osteoporosis
6714	BMD|fracture
672	BMD|fracture
6720	BMD
6722	BMD
6728	BMD
6729	BMD
673	BMD|fracture
6745	BMD
6747	BMD
675	BMD
6764	BMD
677	BMD|fracture
6774	BMD|fracture
678	fracture
6780	BMD
6781	BMD|fracture
6783	BMD
6788	BMD|fracture
6789	BMD
6794	BMD|fracture
6812	BMD
6840	osteoporosis
685	BMD
6854	osteolysis_necrosis
6862	BMD
6867	BMD
6869	BMD
6870	BMD
6885	BMD
6886	BMD
6894	BMD
6899	BMD|fracture
6902	BMD
6909	BMD
6910	BMD|fracture
6911	BMD|fracture
6913	BMD|fracture
6916	BMD|osteoporosis
6920	osteoporosis
6925	BMD|osteoporosis
6926	BMD|fracture|osteoporosis
6928	BMD|fracture
6932	BMD|fracture
6934	BMD|fracture
6935	BMD
694	osteoporosis
6940	BMD
6943	BMD
6949	BMD|fracture
6954	BMD
6988	osteoporosis
7003	fracture
7004	BMD
7007	fracture
7009	BMD
7010	BMD|fracture
7013	fracture|osteoporosis
7015	BMD
7020	BMD|fracture|osteoporosis
7021	osteoporosis
7023	fracture
7026	BMD
7040	BMD|fracture
7041	BMD
7042	BMD
7043	BMD
7046	BMD|fracture
7048	BMD|fracture
7049	BMD
7054	BMD
7058	BMD
7059	BMD|fracture
7067	BMD|fracture
7068	BMD|fracture
7071	BMD
7073	BMD|fracture
7075	BMD
7079	osteolysis_necrosis
7080	BMD
7088	BMD
7089	BMD
7090	BMD|fracture
7091	BMD|osteoporosis
7092	BMD
7097	osteoporosis
7099	BMD|fracture
7104	BMD|fracture
7107	BMD
7123	BMD|fracture
7124	BMD|fracture
7132	BMD|fracture
7133	BMD|fracture
7139	BMD
7140	BMD
7141	BMD|fracture
7145	BMD
7150	BMD
7157	BMD|fracture|osteoporosis
7166	BMD|fracture
7185	BMD
7189	BMD|fracture
71c9328fdd5f3140883d	BMD|osteoporosis
720	osteoporosis
7200	BMD|fracture
7204	osteoporosis
721	osteoporosis
722	fracture
7227	BMD|fracture
723961	BMD
7247	osteoporosis
7248	BMD
7249	BMD
725	fracture
7253	BMD
7260	osteoporosis
7273	BMD|fracture
728194	BMD
728215	BMD|osteoporosis
7289	BMD|fracture
7290	BMD|fracture
7291	BMD|fracture|osteoporosis
729220	fracture
729230	osteoporosis
729250	BMD
7294	BMD
7295	fracture
729873	fracture
729920	BMD
729993	osteoporosis
730087	osteoporosis
7305	BMD|fracture
7307	BMD
731	BMD|fracture
7324	BMD
7336	BMD
7341	osteoporosis
7343	BMD
735	BMD|fracture|osteoporosis
7356	BMD|fracture|osteoporosis
7357	BMD
7358	BMD
7386	BMD|osteoporosis
7403	BMD
7405	BMD
7408	BMD
7421	BMD|fracture
7422	BMD
7424	BMD|fracture
744	fracture
7443	fracture
7444	osteoporosis
7466	BMD
7471	BMD|OI|fracture|osteoporosis
7472	BMD|fracture
7473	BMD|fracture
7474	BMD|fracture
7475	BMD|fracture
7476	BMD|fracture
7477	BMD|fracture
7478	BMD|fracture
7479	BMD|fracture
7480	BMD|fracture|osteoporosis
7481	BMD|fracture|osteoporosis
7482	BMD|fracture
7483	BMD|fracture
7484	BMD|fracture
7490	BMD|fracture
7494	BMD|fracture
7498	BMD
749e646cfa35c64c2327	BMD|fracture
7517	BMD
7518	BMD
7534	BMD
754	BMD|fracture
7546	BMD
7547	BMD
7587	BMD|fracture
760	BMD|fracture
7639	BMD
7681	fracture
768239	osteolysis_necrosis
7703	BMD
7704	BMD|fracture|osteoporosis
7707	BMD|fracture
7709	BMD
773	BMD|fracture
774	BMD
775	BMD
7753	BMD
777	BMD
7779	fracture|osteoporosis
7789	BMD
780	BMD
7803	BMD
7837	BMD
784	fracture
7849	BMD
7855	BMD
786	osteoporosis
78991	BMD
78995	BMD|fracture
79026	BMD|fracture
79035	BMD|fracture
79038	BMD
79066	fracture
79068	BMD
79075	BMD|fracture
79083	BMD
79087	BMD
79089	BMD
79097	BMD
79145	fracture
79152	BMD
79154	osteoporosis
79155	osteoporosis
79158	BMD
79174	BMD
79190	osteoporosis
79191	BMD|fracture
7932	BMD
79370	BMD
79412	BMD|fracture
79443	BMD
79444	BMD
79567	BMD
79577	BMD|fracture
79586	BMD|fracture
796	BMD|fracture
79621	osteoporosis
79626	osteoporosis
79628	BMD
79633	BMD
79639	fracture
79642	BMD|fracture
79648	osteoporosis
79652	BMD
79656	BMD
79659	BMD
79660	BMD|fracture
79665	BMD
79668	osteoporosis
79694	osteoporosis
79696	BMD
79697	BMD|fracture
79705	BMD|fracture
79709	BMD|OI
79712	osteoporosis
79718	BMD
79719	BMD
79722	BMD
79731	BMD
79739	BMD
7976	BMD
79781	BMD
79785	osteoporosis
79797	BMD
79802	osteoporosis
79809	BMD
79827	osteoporosis
79858	BMD
79870	osteolysis_necrosis
79877	BMD|fracture
79890	BMD|fracture
799	BMD|fracture
79901	BMD
79922	osteoporosis
79925	osteoporosis
79948	BMD
79949	osteoporosis
79953	osteolysis_necrosis
79954	fracture
79956	BMD
79966	osteoporosis
79971	BMD|fracture|osteoporosis
79974	BMD
79977	BMD
79981	BMD
79982	fracture
80000	BMD
80010	BMD
80036	BMD|osteoporosis
80059	BMD
80114	BMD
80115	fracture
80117	BMD
80129	BMD|fracture|osteoporosis
80139	BMD
80144	BMD|fracture
80199	BMD
80204	BMD
80206	BMD
80212	BMD|fracture
8022	BMD
80255	BMD
8030	fracture
80309	fracture
80313	BMD
80319	BMD
80326	BMD|fracture
80349	osteoporosis
80351	BMD
8038	fracture
8074	BMD|fracture
80757	BMD
80759	BMD
80765	BMD|fracture
80781	BMD
80790	BMD|osteoporosis
80816	BMD
80817	BMD
80818	osteoporosis
8082	BMD
80821	BMD|fracture
80856	BMD
8086	BMD|osteoporosis
8091	BMD
8092	BMD|fracture
8099	fracture
8100	BMD
81029	BMD|fracture
8110	osteoporosis
8125	BMD
8131	BMD
81318	fracture
81392	BMD
814	BMD|fracture
81491	BMD
81494	BMD
81501	BMD|fracture
81502	BMD
81555	osteoporosis
81569	BMD
81578	BMD|osteoporosis
816	BMD
81606	osteoporosis
81611	BMD
81615	BMD|fracture
81620	BMD
81624	BMD
81688	BMD
817	osteoporosis
8170	osteoporosis
81706	BMD
81792	BMD
81794	BMD
81839	BMD
81846	BMD
81847	BMD|fracture
81848	BMD|fracture
81928	BMD
81929	BMD
8195	BMD
8200	BMD|fracture
8204	osteoporosis
8208	BMD
8224	osteoporosis
8260	BMD|fracture
8289	BMD
8295	BMD
8303	BMD
8312	BMD|fracture|osteoporosis
8313	BMD|fracture
832	BMD
8320	BMD|fracture
8321	BMD|OI|fracture
8322	BMD|fracture
8323	BMD
8324	BMD|fracture
8325	BMD|fracture
8326	BMD|fracture
83416	osteoporosis
83439	BMD|fracture
83440	BMD|fracture
83445	BMD|osteoporosis
83449	osteoporosis
83450	BMD
83478	BMD
83540	BMD
83592	BMD|fracture|osteoporosis
83595	BMD|fracture
836	BMD
83605	BMD
83637	BMD
83648	BMD|osteoporosis
83694	BMD
83698	osteoporosis
83706	BMD
83715	BMD
83744	BMD
83795	BMD
83879	BMD
83930	BMD|fracture|osteoporosis
83938	BMD
83941	osteoporosis
8398	fracture
83992	fracture
83999	BMD|fracture
