hEntrez,humanSymbol,mouse_symbols,log2fc,log2fc_mean,adj_p_value,n_mouse_map,sign_flip,assay,osd,tissue,organism
23620,NTSR2,Ntsr2,-1.1478,-1.1478,0.0139724,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
55891,LENEP,Lenep,-1.1443,-1.1443,0.000473607,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
202374,STK32A,Stk32a,-1.1438,-1.1438,0.0249726,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
79794,SPRING1,Spring1,-1.1433,-1.1433,3.37125e-14,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
10345,TRDN,Trdn,1.1433,1.1433,2.52085e-06,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
1149,CIDEA,Cidea,-1.1426,-1.1426,1.60216e-07,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
79156,PLEKHF1,Plekhf1,-1.1416,-1.1416,5.48789e-09,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
8819,SAP30,Sap30,1.1413,1.1413,1.03078e-07,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
4258,MGST2,Mgst2,1.1413,1.1413,0.0315446,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
84934,RITA1,Rita1,-1.1412,-1.1412,1.26014e-07,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
80776,B9D2,B9d2,-1.1404,-1.1404,6.10711e-09,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
100093630,SNHG8,Snhg8,1.14,1.14,6.99819e-06,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
57569,ARHGAP20,Arhgap20,1.1399,1.1399,1.69614e-06,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
80816,ASXL3,Asxl3,1.1399,1.1399,0.00170887,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
170394,PWWP2B,Pwwp2b,-1.1397,-1.1397,3.42111e-07,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
23567,ZNF346,Zfp346,-1.1396,-1.1396,8.33122e-13,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
2329,FMO4,Fmo4,1.1394,1.1394,0.0407866,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
9315,NREP,Nrep,1.1391,1.1391,4.23938e-06,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
144453,BEST3,Best3,-1.1384,-1.1384,8.97024e-09,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
113235,SLC46A1,Slc46a1,-1.1381,-1.1381,0.0214393,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
1740,DLG2,Dlg2,1.1377,1.1377,0.000664148,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
93589,CACNA2D4,Cacna2d4,1.1375,1.1375,0.00834664,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
5166,PDK4,Pdk4,1.1373,1.1373,0.000668193,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
92106,OXNAD1,Oxnad1,-1.1371,-1.1371,3.35614e-11,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
3769,KCNJ13,Kcnj13,1.1364,1.1364,0.0239901,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
84276,NICN1,Nicn1,-1.1359,-1.1359,3.52232e-11,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
8227,AKAP17A,Akap17b,-1.1349,-1.1349,8.45139e-14,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
256435,ST6GALNAC3,St6galnac3,1.1346,1.1346,0.00822481,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
6581,SLC22A3,Slc22a3,1.1305,1.1305,0.000552462,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
2166,FAAH,Faah,1.1302,1.1302,0.0255603,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
80723,SLC35G2,Slc35g2,-1.1301,-1.1301,8.65338e-08,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
145957,NRG4,Nrg4,1.13,1.13,0.0232597,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
29799,YPEL1,Ypel1,1.1284,1.1284,0.0435305,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
23439,ATP1B4,Atp1b4,1.1282,1.1282,1.55513e-06,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
10068,IL18BP,Il18bp,-1.1281,-1.1281,3.31864e-07,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
83992,CTTNBP2,Cttnbp2,1.1279,1.1279,0.00101788,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
5211,PFKL,Pfkl,-1.126,-1.126,4.76243e-05,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
60,ACTB,Actb,1.1254,1.1254,0.00250993,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
30818,KCNIP3,Kcnip3,1.125,1.125,0.00479797,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
387890,TMEM233,Tmem233,1.1245,1.1245,0.0137012,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
9729,KIAA0408,9330159F19Rik,1.1236,1.1236,0.000200149,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
5775,PTPN4,Ptpn4,1.1227,1.1227,5.58265e-10,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
4311,MME,Mme,1.1218,1.1218,4.55633e-11,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
25907,TMEM158,Tmem158,1.1213,1.1213,0.0117797,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
219854,TMEM218,Tmem218,-1.1209,-1.1209,1.61775e-10,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
655,BMP7,Bmp7,1.1208,1.1208,0.00188148,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
117283,IP6K3,Ip6k3,-1.1191,-1.1191,0.000343314,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
220965,FAM13C,Fam13c,1.1179,1.1179,2.30665e-09,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
79933,SYNPO2L,Synpo2l,1.1177,1.1177,7.49134e-10,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
1728,NQO1,Nqo1,-1.1176,-1.1176,1.06435e-07,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
10797,MTHFD2,Mthfd2,-1.1162,-1.1162,0.000977362,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
4291,MLF1,Mlf1,1.1159,1.1159,1.24228e-05,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
93594,TBC1D31,Tbc1d31,-1.1155,-1.1155,6.85945e-05,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
59271,EVA1C,Eva1c,1.1142,1.1142,0.0340143,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
66008,TRAK2,Trak2,-1.1138,-1.1138,7.97993e-17,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
12,SERPINA3,Serpina3c,1.1137,1.1137,0.00159995,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
9469,CHST3,Chst3,1.1134,1.1134,4.80074e-09,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
1491,CTH,Cth,-1.1133,-1.1133,0.000308719,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
5990,RFX2,Rfx2,-1.1133,-1.1133,1.78852e-08,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
5565,PRKAB2,Prkab2,1.1132,1.1132,1.59388e-11,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
84967,LSM10,Lsm10,-1.113,-1.113,9.05038e-09,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
85480,TSLP,Tslp,1.1118,1.1118,0.0443067,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
137835,TMEM71,Tmem71,1.1097,1.1097,5.04701e-08,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
54554,WDR5B,Wdr5b,1.1093,1.1093,2.46659e-08,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
3140,MR1,Mr1,1.1074,1.1074,2.92868e-07,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
23022,PALLD,Palld,1.1065,1.1065,2.43632e-16,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
161829,EXD1,Exd1,-1.1064,-1.1064,0.000243993,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
79092,CARD14,Card14,-1.1039,-1.1039,0.0342833,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
152404,IGSF11,Igsf11,1.1034,1.1034,0.0356225,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
285313,IGSF10,Igsf10,-1.1032,-1.1032,9.93884e-10,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
5269,SERPINB6,Serpinb6a,1.1028,1.1028,3.26671e-17,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
84266,ALKBH7,Alkbh7,-1.1026,-1.1026,1.38827e-07,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
10603,SH2B2,Sh2b2,1.1024,1.1024,0.000214577,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
84547,PGBD1,Pgbd1,-1.1024,-1.1024,0.0017118,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
267002,PGBD2,Pgbd1,-1.1024,-1.1024,0.0017118,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
64745,METTL17,Mettl17,-1.1021,-1.1021,0.000785582,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
140803,TRPM6,Trpm6,-1.1009,-1.1009,0.00083279,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
54855,TENT5C,Tent5c,1.0999,1.0999,2.30195e-07,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
3045,HBD,Hbb-b1|Hbb-bs|Hbb-bt,1.0994,1.0797,0.00432394,2,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
3043,HBB,Hbb-b1|Hbb-bs|Hbb-bt,1.0994,1.0797,0.00432394,2,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
23336,SYNM,Synm,1.0989,1.0989,1.4237e-11,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
29968,PSAT1,Psat1,1.0988,1.0988,0.00218783,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
154796,AMOT,Amot,1.0984,1.0984,2.08863e-15,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
441054,C4orf47,Cfap96,-1.0978,-1.0978,6.29374e-11,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
91614,DEPDC7,Depdc7,-1.0978,-1.0978,7.63938e-05,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
440556,PRDM16-DT,Prdm16os,1.0977,1.0977,0.0175099,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
55709,KBTBD4,Kbtbd4,-1.097,-1.097,1.52485e-20,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
57827,C6orf47,D17H6S53E,-1.097,-1.097,2.26785e-05,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
2674,GFRA1,Gfra1,1.0961,1.0961,3.61575e-12,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
7140,TNNT3,Tnnt3,1.0945,1.0945,6.4941e-10,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
2820,GPD2,Gpd2,1.0936,1.0936,1.55678e-10,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
56852,RAD18,Rad18,1.0934,1.0934,4.22319e-06,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
9244,CRLF1,Crlf1,-1.0932,-1.0932,0.00638624,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
9231,DLG5,Dlg5,1.0931,1.0931,3.98968e-05,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
1969,EPHA2,Epha2,1.0929,1.0929,0.000106022,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
7871,SLMAP,Slmap,1.0922,1.0922,1.67178e-09,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
494470,RNF165,Ark2c,1.0922,1.0922,0.0382441,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
2735,GLI1,Gli1,1.0916,1.0916,0.00518016,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
4323,MMP14,Mmp14,1.0869,1.0869,0.0106792,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
5506,PPP1R3A,Ppp1r3a,1.0853,1.0853,1.12183e-05,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
2662,GDF10,Gdf10,1.085,1.085,0.00287017,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
2823,GPM6A,Gpm6a,1.0845,1.0845,0.00583599,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
23043,TNIK,Tnik,1.0833,1.0833,1.12467e-13,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
9625,AATK,Aatk,1.0825,1.0825,0.0151517,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
2275,FHL3,Fhl3,1.0822,1.0822,1.59104e-06,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
29906,ST8SIA5,St8sia5,-1.0822,-1.0822,1.28886e-07,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
10468,FST,Fst,1.0809,1.0809,0.00459696,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
147949,ZNF583,Zfp583,-1.0806,-1.0806,7.56909e-05,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
23530,NNT,Nnt,-1.0803,-1.0803,2.26582e-06,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
10462,CLEC10A,Mgl2,-1.0794,-1.0794,0.0206113,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
5051,PAFAH2,Pafah2,-1.0794,-1.0794,4.6151e-05,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
2070,EYA4,Eya4,1.0793,1.0793,3.35614e-11,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
5764,PTN,Ptn,1.0792,1.0792,0.000933584,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
168544,ZNF467,Zfp467,1.0785,1.0785,2.93239e-07,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
622,BDH1,Bdh1,-1.0785,-1.0785,1.28224e-08,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
5915,RARB,Rarb,-1.0774,-1.0774,1.51606e-11,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
27123,DKK2,Dkk2,-1.0753,-1.0753,0.00334817,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
1326,MAP3K8,Map3k8,1.0752,1.0752,0.000772193,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
2888,GRB14,Grb14,-1.0752,-1.0752,1.21565e-05,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
374882,TMEM205,Tmem205,-1.0751,-1.0751,1.64632e-05,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
1545,CYP1B1,Cyp1b1,1.0745,1.0745,0.00366891,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
4791,NFKB2,Nfkb2,-1.0738,-1.0738,0.000863823,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
11238,CA5B,Car5b,1.0733,1.0733,0.000267936,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
54976,C20orf27,Adissp,-1.0732,-1.0732,0.000113166,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
51066,SSUH2,Ssu2,-1.0722,-1.0722,0.0025932,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
115701,ALPK2,Alpk2,1.0715,1.0715,2.78145e-06,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
57019,CIAPIN1,Ciapin1,-1.0706,-1.0706,3.14416e-05,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
10553,HTATIP2,Htatip2,-1.07,-1.07,1.88114e-05,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
144501,KRT80,Krt80,-1.0698,-1.0698,0.012413,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
9117,SEC22C,Sec22c,-1.0691,-1.0691,6.862e-08,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
54901,CDKAL1,Cdkal1,1.0691,1.0691,8.4995e-26,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,OSD-770,soleus,Mus musculus
