hEntrez,humanSymbol,mouse_symbols,log2fc,log2fc_mean,adj_p_value,n_mouse_map,sign_flip,assay,osd,tissue,organism
57624,NYAP2,Nyap2,2.7059,2.7059,0.0261528,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
6347,CCL2,Ccl2,-2.6417,-2.6417,3.33484e-05,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
55289,ACOXL,Acoxl,2.5755,2.5755,1.19955e-06,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
6279,S100A8,S100a8,-2.5652,-2.5652,0.00144225,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
8501,SLC43A1,Slc43a1,2.5407,2.5407,5.09649e-14,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
8972,MGAM,Mgam,-2.5358,-2.5358,0.00482747,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
119,ADD2,Add2,2.4747,2.4747,0.029311,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
6354,CCL7,Ccl7,-2.4654,-2.4654,0.00290748,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
1026,CDKN1A,Cdkn1a,2.4301,2.4301,7.83416e-05,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
1135,CHRNA2,Chrna2,2.3539,2.3539,3.33484e-05,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
152110,NEK10,Nek10,2.3485,2.3485,0.000112401,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
219793,TBATA,Tbata,2.2892,2.2892,0.0116203,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
27019,DNAI1,Dnai1,-2.2703,-2.2703,0.000455777,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
3553,IL1B,Il1b,-2.2596,-2.2596,0.000255422,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
3627,CXCL10,Cxcl10,-2.2507,-2.2507,0.0103092,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
8061,FOSL1,Fosl1,-2.2393,-2.2393,0.0200845,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
57476,GRAMD1B,Gramd1b,2.2374,2.2374,1.50411e-07,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
2353,FOS,Fos,-2.2182,-2.2182,0.000327072,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
400258,C14orf180,A530016L24Rik,2.2139,2.2139,0.000142209,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
149563,SRARP,Srarp,-2.178,-2.178,0.0123616,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
64757,MTARC1,Mtarc1,2.1764,2.1764,0.000190394,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
875,CBS,Cbs,2.1314,2.1314,0.000195469,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
1263,PLK3,Plk3,-2.1232,-2.1232,0.000822104,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
89944,GLB1L2,Glb1l2,2.1171,2.1171,5.46968e-05,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
9687,GREB1,Greb1,2.1083,2.1083,3.35159e-05,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
284114,TMEM102,Tmem102,2.1001,2.1001,0.0461621,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
23178,PASK,Pask,2.0969,2.0969,0.000578937,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
64651,CSRNP1,Csrnp1,-2.0818,-2.0818,0.0001066,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
8566,PDXK,Pdxk,-2.0759,-2.0759,5.12466e-09,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
6521,SLC4A1,Slc4a1,2.0484,2.0484,0.000828057,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
5292,PIM1,Pim1,-2.0408,-2.0408,4.49727e-05,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
27244,SESN1,Sesn1,2.0327,2.0327,2.93176e-18,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
148523,CIART,Ciart,-2.0204,-2.0204,7.15748e-05,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
641371,ACOT1,Acot1|Acot2,2.0059,1.6206,0.000312761,2,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
10965,ACOT2,Acot1|Acot2,2.0059,1.6206,0.000312761,2,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
54346,UNC93A,Unc93a2,2.0044,2.0044,4.44417e-05,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
8447,DOC2B,Doc2b,2.0041,2.0041,1.28631e-05,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
57348,TTYH1,Ttyh1,-1.9985,-1.9985,0.0074947,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
5889,RAD51C,Rad51c,-1.9969,-1.9969,0.000672283,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
284217,LAMA1,Lama1,-1.9908,-1.9908,0.020778,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
1628,DBP,Dbp,-1.9868,-1.9868,1.22189e-09,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
249,ALPL,Alpl,-1.9845,-1.9845,2.04095e-05,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
6528,SLC5A5,Slc5a5,-1.9813,-1.9813,0.0074947,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
1129,CHRM2,Chrm2,1.9799,1.9799,0.0175912,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
55106,SLFN12,Slfn4,-1.9708,-1.9708,0.044735,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
100506736,SLFN12L,Slfn4,-1.9708,-1.9708,0.044735,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
4929,NR4A2,Nr4a2,-1.9584,-1.9584,0.0116203,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
64344,HIF3A,Hif3a,1.9556,1.9556,2.2222e-05,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
27232,GNMT|CNPY3-GNMT,Gnmt,1.9458,1.9458,1.11855e-07,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
1844,DUSP2,Dusp2,-1.9438,-1.9438,0.00337287,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
57561,ARRDC3,Arrdc3,1.9397,1.9397,1.49675e-12,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
4318,MMP9,Mmp9,1.9342,1.9342,0.0334944,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
312,ANXA13,Anxa13,1.9026,1.9026,0.000341375,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
51338,MS4A4A,Ms4a4c,-1.8699,-1.8699,0.0239451,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
643680,MS4A4E,Ms4a4c,-1.8699,-1.8699,0.0239451,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
6248,RSC1A1,Rsc1a1,1.8624,1.8624,6.2652e-09,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
116236,ABHD15,Abhd15,1.8561,1.8561,1.22189e-09,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
387763,C11orf96,Gm13889,-1.8421,-1.8421,0.00298915,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
1271,CNTFR,Cntfr,-1.8364,-1.8364,0.000587985,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
6696,SPP1,Spp1,1.8218,1.8218,0.012567,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
1052,CEBPD,Cebpd,1.812,1.812,8.86795e-10,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
5209,PFKFB3,Pfkfb3,1.8055,1.8055,0.000220334,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
3620,IDO1,Ido1,-1.8011,-1.8011,0.0397758,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
341,APOC1,Apoc1,1.7988,1.7988,0.034921,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
6236,RRAD,Rrad,-1.7896,-1.7896,0.00231223,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
8660,IRS2,Irs2,-1.7676,-1.7676,0.000148003,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
9899,SV2B,Sv2b,1.7567,1.7567,0.000134895,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
23516,SLC39A14,Slc39a14,1.7246,1.7246,1.2272e-06,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
56204,FAM214A,Fam214a,1.7236,1.7236,1.14013e-14,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
6319,SCD,Scd1,1.72,1.72,0.000141124,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
939,CD27,Cd27,1.7163,1.7163,0.000790585,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
165904,XIRP1,Xirp1,-1.7139,-1.7139,0.0225094,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
3164,NR4A1,Nr4a1,-1.7053,-1.7053,9.40982e-07,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
84530,SRRM4,Srrm4,-1.7048,-1.7048,0.00759286,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
9348,NDST3,Ndst3,-1.7037,-1.7037,0.0168686,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
339855,KY,Ky,-1.6994,-1.6994,0.0134266,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
283461,C12orf40,CN725425,1.6955,1.6955,0.00564346,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
79846,CFAP69,Cfap69,-1.6894,-1.6894,0.0441792,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
9764,KIAA0513,6430548M08Rik,1.6879,1.6879,1.02586e-05,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
340359,KLHL38,Klhl38,1.6833,1.6833,0.00554043,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
55364,IMPACT,Impact,-1.6782,-1.6782,3.19075e-05,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
340152,ZC3H12D,Zc3h12d,1.6752,1.6752,0.0253777,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
570,BAAT,Baat,-1.6751,-1.6751,0.00207722,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
8786,RGS11,Rgs11,1.6741,1.6741,0.00327205,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
6659,SOX4,Sox4,1.6722,1.6722,0.0113878,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
53919,SLCO1C1,Slco1c1,-1.6658,-1.6658,0.0118379,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
79751,SLC25A22,Slc25a22,1.6645,1.6645,3.41429e-06,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
340277,FAM221A,Fam221a,1.6597,1.6597,0.0121628,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
400224,PLEKHD1,Plekhd1,1.6566,1.6566,0.000487392,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
93210,PGAP3,Pgap3,1.6493,1.6493,2.40033e-17,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
26059,ERC2,Erc2,1.647,1.647,0.00107955,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
23145,SSPOP,Sspo,1.6454,1.6454,0.000828057,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
388531,RGS9BP,Rgs9bp,-1.6436,-1.6436,1.01789e-06,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
860,RUNX2,Runx2,1.6417,1.6417,0.0175912,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
595,CCND1,Ccnd1,-1.6161,-1.6161,6.47587e-09,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
6790,AURKA,Aurka,-1.6139,-1.6139,6.68216e-07,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
8869,ST3GAL5,St3gal5,1.6039,1.6039,9.36349e-09,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
3083,HGFAC,Hgfac,1.5909,1.5909,0.023071,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
5655,KLK10,Klk10,-1.5903,-1.5903,0.0106069,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
23086,EXPH5,Exph5,1.5897,1.5897,0.000262082,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
163351,GBP6,Gbp4,-1.585,-1.585,0.00059193,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
871,SERPINH1,Serpinh1,-1.5844,-1.5844,3.29888e-06,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
1390,CREM,Crem,-1.5812,-1.5812,7.8769e-06,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
63908,NAPB,Napb,1.5761,1.5761,1.24057e-06,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
440503,PLIN5,Plin5,1.5749,1.5749,0.0364051,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
3575,IL7R,Il7r,1.5716,1.5716,0.0479048,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
1827,RCAN1,Rcan1,-1.5596,-1.5596,8.97846e-05,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
114789,SLC25A25,Slc25a25,-1.5575,-1.5575,0.0032397,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
116729,PPP1R27,Ppp1r27,-1.5511,-1.5511,0.0452043,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
5580,PRKCD,Prkcd,1.5485,1.5485,4.72857e-05,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
333929,SNAI3,Snai3,-1.5331,-1.5331,0.014106,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
27314,RAB30,Rab30,-1.5211,-1.5211,9.06513e-05,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
5178,PEG3,Peg3,1.5196,1.5196,2.65969e-05,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
55567,DNAH3,Dnah3,-1.5179,-1.5179,0.00463861,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
84649,DGAT2,Dgat2,1.5128,1.5128,0.000172079,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
7851,MALL,Mall,-1.5113,-1.5113,0.00487972,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
3320,HSP90AA1,Hsp90aa1,-1.5108,-1.5108,0.00234002,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
283455,KSR2,Ksr2,-1.5015,-1.5015,0.0201487,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
3337,DNAJB1,Dnajb1,-1.4963,-1.4963,8.61304e-06,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
30819,KCNIP2,Kcnip2,1.4957,1.4957,0.0191169,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
284451,ODF3L2,Odf3l2,1.4917,1.4917,0.0236394,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
3570,IL6R,Il6ra,1.4901,1.4901,8.15894e-10,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
27063,ANKRD1,Ankrd1,-1.49,-1.49,0.00441248,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
4656,MYOG,Myog,-1.488,-1.488,0.000828057,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
140809,SRXN1,Srxn1,-1.4837,-1.4837,6.13486e-05,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
23620,NTSR2,Ntsr2,-1.4807,-1.4807,0.00841452,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
11067,DEPP1,Depp1,1.4804,1.4804,0.014484,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
387751,GVINP1,Gvin2,-1.4779,-1.4779,1.44671e-06,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
54,ACP5,Acp5,1.4741,1.4741,0.0339382,1,False,https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,OSD-576,tibialis anterior,Mus musculus
