hEntrez	humanSymbol	symbol	mEntrez	log2fc	log2fc_mean	adj_p_value	n_mouse_map	digcfde_bonecat	rdkg_pheno	osteoarthritis	bone_loss_gene	in_digcfde_bg
10092	ARPC5	Arpc5	67771	0.421059	0.421059	2.81664e-05	1			False	False	True
10093	ARPC4	Arpc4	68089	0.337858	0.337858	0.00196208	1			False	False	True
10094	ARPC3	Arpc3	56378	0.425724	0.425724	1.11042e-06	1			False	False	True
10095	ARPC1B	Arpc1b	11867	0.37844	0.37844	0.00165398	1			False	False	True
10096	ACTR3	Actr3	74117	0.412399	0.412399	9.24969e-08	1	BMD		False	True	True
10097	ACTR2	Actr2	66713	0.351503	0.351503	1.9174e-05	1	BMD		False	True	True
10098	TSPAN5	Tspan5	56224	0.372239	0.372239	0.00385214	1	osteoporosis		False	True	True
100996928	FMC1-LUC7L2	Fmc1	66117	0.62651	0.62651	0.00552951	1			False	False	True
101060301		Hnrnpc	15381	0.194915	0.194915	0.0302288	1			False	False	False
10109	ARPC2	Arpc2	76709	0.386534	0.386534	0.000219751	1			False	False	True
10124	ARL4A	Arl4a	11861	-0.400411	-0.400411	0.0457672	1	fracture		False	True	True
10130	PDIA6	Pdia6	71853	0.536888	0.536888	4.19915e-06	1			False	False	True
10131	TRAP1	Trap1	68015	0.233137	0.233137	0.0125431	1			False	False	True
10133	OPTN	Optn	71648	-0.43657	-0.43657	8.46057e-05	1			False	False	True
10134	BCAP31	Bcap31	27061	0.232748	0.232748	0.0354392	1			False	False	True
