hEntrez	humanSymbol	symbol	mEntrez	log2fc	log2fc_mean	adj_p_value	n_mouse_map	digcfde_bonecat	rdkg_pheno	osteoarthritis	bone_loss_gene	in_digcfde_bg
23144	ZC3H3	Zc3h3	223642	-0.473164	-0.473164	0.019708	1			False	False	True
23148	NACAD	Nacad	192950	-1.47012	-1.47012	0.00232736	1			False	False	True
23149	FCHO1	Fcho1	74015	-0.749818	-0.749818	6.92439e-08	1			False	False	True
23152	CIC	Cic	71722	-1.10529	-1.10529	1.31551e-07	1			False	False	True
23154	NCDN	Ncdn	26562	-0.775987	-0.775987	0.00323674	1			False	False	True
23158	TBC1D9	Tbc1d9	71310	-0.490403	-0.490403	0.0107923	1			False	False	True
23160	WDR43	Wdr43	72515	0.296599	0.296599	0.0454541	1			False	False	True
23162	MAPK8IP3	Mapk8ip3	30957	-0.429062	-0.429062	0.00500051	1		Osteoporosis|Osteopenia	False	True	True
23164	MPRIP	Mprip	26936	-0.430482	-0.430482	0.00036449	1			False	False	True
23166	STAB1	Stab1	192187	-0.615994	-0.615994	0.0362516	1			False	False	True
23168	RTF1	Rtf1	76246	-0.286902	-0.286902	0.0316995	1	BMD		False	True	True
23170	TTLL12	Ttll12	223723	-1.20027	-1.20027	2.38739e-11	1			False	False	True
23172	ABRAXAS2	Abraxas2	109359	0.281506	0.281506	0.0059312	1	BMD		False	True	True
23176	SEPTIN8	Septin8	20362	-0.672134	-0.672134	2.94878e-05	1			False	False	True
23178	PASK	Pask	269224	-0.779536	-0.779536	4.99127e-08	1			False	False	True
23179	RGL1	Rgl1	19731	-0.874426	-0.874426	0.000128174	1			False	False	True
23189	KANK1	Kank1	107351	-1.55492	-1.55492	0.0099775	1			False	False	True
23190	UBXN4	Ubxn4	67812	0.230335	0.230335	0.0401815	1			False	False	True
23192	ATG4B	Atg4b	66615	-0.438711	-0.438711	2.49595e-05	1			False	False	True
23193	GANAB	Ganab	14376	-0.37901	-0.37901	0.0275536	1			False	False	True
23196	FAM120A	Fam120a	218236	-0.558348	-0.558348	5.78657e-06	1	BMD|fracture		False	True	True
23199	GSE1	Gse1	382034	-0.902392	-0.902392	1.45508e-07	1			False	False	True
23200	ATP11B	Atp11b	76295	0.316293	0.316293	0.00333452	1	osteoporosis		False	True	True
23211	ZC3H4	Zc3h4	330474	-0.78205	-0.78205	2.98173e-06	1			False	False	True
23221	RHOBTB2	Rhobtb2	246710	-0.430903	-0.430903	0.015274	1			False	False	True
23225	NUP210	Nup210	54563	-0.715496	-0.715496	6.22256e-05	1	osteoporosis		False	True	True
23232	TBC1D12	Tbc1d12	209478	-0.416782	-0.416782	0.0160131	1			False	False	True
23235	SIK2	Sik2	235344	-0.300905	-0.300905	0.00998203	1			False	False	True
23237	ARC	Arc	11838	-1.8339	-1.8339	0.00171087	1			False	False	True
23239	PHLPP1	Phlpp1	98432	-0.906988	-0.906988	1.02194e-07	1			False	False	True
2324	FLT4	Flt4	14257	-1.14892	-1.14892	0.0340437	1			False	False	True
23240	TMEM131L	Tmem131l	229473	-0.330599	-0.330599	0.0350364	1	fracture		False	True	True
23241	PACS2	Pacs2	217893	-0.548193	-0.548193	1.20376e-05	1			False	False	True
23253	ANKRD12	Ankrd12	106585	0.239274	0.239274	0.0372301	1			False	False	True
23264	ZC3H7B	Zc3h7b	20286	-0.561982	-0.561982	0.00086882	1			False	False	True
23271	CAMSAP2	Camsap2	67886	-0.641932	-0.641932	0.00021389	1			False	False	True
23275	POFUT2	Pofut2	80294	-0.2842	-0.2842	0.0401815	1			False	False	True
23277	CLUH	Cluh	74148	-0.444307	-0.444307	0.0126623	1			False	False	True
23279	NUP160	Nup160	59015	-0.320034	-0.320034	0.0105919	1	fracture		False	True	True
23293	SMG6	Smg6	103677	-0.390934	-0.390934	0.00411068	1	BMD|fracture		True	True	True
23299	BICD2	Bicd2	76895	-0.368515	-0.368515	0.00197754	1			False	False	True
23306	NEMP1	1700012D01Rik|Nemp1	210035	-0.593998	-0.593998	1.97091e-05	1			False	False	True
23310	NCAPD3	Ncapd3	78658	-0.504607	-0.504607	2.5198e-05	1			False	False	True
23315	SLC9A8	Slc9a8	77031	-0.438037	-0.438037	0.00145095	1			False	False	True
23321	TRIM2	Trim2	80890	-0.557687	-0.557687	0.0457889	1			False	False	True
23324	MAN2B2	Man2b2	17160	-0.657351	-0.657351	0.0041551	1			False	False	True
23325	WASHC4	Washc4	319277	0.35451	0.35451	0.00193249	1			False	False	True
23326	USP22	Usp22	216825	-0.527612	-0.527612	0.0135434	1			False	False	True
23334	SZT2	Szt2	230676	-0.535932	-0.535932	0.00266108	1			False	False	True
2334	AFF2	Aff2	14266	0.474065	0.474065	0.0445443	1			False	False	True
23341	DNAJC16	Dnajc16	214063	-0.534794	-0.534794	0.0423646	1			False	False	True
23352	UBR4	Ubr4	69116	-0.471865	-0.471865	0.0106412	1			False	False	True
23353	SUN1	Sun1	77053	-0.47662	-0.47662	0.0003227	1	BMD		False	True	True
23354	HAUS5	Haus5	71909	-0.421125	-0.421125	0.0164118	1			False	False	True
23361	ZNF629	Zfp629	320683	-0.579007	-0.579007	0.00895529	1			False	False	True
23365	ARHGEF12	Arhgef12	69632	-0.750901	-0.750901	2.232e-06	1			False	False	True
23367	LARP1	Larp1	73158	-0.479211	-0.479211	0.0132073	1	BMD		False	True	True
23368	PPP1R13B	Ppp1r13b	21981	-0.309245	-0.309245	0.0444929	1			False	False	True
23371	TNS2	Tns2	209039	-1.23108	-1.23108	0.0188952	1			False	False	True
23381	SMG5	Smg5	229512	-0.349325	-0.349325	0.0096817	1			False	False	True
23383	MAU2	Mau2	74549	-0.288348	-0.288348	4.22157e-05	1			False	False	True
23385	NCSTN	Ncstn	59287	-0.349903	-0.349903	0.0369878	1			False	False	True
23389	MED13L	Med13l	76199	-0.540678	-0.540678	0.000118337	1	BMD|osteoporosis		False	True	True
23394	ADNP	Adnp	11538	-0.777814	-0.777814	0.000222629	1			False	False	True
23395	LARS2	Lars2	102436	-1.02287	-1.02287	0.0189659	1			False	False	True
23396	PIP5K1C	Pip5k1c	18717	-0.406803	-0.406803	0.0425942	1			False	False	True
23397	NCAPH	Ncaph	215387	-0.702707	-0.702707	7.07196e-09	1			False	False	True
23400	ATP13A2	Atp13a2	74772	-1.10026	-1.10026	1.93659e-10	1			False	False	True
23403	FBXO46	Fbxo46	243867	-0.374337	-0.374337	0.0467546	1			False	False	True
23412	COMMD3	Commd3	12238	0.352481	0.352481	0.0156058	1			False	False	True
23423	TMED3	Tmed3	66111	0.415084	0.415084	0.000128163	1			False	False	True
23429	RYBP	Rybp|Rybp-ps	56353	0.341865	0.341865	0.00613388	1	BMD		False	True	True
23446	SLC44A1	Slc44a1	100434	-0.275356	-0.275356	0.00421775	1			False	False	True
23450	SF3B3	Sf3b3	101943	-0.328515	-0.328515	0.00572611	1			False	False	True
23456	ABCB10	Abcb10	56199	-0.925405	-0.925405	1.41719e-12	1			False	False	True
23457	ABCB9	Abcb9	56325	-0.763522	-0.763522	1.48678e-06	1			False	False	True
23463	ICMT	Icmt	57295	-0.465878	-0.465878	0.00227704	1			False	False	True
23466	CBX6	Cbx6	494448	-0.941858	-0.941858	1.21119e-11	1			False	False	True
23468	CBX5	Cbx5	12419	-0.422087	-0.422087	0.000146671	1			False	False	True
23476	BRD4	Brd4	57261	-0.642506	-0.642506	0.00682371	1			False	False	True
23478	SEC11A	Sec11a	56529	0.371486	0.371486	0.00776711	1			False	False	True
23484	LEPROTL1	Leprotl1	68192	0.299981	0.299981	0.0217606	1			False	False	True
23505	TMEM131	Tmem131	56030	-0.690263	-0.690263	7.37563e-06	1			False	False	True
23509	POFUT1	Pofut1	140484	-0.42471	-0.42471	0.000266364	1	BMD		False	True	True
23511	NUP188	Nup188	227699	-0.68579	-0.68579	2.78967e-05	1			False	False	True
23513	SCRIB	Scrib	105782	-0.7526	-0.7526	1.37131e-05	1	BMD		False	True	True
23518	R3HDM1	R3hdm1	226412	-0.321104	-0.321104	0.0374034	1			False	False	True
23523	CABIN1	Cabin1	104248	-0.439454	-0.439454	0.00175744	1	BMD		False	True	True
23524	SRRM2	Srrm2	75956	-0.407972	-0.407972	0.0442919	1			False	False	True
23527	ACAP2	Acap2	78618	0.318891	0.318891	0.00127855	1			False	False	True
2353	FOS	Fos	14281	1.33562	1.33562	0.0152497	1	BMD|fracture		False	True	True
23531	MMD	Mmd	67468	0.290849	0.290849	0.0194006	1			False	False	True
23541	SEC14L2	Sec14l2	67815	-0.55853	-0.55853	0.0138928	1			False	False	True
23547	LILRA4	Pira6|Pira13	100041146	0.497463	0.39919525	0.00760424	4			False	False	True
23556	PIGN	Pign	27392	0.323516	0.323516	0.0377275	1	BMD		False	True	True
23558	WBP2	Wbp2	22378	-0.816289	-0.816289	8.02716e-05	1			False	False	True
2356	FPGS	Fpgs	14287	-0.49876	-0.49876	0.0149861	1			False	False	True
23560	GTPBP4	Gtpbp4	69237	0.315757	0.315757	0.00738138	1			False	False	True
23564	DDAH2	Ddah2	51793	-0.601208	-0.601208	0.0212113	1			False	False	True
2357	FPR1	Fpr1	14293	0.454705	0.454705	7.44982e-06	1			False	False	True
2358	FPR2	Fpr2	14289	0.368191	0.368191	0.000281133	1			False	False	True
23580	CDC42EP4	Cdc42ep4	56699	-0.596489	-0.596489	1.38341e-05	1			False	False	True
23585	TMEM50A	Tmem50a	71817	0.402089	0.402089	4.99735e-05	1			False	False	True
23589	CARHSP1	Carhsp1	52502	-0.427602	-0.427602	0.000171412	1			False	False	True
23592	LEMD3	Lemd3	380664	-0.25302	-0.25302	0.0314051	1	BMD		False	True	True
23597	ACOT9	Acot9	56360	0.424209	0.424209	7.89579e-05	1			False	False	True
23601	CLEC5A	Clec5a	23845	0.457345	0.457345	0.0100929	1			False	False	True
23604	DAPK2	Dapk2	13143	-0.542526	-0.542526	0.000256323	1	osteoporosis		False	True	True
23613	ZMYND8	Zmynd8	228880	-0.363948	-0.363948	0.0232384	1			False	False	True
23616	SH3BP1	Sh3bp1	20401	-0.614753	-0.614753	0.0369764	1			False	False	True
23633	KPNA6	Kpna6	16650	-0.437677	-0.437677	0.0020385	1			False	False	True
23636	NUP62	Nup62	18226	-0.34085	-0.34085	0.0224863	1			False	False	True
23644	EDC4	Edc4	234699	-0.521211	-0.521211	0.00760424	1			False	False	True
23645	PPP1R15A	Ppp1r15a	17872	-0.643197	-0.643197	0.000306372	1			False	False	True
23646	PLD3	Pld3	18807	-0.461012	-0.461012	0.00797444	1			False	False	True
23648	SSBP3	Ssbp3	72475	-0.54772	-0.54772	0.00113127	1			False	False	True
23649	POLA2	Pola2	18969	-0.530297	-0.530297	7.31433e-05	1			False	False	True
23654	PLXNB2	Plxnb2	140570	-0.84314	-0.84314	0.00286135	1			False	False	True
23657	SLC7A11	Slc7a11	26570	1.24044	1.24044	3.37476e-06	1			False	False	True
23658	LSM5	Lsm5	66373	0.469441	0.469441	0.00115994	1			False	False	True
23683	PRKD3	Prkd3	75292	0.350258	0.350258	6.31076e-05	1	fracture		False	True	True
23753	SDF2L1	Sdf2l1	64136	0.537623	0.537623	0.00136263	1			False	False	True
23760	PITPNB	Pitpnb	56305	0.184312	0.184312	0.0220284	1	BMD		False	True	True
23774	BRD1	Brd1	223770	-0.330113	-0.330113	0.0133605	1			False	False	True
23780	APOL2	Apol10a	245282	-0.970842	-0.918824	0.0115916	2			False	False	True
23788	MTCH2	Mtch2	56428	0.269627	0.269627	0.0407587	1			False	False	True
241	ALOX5AP	Alox5ap	11690	0.516104	0.516104	6.01327e-06	1			False	False	True
24137	KIF4A	Kif4	16571	-0.535867	-0.535867	2.45645e-08	1			False	False	True
24142	NAA80	Naa80	56441	-0.744844	-0.744844	0.000682985	1			False	False	True
24146	CLDN15	Cldn15	60363	0.451057	0.451057	0.000483696	1			False	False	True
245802	MS4A6E	Ms4a6d	68774	0.536926	0.4580823333333333	0.0166777	3	BMD		False	True	True
246721	POLR2J2	Polr2j	20022	0.387318	0.387318	0.00809173	1			False	False	True
2475	MTOR	Mtor	56717	-0.711158	-0.711158	5.27363e-05	1	BMD|fracture		False	True	True
249	ALPL	Alpl	11647	-1.1417	-1.1417	0.00178821	1	BMD|fracture	Fracture	False	True	True
2512	FTL	Ftl1	14325	0.328266	0.328266	0.0121025	1			False	False	True
2521	FUS	Fus	233908	-0.418815	-0.418815	0.0203269	1			False	False	True
252839	TMEM9	Tmem9	66241	-0.432931	-0.432931	0.0249197	1			False	False	True
252983	STXBP4	Stxbp4	20913	-0.71153	-0.71153	0.000989432	1			False	False	True
253012	HEPACAM2	Hepacam2	101202	0.892723	0.892723	0.0144617	1			False	False	True
2532	ACKR1	Ackr1	13349	-1.07245	-1.07245	7.47549e-11	1			False	False	True
253461	ZBTB38	Zbtb38	245007	0.222576	0.222576	0.0346283	1			False	False	True
253782	CERS6	Cers6	241447	0.373181	0.373181	0.0314051	1			False	False	True
253832	ZDHHC20	Zdhhc20	75965	0.424998	0.424998	0.00252745	1			False	False	True
253943	YTHDF3	Ythdf3	229096	0.229423	0.229423	0.0494656	1			False	False	True
254102	EHBP1L1	Ehbp1l1	114601	-0.66188	-0.66188	4.39386e-07	1	BMD		False	True	True
254122	SNX32	Snx32	225861	-0.506515	-0.506515	0.0117122	1			False	False	True
254359	ZDHHC24	Zdhhc24	70605	-0.75036	-0.75036	1.349e-07	1			False	False	True
254427	PROSER2	Proser2	227545	-0.76789	-0.76789	0.0355577	1			False	False	True
254531	LPCAT4	Lpcat4	99010	-0.509424	-0.509424	0.0164644	1			False	False	True
2548	GAA	Gaa	14387	-0.638242	-0.638242	0.0122193	1			False	False	True
2549	GAB1	Gab1	14388	-0.637148	-0.637148	0.00112223	1			False	False	True
255043	TMEM86B	Tmem86b	68255	-0.779907	-0.779907	2.25178e-09	1			False	False	True
255394	TCP11L2	Tcp11l2	216198	-0.54341	-0.54341	0.00542349	1			False	False	True
255488	RNF144B	Rnf144b	218215	0.36033	0.36033	0.00595401	1	osteoporosis		False	True	True
255649		Oosp1	170834	1.11935	1.11935	0.00205247	1			False	False	False
255758	DYNLT2B	Dynlt2b	66061	0.369693	0.369693	0.0306139	1			False	False	True
255783	INAFM1	Inafm1	66300	-0.415898	-0.415898	0.0118503	1			False	False	True
255809	C19orf38	AB124611	382062	0.343753	0.343753	0.00565859	1			False	False	True
255928	SYT14	Syt14	329324	-0.755734	-0.755734	0.00285476	1			False	False	True
256302	NATD1	Natd1	24083	-1.01477	-1.01477	1.03956e-10	1			False	False	True
256364	EML3	Eml3	225898	-0.53889	-0.53889	3.48314e-05	1			False	False	True
256987	SERINC5	Serinc5	218442	-0.55951	-0.55951	2.06836e-05	1			False	False	True
257068	PLCXD2	Plcxd2	433022	0.50964	0.50964	0.00291005	1			False	False	True
25759	SHC2	Shc2	216148	-1.41371	-1.41371	0.035869	1			False	False	True
25776	CBY1	Cby1	73739	0.319824	0.319824	0.0435742	1	BMD|fracture		False	True	True
25792	CIZ1	Ciz1	68379	-0.351595	-0.351595	0.0442919	1			False	False	True
25793	FBXO7	Fbxo7	69754	-0.591121	-0.591121	6.31544e-06	1			False	False	True
25801	GCA	Gca	227960	0.365919	0.365919	0.0198104	1			False	False	True
25816	TNFAIP8	Tnfaip8	106869	0.34763	0.34763	0.000105472	1			False	False	True
25824	PRDX5	Prdx5	54683	0.431378	0.431378	0.00048494	1			False	False	True
25829	TMEM184B	Tmem184b	223693	-0.824894	-0.824894	0.00410689	1			False	False	True
25840	METTL7A	Mettl7a1	70152	-0.304038	-0.304038	0.0434212	1			False	False	True
25841	ABTB2	Abtb2	99382	-0.538829	-0.538829	0.0191856	1	BMD		False	True	True
25847	ANAPC13	Anapc13	69010	0.353851	0.353851	0.00326327	1			False	False	True
25862	USP49	Usp49	224836	-0.783119	-0.783119	3.08689e-06	1			False	False	True
25873	RPL36	Rpl36	54217	0.44609	0.44609	0.00980509	1			False	False	True
25876	SPEF1	Spef1	70997	-0.71769	-0.71769	0.00214123	1			False	False	True
25879	DCAF13	Dcaf13	223499	0.299877	0.299877	0.00643399	1			False	False	True
25890	ABI3BP	Abi3bp	320712	-1.15877	-1.15877	0.0220644	1			False	False	True
25893	TRIM58	Trim58	216781	-0.903722	-0.903722	9.60238e-06	1			False	False	True
