assay,gene,symbol,organism,taxonomy,log2fc,adj_p,osd,tissue,entrez
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-666-c82351edcee1ddd508c2e56d39337eaf,http://www.ncbi.nlm.nih.gov/gene/12606,Cebpa,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.07133,0.00743506,OSD-666,quadriceps femoris,12606
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-666-c82351edcee1ddd508c2e56d39337eaf,http://www.ncbi.nlm.nih.gov/gene/12609,Cebpd,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,2.04928,2.07291e-13,OSD-666,quadriceps femoris,12609
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/12609,Cebpd,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,2.02211,1.2351e-17,OSD-770,soleus,12609
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-665-a4167284b0876ec8d3daba0d0e4a567f,http://www.ncbi.nlm.nih.gov/gene/12609,Cebpd,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.58499,5.54806e-10,OSD-665,EDL,12609
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,http://www.ncbi.nlm.nih.gov/gene/12609,Cebpd,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.24588,1.10635e-15,OSD-104,soleus,12609
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,http://www.ncbi.nlm.nih.gov/gene/12609,Cebpd,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.81203,8.86795e-10,OSD-576,tibialis anterior,12609
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/12652,Chga,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,3.52668,0.0232597,OSD-770,soleus,12652
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/12659,Ovgp1,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.42988,1.66389e-06,OSD-770,soleus,12659
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-105-cfde96b31f3c39139e213c293fde11e0,http://www.ncbi.nlm.nih.gov/gene/12671,Chrm3,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.30092,0.0177518,OSD-105,tibialis anterior,12671
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/12683,Cidea,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.14261,1.60216e-07,OSD-770,soleus,12683
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,http://www.ncbi.nlm.nih.gov/gene/12683,Cidea,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.23556,0.0173211,OSD-576,tibialis anterior,12683
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-665-a4167284b0876ec8d3daba0d0e4a567f,http://www.ncbi.nlm.nih.gov/gene/12683,Cidea,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.04692,0.000733788,OSD-665,EDL,12683
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,http://www.ncbi.nlm.nih.gov/gene/12696,Cirbp,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.06097,2.44971e-09,OSD-576,tibialis anterior,12696
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-665-a4167284b0876ec8d3daba0d0e4a567f,http://www.ncbi.nlm.nih.gov/gene/12696,Cirbp,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.11958,3.01479e-20,OSD-665,EDL,12696
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-666-c82351edcee1ddd508c2e56d39337eaf,http://www.ncbi.nlm.nih.gov/gene/12696,Cirbp,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.12305,1.97461e-10,OSD-666,quadriceps femoris,12696
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-666-c82351edcee1ddd508c2e56d39337eaf,http://www.ncbi.nlm.nih.gov/gene/12703,Socs1,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.85734,0.00685563,OSD-666,quadriceps femoris,12703
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,http://www.ncbi.nlm.nih.gov/gene/12705,Cited1,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-2.40091,3.85694e-07,OSD-104,soleus,12705
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-690-d89cbb20c4b7855f3f955e4adbb6515d,http://www.ncbi.nlm.nih.gov/gene/12715,Ckm,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-2.24434,9.27692e-05,OSD-690,bone marrow,12715
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,http://www.ncbi.nlm.nih.gov/gene/12716,Ckmt1,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,2.88706,0.00300545,OSD-104,soleus,12716
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,http://www.ncbi.nlm.nih.gov/gene/12722,Clca3a1,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.02024,0.0382849,OSD-104,soleus,12722
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,http://www.ncbi.nlm.nih.gov/gene/12733,Clcnka,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,3.99799,0.00594381,OSD-104,soleus,12733
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-665-a4167284b0876ec8d3daba0d0e4a567f,http://www.ncbi.nlm.nih.gov/gene/12741,Cldn5,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.12287,7.78744e-10,OSD-665,EDL,12741
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/12741,Cldn5,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.44848,6.07688e-09,OSD-770,soleus,12741
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-666-c82351edcee1ddd508c2e56d39337eaf,http://www.ncbi.nlm.nih.gov/gene/12765,Cxcr2,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-2.3965,0.00621587,OSD-666,quadriceps femoris,12765
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-665-a4167284b0876ec8d3daba0d0e4a567f,http://www.ncbi.nlm.nih.gov/gene/12765,Cxcr2,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-2.3629,0.00264797,OSD-665,EDL,12765
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/12765,Cxcr2,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.41199,0.0454249,OSD-770,soleus,12765
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,http://www.ncbi.nlm.nih.gov/gene/12765,Cxcr2,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-3.10587,0.000435253,OSD-576,tibialis anterior,12765
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-105-cfde96b31f3c39139e213c293fde11e0,http://www.ncbi.nlm.nih.gov/gene/12768,Ccr1,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.10044,0.0461002,OSD-105,tibialis anterior,12768
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-99-69f6c3ba8382c8668e921659326759d7,http://www.ncbi.nlm.nih.gov/gene/12768,Ccr1,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.17701,0.00951098,OSD-99,EDL,12768
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-665-a4167284b0876ec8d3daba0d0e4a567f,http://www.ncbi.nlm.nih.gov/gene/12774,Ccr5,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-2.03023,0.000281102,OSD-665,EDL,12774
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-666-c82351edcee1ddd508c2e56d39337eaf,http://www.ncbi.nlm.nih.gov/gene/12790,Cnga3,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.29613,0.000167169,OSD-666,quadriceps femoris,12790
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/12790,Cnga3,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.0336,0.0017419,OSD-770,soleus,12790
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,http://www.ncbi.nlm.nih.gov/gene/12795,Plk3,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.45165,4.07267e-08,OSD-104,soleus,12795
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-101-315b0669c5d09d5618b4b25934569250,http://www.ncbi.nlm.nih.gov/gene/12795,Plk3,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.16172,0.0339256,OSD-101,gastrocnemius,12795
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-665-a4167284b0876ec8d3daba0d0e4a567f,http://www.ncbi.nlm.nih.gov/gene/12795,Plk3,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.19333,0.00216984,OSD-665,EDL,12795
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/12795,Plk3,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.5244,0.000423249,OSD-770,soleus,12795
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,http://www.ncbi.nlm.nih.gov/gene/12795,Plk3,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-2.12322,0.000822104,OSD-576,tibialis anterior,12795
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-666-c82351edcee1ddd508c2e56d39337eaf,http://www.ncbi.nlm.nih.gov/gene/12801,Cnr1,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.03729,0.00125523,OSD-666,quadriceps femoris,12801
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,http://www.ncbi.nlm.nih.gov/gene/12804,Cntfr,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,2.52196,1.72895e-68,OSD-104,soleus,12804
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,http://www.ncbi.nlm.nih.gov/gene/12804,Cntfr,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.83639,0.000587985,OSD-576,tibialis anterior,12804
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-665-a4167284b0876ec8d3daba0d0e4a567f,http://www.ncbi.nlm.nih.gov/gene/12804,Cntfr,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-2.29709,3.51991e-16,OSD-665,EDL,12804
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-666-c82351edcee1ddd508c2e56d39337eaf,http://www.ncbi.nlm.nih.gov/gene/12804,Cntfr,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.01455,0.00283219,OSD-666,quadriceps femoris,12804
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-105-cfde96b31f3c39139e213c293fde11e0,http://www.ncbi.nlm.nih.gov/gene/12804,Cntfr,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.05888,0.00286485,OSD-105,tibialis anterior,12804
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,http://www.ncbi.nlm.nih.gov/gene/12805,Cntn1,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.31771,0.0364028,OSD-576,tibialis anterior,12805
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/12805,Cntn1,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,2.53793,0.0009553,OSD-770,soleus,12805
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,http://www.ncbi.nlm.nih.gov/gene/12821,Col17a1,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,3.53786,0.00238237,OSD-104,soleus,12821
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-666-c82351edcee1ddd508c2e56d39337eaf,http://www.ncbi.nlm.nih.gov/gene/12825,Col3a1,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.13551,0.000153892,OSD-666,quadriceps femoris,12825
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/12829,Col4a4,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.061,0.00137801,OSD-770,soleus,12829
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/12839,Col9a1,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,2.59858,0.000139084,OSD-770,soleus,12839
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-419-09b86865fee0ca01d066824227b7a93d,http://www.ncbi.nlm.nih.gov/gene/12842,Col1a1,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.3849,0.0228687,OSD-419,gastrocnemius,12842
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-690-f82a89dc82f2903149d2d11cbd6a130d,http://www.ncbi.nlm.nih.gov/gene/12890,Cplx2,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.16171,9.24969e-08,OSD-690,bone marrow,12890
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-666-c82351edcee1ddd508c2e56d39337eaf,http://www.ncbi.nlm.nih.gov/gene/128900018,S100a7a|Gm57853,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.18242,0.029096,OSD-666,quadriceps femoris,128900018
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,http://www.ncbi.nlm.nih.gov/gene/12916,Crem,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.58117,7.8769e-06,OSD-576,tibialis anterior,12916
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-666-c82351edcee1ddd508c2e56d39337eaf,http://www.ncbi.nlm.nih.gov/gene/12916,Crem,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.69897,8.71272e-07,OSD-666,quadriceps femoris,12916
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-665-a4167284b0876ec8d3daba0d0e4a567f,http://www.ncbi.nlm.nih.gov/gene/12916,Crem,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.70023,9.00043e-06,OSD-665,EDL,12916
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/12931,Crlf1,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.09321,0.00638624,OSD-770,soleus,12931
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-665-a4167284b0876ec8d3daba0d0e4a567f,http://www.ncbi.nlm.nih.gov/gene/12931,Crlf1,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.38613,5.52041e-07,OSD-665,EDL,12931
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-666-c82351edcee1ddd508c2e56d39337eaf,http://www.ncbi.nlm.nih.gov/gene/12931,Crlf1,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.45592,1.52571e-06,OSD-666,quadriceps femoris,12931
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-99-69f6c3ba8382c8668e921659326759d7,http://www.ncbi.nlm.nih.gov/gene/12933,Crmp1,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.13593,0.0426384,OSD-99,EDL,12933
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/12941,Pcdha5,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,3.63001,0.0359015,OSD-770,soleus,12941
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,http://www.ncbi.nlm.nih.gov/gene/12955,Cryab,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.07521,3.49972e-17,OSD-104,soleus,12955
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-665-a4167284b0876ec8d3daba0d0e4a567f,http://www.ncbi.nlm.nih.gov/gene/12960,Crybb1,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.38933,0.00390125,OSD-665,EDL,12960
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-99-69f6c3ba8382c8668e921659326759d7,http://www.ncbi.nlm.nih.gov/gene/12982,Csf2ra,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.01895,0.00269126,OSD-99,EDL,12982
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-666-c82351edcee1ddd508c2e56d39337eaf,http://www.ncbi.nlm.nih.gov/gene/12986,Csf3r,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.10197,0.0238666,OSD-666,quadriceps femoris,12986
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-666-c82351edcee1ddd508c2e56d39337eaf,http://www.ncbi.nlm.nih.gov/gene/13004,Ncan,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,2.90102,0.0211047,OSD-666,quadriceps femoris,13004
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/13009,Csrp3,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,2.00477,2.94123e-08,OSD-770,soleus,13009
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-665-a4167284b0876ec8d3daba0d0e4a567f,http://www.ncbi.nlm.nih.gov/gene/13009,Csrp3,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.11168,0.0338873,OSD-665,EDL,13009
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/13034,Ctse,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,2.07508,0.0054921,OSD-770,soleus,13034
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-666-c82351edcee1ddd508c2e56d39337eaf,http://www.ncbi.nlm.nih.gov/gene/13034,Ctse,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,2.09773,0.00626607,OSD-666,quadriceps femoris,13034
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,http://www.ncbi.nlm.nih.gov/gene/13038,Ctsk,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.11404,0.0151849,OSD-576,tibialis anterior,13038
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-105-cfde96b31f3c39139e213c293fde11e0,http://www.ncbi.nlm.nih.gov/gene/13052,Cxadr,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.18785,0.0326425,OSD-105,tibialis anterior,13052
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/13075,Cyp19a1,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,4.43135,0.00533287,OSD-770,soleus,13075
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/13078,Cyp1b1,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.07454,0.00366891,OSD-770,soleus,13078
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,http://www.ncbi.nlm.nih.gov/gene/13086,Cyp2a4,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,2.89753,0.00428673,OSD-104,soleus,13086
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-105-cfde96b31f3c39139e213c293fde11e0,http://www.ncbi.nlm.nih.gov/gene/13106,Cyp2e1,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.34736,0.0360993,OSD-105,tibialis anterior,13106
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/13106,Cyp2e1,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.75716,0.00211184,OSD-770,soleus,13106
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/13107,Cyp2f2,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.00857,0.0434157,OSD-770,soleus,13107
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/13112,Cyp3a11,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,2.23139,0.0452336,OSD-770,soleus,13112
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-666-c82351edcee1ddd508c2e56d39337eaf,http://www.ncbi.nlm.nih.gov/gene/13116,Cyp46a1,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,2.07421,0.00137772,OSD-666,quadriceps femoris,13116
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,http://www.ncbi.nlm.nih.gov/gene/13117,Cyp4a10,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,2.82642,0.00494777,OSD-104,soleus,13117
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/13131,Dab1,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.91348,0.00816651,OSD-770,soleus,13131
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/13164,Dazl,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.42104,0.00272677,OSD-770,soleus,13164
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/13166,Dbh,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,3.11153,0.0166801,OSD-770,soleus,13166
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-665-a4167284b0876ec8d3daba0d0e4a567f,http://www.ncbi.nlm.nih.gov/gene/13170,Dbp,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.35066,9.88891e-07,OSD-665,EDL,13170
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-419-09b86865fee0ca01d066824227b7a93d,http://www.ncbi.nlm.nih.gov/gene/13170,Dbp,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.98502,4.45597e-05,OSD-419,gastrocnemius,13170
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-101-315b0669c5d09d5618b4b25934569250,http://www.ncbi.nlm.nih.gov/gene/13170,Dbp,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.67408,0.000704037,OSD-101,gastrocnemius,13170
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/13170,Dbp,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.26807,0.000160211,OSD-770,soleus,13170
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-666-c82351edcee1ddd508c2e56d39337eaf,http://www.ncbi.nlm.nih.gov/gene/13170,Dbp,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.8203,5.57096e-11,OSD-666,quadriceps femoris,13170
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,http://www.ncbi.nlm.nih.gov/gene/13170,Dbp,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.70856,3.37582e-06,OSD-104,soleus,13170
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-105-cfde96b31f3c39139e213c293fde11e0,http://www.ncbi.nlm.nih.gov/gene/13170,Dbp,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-2.21074,1.38511e-16,OSD-105,tibialis anterior,13170
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-103-f007f036b41857967d769f4df2450e35,http://www.ncbi.nlm.nih.gov/gene/13170,Dbp,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-2.18226,1.06549e-09,OSD-103,quadriceps femoris,13170
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-99-69f6c3ba8382c8668e921659326759d7,http://www.ncbi.nlm.nih.gov/gene/13170,Dbp,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.79013,0.000412471,OSD-99,EDL,13170
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,http://www.ncbi.nlm.nih.gov/gene/13170,Dbp,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.98682,1.22189e-09,OSD-576,tibialis anterior,13170
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/13180,Pcbd1,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-2.11613,0.00131889,OSD-770,soleus,13180
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/13190,Dct,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.29823,0.000167665,OSD-770,soleus,13190
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,http://www.ncbi.nlm.nih.gov/gene/13190,Dct,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.53221,3.22745e-15,OSD-104,soleus,13190
