assay,gene,symbol,organism,taxonomy,log2fc,adj_p,osd,tissue,entrez
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-665-a4167284b0876ec8d3daba0d0e4a567f,http://www.ncbi.nlm.nih.gov/gene/69652,2310069B03Rik,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.97998,1.90747e-06,OSD-665,EDL,69652
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-666-c82351edcee1ddd508c2e56d39337eaf,http://www.ncbi.nlm.nih.gov/gene/69652,2310069B03Rik,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.1342,0.0188242,OSD-666,quadriceps femoris,69652
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,http://www.ncbi.nlm.nih.gov/gene/69655,Cd164l2,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.39981,0.00162598,OSD-576,tibialis anterior,69655
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-666-c82351edcee1ddd508c2e56d39337eaf,http://www.ncbi.nlm.nih.gov/gene/69681,Cdk3,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.39041,0.0493105,OSD-666,quadriceps femoris,69681
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,http://www.ncbi.nlm.nih.gov/gene/69693,Pof1b,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,2.53055,0.00230401,OSD-104,soleus,69693
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-690-d89cbb20c4b7855f3f955e4adbb6515d,http://www.ncbi.nlm.nih.gov/gene/69697,Camsap3,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.43009,0.00835331,OSD-690,bone marrow,69697
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-690-d89cbb20c4b7855f3f955e4adbb6515d,http://www.ncbi.nlm.nih.gov/gene/69698,Slc52a3,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.05478,0.0071964,OSD-690,bone marrow,69698
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,http://www.ncbi.nlm.nih.gov/gene/69787,Anxa13,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.90265,0.000341375,OSD-576,tibialis anterior,69787
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-666-c82351edcee1ddd508c2e56d39337eaf,http://www.ncbi.nlm.nih.gov/gene/69787,Anxa13,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,2.26941,2.74763e-05,OSD-666,quadriceps femoris,69787
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-665-a4167284b0876ec8d3daba0d0e4a567f,http://www.ncbi.nlm.nih.gov/gene/69787,Anxa13,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,2.36385,0.00148018,OSD-665,EDL,69787
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-690-f82a89dc82f2903149d2d11cbd6a130d,http://www.ncbi.nlm.nih.gov/gene/69857,1810053B23Rik,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.25058,0.021356,OSD-690,bone marrow,69857
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-690-d89cbb20c4b7855f3f955e4adbb6515d,http://www.ncbi.nlm.nih.gov/gene/69857,1810053B23Rik,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.08165,0.0312644,OSD-690,bone marrow,69857
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-665-a4167284b0876ec8d3daba0d0e4a567f,http://www.ncbi.nlm.nih.gov/gene/69861,2010003K11Rik,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-3.16175,0.010956,OSD-665,EDL,69861
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/69895,Snhg8,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.13995,6.99819e-06,OSD-770,soleus,69895
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-690-f82a89dc82f2903149d2d11cbd6a130d,http://www.ncbi.nlm.nih.gov/gene/69909,2610027K06Rik,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.23617,0.00473715,OSD-690,bone marrow,69909
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,http://www.ncbi.nlm.nih.gov/gene/69926,Dnah17,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.35708,0.0273556,OSD-104,soleus,69926
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-665-a4167284b0876ec8d3daba0d0e4a567f,http://www.ncbi.nlm.nih.gov/gene/69928,Cenps,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.47564,0.0366909,OSD-665,EDL,69928
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-666-c82351edcee1ddd508c2e56d39337eaf,http://www.ncbi.nlm.nih.gov/gene/69994,Rsc1a1,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.71821,5.72221e-15,OSD-666,quadriceps femoris,69994
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,http://www.ncbi.nlm.nih.gov/gene/69994,Rsc1a1,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.8624,6.2652e-09,OSD-576,tibialis anterior,69994
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-665-a4167284b0876ec8d3daba0d0e4a567f,http://www.ncbi.nlm.nih.gov/gene/69994,Rsc1a1,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.40321,4.94893e-23,OSD-665,EDL,69994
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/70004,1700028J19Rik,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,2.08546,0.0318908,OSD-770,soleus,70004
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/70024,Mcm10,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.30898,0.0398814,OSD-770,soleus,70024
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/70026,Tspo2,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,2.20516,0.0499006,OSD-770,soleus,70026
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/70031,Cmtm8,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.91839,2.08514e-09,OSD-770,soleus,70031
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-690-d89cbb20c4b7855f3f955e4adbb6515d,http://www.ncbi.nlm.nih.gov/gene/70218,Kif18b,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.01269,4.4127e-10,OSD-690,bone marrow,70218
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-690-f82a89dc82f2903149d2d11cbd6a130d,http://www.ncbi.nlm.nih.gov/gene/70240,Ufsp1,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.01289,1.76068e-08,OSD-690,bone marrow,70240
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/70335,Reep6,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.25839,4.16523e-07,OSD-770,soleus,70335
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-690-d89cbb20c4b7855f3f955e4adbb6515d,http://www.ncbi.nlm.nih.gov/gene/70335,Reep6,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.00702,0.00147127,OSD-690,bone marrow,70335
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,http://www.ncbi.nlm.nih.gov/gene/70335,Reep6,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.54869,4.19967e-31,OSD-104,soleus,70335
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-690-d89cbb20c4b7855f3f955e4adbb6515d,http://www.ncbi.nlm.nih.gov/gene/70355,Gprc5c,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.8591,0.00179726,OSD-690,bone marrow,70355
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-666-c82351edcee1ddd508c2e56d39337eaf,http://www.ncbi.nlm.nih.gov/gene/70355,Gprc5c,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.04718,4.19591e-07,OSD-666,quadriceps femoris,70355
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,http://www.ncbi.nlm.nih.gov/gene/70355,Gprc5c,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.10984,5.14913e-11,OSD-104,soleus,70355
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,http://www.ncbi.nlm.nih.gov/gene/70355,Gprc5c,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.02535,0.0327869,OSD-576,tibialis anterior,70355
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,http://www.ncbi.nlm.nih.gov/gene/70358,Steap1,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-2.18066,0.0289437,OSD-104,soleus,70358
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-666-c82351edcee1ddd508c2e56d39337eaf,http://www.ncbi.nlm.nih.gov/gene/70363,Fam135b,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,3.08305,0.000467528,OSD-666,quadriceps femoris,70363
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/70392,Asb12,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.58427,1.04614e-21,OSD-770,soleus,70392
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/70441,Mir124-2hg,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.89357,0.0309238,OSD-770,soleus,70441
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/70450,Unc13d,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-2.18226,3.41033e-08,OSD-770,soleus,70450
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,http://www.ncbi.nlm.nih.gov/gene/70450,Unc13d,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-3.72368,9.66816e-41,OSD-104,soleus,70450
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-99-69f6c3ba8382c8668e921659326759d7,http://www.ncbi.nlm.nih.gov/gene/70466,Ckap2l,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.75529,0.00914466,OSD-99,EDL,70466
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/70551,Tmtc4,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.02668,3.23538e-06,OSD-770,soleus,70551
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,http://www.ncbi.nlm.nih.gov/gene/70564,Prxl2a,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.01524,3.31891e-22,OSD-104,soleus,70564
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/70571,Tcerg1l,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,3.15348,0.0275853,OSD-770,soleus,70571
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-690-f82a89dc82f2903149d2d11cbd6a130d,http://www.ncbi.nlm.nih.gov/gene/70574,Cpm,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.09729,9.96151e-07,OSD-690,bone marrow,70574
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-666-c82351edcee1ddd508c2e56d39337eaf,http://www.ncbi.nlm.nih.gov/gene/70673,Prdm16,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.02519,0.00231314,OSD-666,quadriceps femoris,70673
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/70737,Cgn,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,2.35389,0.00227877,OSD-770,soleus,70737
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-665-a4167284b0876ec8d3daba0d0e4a567f,http://www.ncbi.nlm.nih.gov/gene/70737,Cgn,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.57288,0.0139169,OSD-665,EDL,70737
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-666-c82351edcee1ddd508c2e56d39337eaf,http://www.ncbi.nlm.nih.gov/gene/70757,Hacd2,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.12559,0.000663697,OSD-666,quadriceps femoris,70757
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,http://www.ncbi.nlm.nih.gov/gene/70762,Dclk2,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.1641,8.31444e-11,OSD-104,soleus,70762
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/70788,Klhl30,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.5984,1.54351e-07,OSD-770,soleus,70788
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,http://www.ncbi.nlm.nih.gov/gene/70807,Arrdc2,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.08347,0.0210043,OSD-576,tibialis anterior,70807
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,http://www.ncbi.nlm.nih.gov/gene/70807,Arrdc2,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,2.22183,1.22727e-41,OSD-104,soleus,70807
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,http://www.ncbi.nlm.nih.gov/gene/70810,Krt25,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,8.35045,0.0251392,OSD-104,soleus,70810
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/70821,4921507P07Rik,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.64208,4.78846e-05,OSD-770,soleus,70821
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/70827,Trak2,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.11375,7.97993e-17,OSD-770,soleus,70827
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,http://www.ncbi.nlm.nih.gov/gene/70843,Krt28,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,4.22898,0.0142268,OSD-104,soleus,70843
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,http://www.ncbi.nlm.nih.gov/gene/70882,Armc3,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,2.27421,0.0034913,OSD-104,soleus,70882
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/70882,Armc3,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.93509,0.0197763,OSD-770,soleus,70882
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-665-a4167284b0876ec8d3daba0d0e4a567f,http://www.ncbi.nlm.nih.gov/gene/70884,Ccdc81,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.33418,0.0204181,OSD-665,EDL,70884
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-665-a4167284b0876ec8d3daba0d0e4a567f,http://www.ncbi.nlm.nih.gov/gene/70897,Garin2,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-2.09794,0.000443767,OSD-665,EDL,70897
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,http://www.ncbi.nlm.nih.gov/gene/70897,Garin2,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-3.43342,0.00649023,OSD-576,tibialis anterior,70897
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/70967,Eva1c,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.11425,0.0340143,OSD-770,soleus,70967
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/71007,D7Ertd443e,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,3.28342,0.00225564,OSD-770,soleus,71007
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-665-a4167284b0876ec8d3daba0d0e4a567f,http://www.ncbi.nlm.nih.gov/gene/71037,Prss55,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.05662,7.97678e-06,OSD-665,EDL,71037
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-666-c82351edcee1ddd508c2e56d39337eaf,http://www.ncbi.nlm.nih.gov/gene/71045,4933406I18Rik,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.06322,0.0340275,OSD-666,quadriceps femoris,71045
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-690-d89cbb20c4b7855f3f955e4adbb6515d,http://www.ncbi.nlm.nih.gov/gene/71045,4933406I18Rik,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.04506,0.000639419,OSD-690,bone marrow,71045
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/71088,4933412E24Rik,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,3.55619,0.0314924,OSD-770,soleus,71088
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/71089,Septin12,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,2.83917,0.0288358,OSD-770,soleus,71089
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/71090,4933411G06Rik,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,3.46383,0.00831192,OSD-770,soleus,71090
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/71091,Cdkl1,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.73335,4.80074e-09,OSD-770,soleus,71091
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,http://www.ncbi.nlm.nih.gov/gene/71091,Cdkl1,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-2.47061,3.42778e-42,OSD-104,soleus,71091
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/71093,Atoh8,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.22239,0.00263012,OSD-770,soleus,71093
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-665-a4167284b0876ec8d3daba0d0e4a567f,http://www.ncbi.nlm.nih.gov/gene/71130,Sh2d6,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.18682,0.000337849,OSD-665,EDL,71130
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,http://www.ncbi.nlm.nih.gov/gene/71130,Sh2d6,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.42408,0.00432636,OSD-576,tibialis anterior,71130
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/71130,Sh2d6,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,2.12252,0.000161969,OSD-770,soleus,71130
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-99-69f6c3ba8382c8668e921659326759d7,http://www.ncbi.nlm.nih.gov/gene/71130,Sh2d6,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.39743,0.0395545,OSD-99,EDL,71130
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-666-c82351edcee1ddd508c2e56d39337eaf,http://www.ncbi.nlm.nih.gov/gene/71132,Cabyr,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.56769,0.0283874,OSD-666,quadriceps femoris,71132
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-690-d89cbb20c4b7855f3f955e4adbb6515d,http://www.ncbi.nlm.nih.gov/gene/71145,Scara5,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.37682,0.000204858,OSD-690,bone marrow,71145
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-326-0fc1dbed094071ca1f2f41bddd0ac5a7,http://www.ncbi.nlm.nih.gov/gene/71146,Golga7b,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.37326,0.000311468,OSD-326,quadriceps femoris,71146
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/71162,4933421I07Rik,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,3.1121,0.00944421,OSD-770,soleus,71162
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,http://www.ncbi.nlm.nih.gov/gene/71166,4933424G06Rik,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.55769,0.00602215,OSD-104,soleus,71166
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/71166,4933424G06Rik,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.71261,1.11894e-06,OSD-770,soleus,71166
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-665-a4167284b0876ec8d3daba0d0e4a567f,http://www.ncbi.nlm.nih.gov/gene/71166,4933424G06Rik,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.09954,0.0227002,OSD-665,EDL,71166
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,http://www.ncbi.nlm.nih.gov/gene/71198,Otud1,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-3.04724,1.06324e-10,OSD-576,tibialis anterior,71198
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-665-a4167284b0876ec8d3daba0d0e4a567f,http://www.ncbi.nlm.nih.gov/gene/71198,Otud1,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-2.34903,6.28542e-09,OSD-665,EDL,71198
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-105-cfde96b31f3c39139e213c293fde11e0,http://www.ncbi.nlm.nih.gov/gene/71198,Otud1,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.72644,6.2573e-06,OSD-105,tibialis anterior,71198
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,http://www.ncbi.nlm.nih.gov/gene/71198,Otud1,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-2.02507,2.86775e-09,OSD-104,soleus,71198
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/71198,Otud1,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,2.93084,8.2576e-24,OSD-770,soleus,71198
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-99-69f6c3ba8382c8668e921659326759d7,http://www.ncbi.nlm.nih.gov/gene/71198,Otud1,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.72876,3.23847e-07,OSD-99,EDL,71198
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-666-c82351edcee1ddd508c2e56d39337eaf,http://www.ncbi.nlm.nih.gov/gene/71206,Katnal2,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.80493,0.000266818,OSD-666,quadriceps femoris,71206
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/71207,Nudt4,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.03468,1.41619e-07,OSD-770,soleus,71207
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/71213,Cage1,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.46418,1.59983e-08,OSD-770,soleus,71213
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-665-a4167284b0876ec8d3daba0d0e4a567f,http://www.ncbi.nlm.nih.gov/gene/71226,4933433G19Rik,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.5849,0.0469405,OSD-665,EDL,71226
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/71228,Dlg5,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.09309,3.98968e-05,OSD-770,soleus,71228
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/71270,4933438K21Rik,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.81317,0.044108,OSD-770,soleus,71270
