hEntrez	humanSymbol	symbol	l2fc_WT	p_WT	digcfde_bonecat	rdkg_pheno	osteoarthritis	bone_loss_gene	l2fc_KO	p_KO	nTissues	specificity	bone_role	sig_WT	sig_KO	n_arms	direction	maxabs	both_samedir	nrf2_dependent	bone_evidence	priority	tier
2036	EPB41L1	Epb41l1	-0.932066	0.0196687			False	False						True	False	1	↓	0.932066		False	none	16.2	C
2037	EPB41L2	Epb41l2	-0.37789	0.0309997	BMD		False	True						True	False	1	↓	0.37789		False	gwas_bmd	20.5	C
2038	EPB42	Epb42	-0.803643	7.55818e-07			False	False	-0.773145	2.24559e-06				True	True	2	↓	0.803643	True	False	none	30.4	C
2039	DMTN	Dmtn	-1.03247	7.56438e-11			False	False	-0.976669	6.14505e-10	5.0	systemic		True	True	2	↓	1.03247	True	False	none	31.9	C
204	AK2	Ak2	0.283803	0.00215457			False	False	0.255073	0.00687188				True	True	2	↑	0.283803	True	False	none	26.9	C
2040	STOM	Stom	-0.430657	0.00170267			False	False	-0.641043	9.69e-07				True	True	2	↓	0.641043	True	False	none	29.3	C
2043	EPHA4	Epha4			osteoporosis		False	True	-1.37067	0.0476907				False	True	1	↓	1.37067		True	gwas_strong	42.1	B
204851	HIPK1	Hipk1					False	False	-0.326199	0.0202338				False	True	1	↓	0.326199		False	none	12.2	C
205251	MTLN	Mtln	0.450858	0.0482553			False	False	0.446097	0.0406018				True	True	2	↑	0.450858	True	False	none	28.0	C
2054	STX2	Stx2	-0.494997	2.3355e-06			False	False	-0.456901	1.52597e-05				True	True	2	↓	0.494997	True	False	none	28.3	C
205428	DIPK2A	Dipk2a			BMD		False	True	-0.372834	0.0173573				False	True	1	↓	0.372834		True	gwas_bmd	28.5	C
2055	CLN8	Cln8					False	False	-0.46699	0.0400244				False	True	1	↓	0.46699		False	none	13.1	C
2057	EPOR	Epor	-0.651209	0.000102494	BMD		False	True	-0.953992	3.04157e-09				True	True	2	↓	0.953992	True	False	gwas_bmd	39.4	C
2068	ERCC2	Ercc2			BMD|fracture		False	True	-0.536592	0.0433546				False	True	1	↓	0.536592		True	gwas_strong	36.6	B
207	AKT1	Akt1	0.277341	0.0104572	BMD|fracture		False	True						True	False	1	↑	0.277341		False	gwas_strong	26.8	B
2074	ERCC6	Ercc6	-0.447988	0.0219138			False	False						True	False	1	↓	0.447988		False	none	13.0	C
2077	ERF	Erf					False	False	-1.17074	1.94349e-08				False	True	1	↓	1.17074		False	none	17.8	C
2079	ERH	Erh					False	False	0.372272	0.027749				False	True	1	↑	0.372272		False	none	12.5	C
208	AKT2	Akt2	0.260335	0.0108607			False	False						True	False	1	↑	0.260335		False	none	11.7	C
2098	ESD	Esd	0.316536	0.0159707			False	False	0.368862	0.003735				True	True	2	↑	0.368862	True	False	none	27.5	C
2099	ESR1	Esr1	-0.392927	0.0389424	BMD|fracture|osteoporosis		False	True						True	False	1	↓	0.392927		False	gwas_strong	27.6	B
21	ABCA3	Abca3	-0.447314	0.00342653			False	False	-0.628904	2.05861e-05				True	True	2	↓	0.628904	True	False	none	29.2	C
210	ALAD	Alad	-0.657417	0.00023209			False	False	-0.760592	1.44149e-05				True	True	2	↓	0.760592	True	False	none	30.1	C
2107	ETF1	Etf1	0.293292	0.00831753			False	False	0.307892	0.00497825				True	True	2	↑	0.307892	True	False	none	27.1	C
2109	ETFB	Etfb	0.63187	0.000275197			False	False	0.511334	0.00411578				True	True	2	↑	0.63187	True	False	none	29.2	C
2123	EVI2A	Evi2a	0.512985	0.00012202			False	False	0.507337	0.000140094				True	True	2	↑	0.512985	True	False	none	28.4	C
2130	EWSR1	Ewsr1					False	False	-0.293088	0.0336847				False	True	1	↓	0.293088		False	none	12.0	C
2135	EXTL2	Extl2	0.468031	0.00233168			False	False	0.40765	0.0088684				True	True	2	↑	0.468031	True	False	none	28.1	C
2137	EXTL3	Extl3	-0.407932	0.00761052			False	False	-0.544624	0.000239548				True	True	2	↓	0.544624	True	False	none	28.6	C
2145	EZH1	Ezh1	-0.429185	8.47215e-05			False	False	-0.316662	0.00613268				True	True	2	↓	0.429185	True	False	none	27.9	C
2146	EZH2	Ezh2	-0.435836	7.20764e-06	BMD|fracture		False	True	-0.261382	0.0116554				True	True	2	↓	0.435836	True	False	gwas_strong	42.9	B
215	ABCD1	Abcd1					False	False	-0.648266	0.010106				False	True	1	↓	0.648266		False	none	14.3	C
2153	F5	F5	0.392574	0.00655807			False	False						True	False	1	↑	0.392574		False	none	12.6	C
2157	F8	F8	-0.868556	0.0083757			False	False						True	False	1	↓	0.868556		False	none	15.8	C
2159	F10	F10	0.336242	0.0478314			False	False	0.377267	0.0230502				True	True	2	↑	0.377267	True	False	none	27.5	C
2171	FABP5	Fabp5	0.554471	0.00156393			False	False	0.811728	1.33877e-06				True	True	2	↑	0.811728	True	False	none	30.4	C
2176	FANCC	Fancc					False	False	-0.292748	0.0204783				False	True	1	↓	0.292748		False	none	12.0	C
2177	FANCD2	Fancd2	-0.49438	0.00536722			False	False						True	False	1	↓	0.49438		False	none	13.3	C
2189	FANCG	Fancg					False	False	-0.377672	0.019955				False	True	1	↓	0.377672		False	none	12.5	C
2191	FAP	Fap	-1.00146	0.0425915			False	False			5.0	systemic		True	False	1	↓	1.00146		False	none	16.7	C
219348	PLAC9	Plac9					False	False	-1.05508	0.0440582				False	True	1	↓	1.05508		False	none	17.0	C
219402	MTIF3	Mtif3	0.490171	0.000537783			False	False	0.394196	0.0062876				True	True	2	↑	0.490171	True	False	none	28.3	C
219539	YPEL4	Ypel4	-0.976833	5.54597e-07			False	False	-0.769948	0.000120045				True	True	2	↓	0.976833	True	False	none	31.5	C
219541	MED19	Med19					False	False	-0.260555	0.012647				False	True	1	↓	0.260555		False	none	11.7	C
219654	ZCCHC24	Zcchc24			fracture		False	True	-0.44362	0.00240699				False	True	1	↓	0.44362		True	gwas_strong	36.0	B
219681	ARMC3	Armc3	0.740304	0.00705601			False	False	0.563718	0.0412462				True	True	2	↑	0.740304	True	False	none	29.9	C
2197	FAU	Fau	0.464915	0.0102964			False	False	0.391757	0.0352378				True	True	2	↑	0.464915	True	False	none	28.1	C
219743	TYSND1	Tysnd1					False	False	-0.702534	0.000513439				False	True	1	↓	0.702534		False	none	14.7	C
219899	TBCEL	Tbcel	-0.501337	0.00120815			False	False	-0.475787	0.00231518				True	True	2	↓	0.501337	True	False	none	28.3	C
219927	MRPL21	Mrpl21	0.376106	0.00795687			False	False	0.402705	0.00293736				True	True	2	↑	0.402705	True	False	none	27.7	C
220213	OTUD1	Otud1					False	False	-0.548479	0.00188565				False	True	1	↓	0.548479		False	none	13.7	C
2203	FBP1	Fbp1	0.785241	0.00451687			False	False						True	False	1	↑	0.785241		False	none	15.2	C
220359	TIGD3	Tigd3	-0.450675	0.0359999			False	False	-0.486395	0.0205328				True	True	2	↓	0.486395	True	False	none	28.2	C
2205	FCER1A	Fcer1a	0.405914	0.0338223			False	False	0.459904	0.0117243				True	True	2	↑	0.459904	True	False	none	28.1	C
2206	MS4A2	Ms4a2	0.536245	0.00307003			False	False	0.573449	0.00114632				True	True	2	↑	0.573449	True	False	none	28.8	C
2207	FCER1G	Fcer1g	0.401411	0.000898112	BMD|fracture		False	True						True	False	1	↑	0.401411		False	gwas_strong	27.7	B
220832	FABP5P3	Fabp5	0.554471	0.00156393			False	False	0.811728	1.33877e-06				True	True	2	↑	0.811728	True	False	none	30.4	C
220972	MARCHF8	Marchf8	-0.700569	9.44441e-07			False	False	-0.652946	5.85383e-06				True	True	2	↓	0.700569	True	False	none	29.7	C
221	ALDH3B1	Aldh3b1	0.663363	1.06404e-05			False	False						True	False	1	↑	0.663363		False	none	14.4	C
221035	REEP3	Reep3					False	False	0.283168	0.041523				False	True	1	↑	0.283168		False	none	11.9	C
221092	HNRNPUL2	Hnrnpul2					False	False	-0.474031	0.0010355				False	True	1	↓	0.474031		False	none	13.2	C
221143	EEF1AKMT1	Eef1akmt1	0.45068	0.00256793			False	False	0.512001	0.000212745				True	True	2	↑	0.512001	True	False	none	28.4	C
221150	SKA3	Ska3	-0.407648	0.00530473			False	False						True	False	1	↓	0.407648		False	none	12.7	C
2212	FCGR2A	Fcgr3	0.485577	1.23476e-06			False	False	0.594623	1.37949e-09				True	True	2	↑	0.594623	True	False	none	29.0	C
221294	NT5DC1	Nt5dc1	0.315418	0.00821087			False	False	0.292719	0.0138497				True	True	2	↑	0.315418	True	False	none	27.1	C
2213	FCGR2B	Fcgr3	0.485577	1.23476e-06			False	False	0.594623	1.37949e-09				True	True	2	↑	0.594623	True	False	none	29.0	C
221336	BEND6	Bend6					False	False	1.10881	0.0356689				False	True	1	↑	1.10881		False	none	17.4	C
221395	ADGRF5	Adgrf5					False	False	-0.950933	0.0312541				False	True	1	↓	0.950933		False	none	16.3	C
2214	FCGR3A	Fcgr4	0.723794	8.7556e-08			False	False	0.582088	2.21555e-05				True	True	2	↑	0.723794	True	False	none	29.8	C
221421	RSPH9	Rsph9	-0.708591	0.0223			False	False	-0.719809	0.0178717				True	True	2	↓	0.719809	True	False	none	29.8	C
221477	C6orf89	BC004004					False	False	0.30136	0.0197425				False	True	1	↑	0.30136		False	none	12.0	C
221491	SMIM29	Smim29	0.358728	0.0179877	BMD		False	True	0.371116	0.0122943				True	True	2	↑	0.371116	True	False	gwas_bmd	35.5	C
221496	LEMD2	Lemd2			BMD		False	True	-0.580212	6.54484e-06				False	True	1	↓	0.580212		True	gwas_bmd	29.9	C
2215	FCGR3B	Fcgr4	0.723794	8.7556e-08			False	False	0.582088	2.21555e-05				True	True	2	↑	0.723794	True	False	none	29.8	C
221692	PHACTR1	Phactr1	-1.61828	0.0212644			False	False			3.0	systemic		True	False	1	↓	1.61828		False	none	20.8	C
221830	POLR1F	Polr1f	0.310028	0.0403031			False	False						True	False	1	↑	0.310028		False	none	12.1	C
2219	FCN1	Fcnb	0.579017	7.73403e-06	BMD		False	True						True	False	1	↑	0.579017		False	gwas_bmd	21.9	C
221908	PPP1R35	Ppp1r35	0.462736	0.00581695			False	False						True	False	1	↑	0.462736		False	none	13.1	C
221927	BRAT1	Brat1					False	False	-0.732727	0.00015991				False	True	1	↓	0.732727		False	none	14.9	C
221937	FOXK1	Foxk1			BMD|osteoporosis		False	True	-0.805988	0.00608651				False	True	1	↓	0.805988		True	gwas_strong	38.4	B
221960	CCZ1B	Ccz1	0.236227	0.00619994	BMD		False	True						True	False	1	↑	0.236227		False	gwas_bmd	19.6	C
222	ALDH3B2	Aldh3b2	-0.998152	0.00460147			False	False	-1.54611	6.50239e-06				True	True	2	↓	1.54611	True	False	none	35.3	C
2220	FCN2	Fcnb	0.579017	7.73403e-06			False	False						True	False	1	↑	0.579017		False	none	13.9	C
222166	MTURN	Mturn	-0.764309	7.68384e-07	BMD|fracture		False	True	-0.531511	0.00080958				True	True	2	↓	0.764309	True	False	gwas_strong	45.1	B
2222	FDFT1	Fdft1	-0.301027	0.0403127			False	False	-0.4573	0.000837245				True	True	2	↓	0.4573	True	False	none	28.0	C
222229	LRWD1	Lrwd1					False	False	-0.51504	0.000238259				False	True	1	↓	0.51504		False	none	13.4	C
222642	TSPO2	Tspo2	-0.577056	0.00121666			False	False	-0.464064	0.0111974				True	True	2	↓	0.577056	True	False	none	28.8	C
222950	NYAP1	Nyap1	-0.757094	0.0390848			False	False						True	False	1	↓	0.757094		False	none	15.0	C
223	ALDH9A1	Aldh9a1	0.315408	0.00707803			False	False	0.248356	0.0431252				True	True	2	↑	0.315408	True	False	none	27.1	C
223082	ZNRF2	Znrf2	0.280418	0.0208004	BMD		False	True						True	False	1	↑	0.280418		False	gwas_bmd	19.9	C
2235	FECH	Fech	-0.44074	0.0129878			False	False	-0.468785	0.00757326				True	True	2	↓	0.468785	True	False	none	28.1	C
2237	FEN1	Fen1					False	False	-0.453305	0.00355602				False	True	1	↓	0.453305		False	none	13.0	C
2241	FER	Fer	0.456129	5.18969e-05	BMD|fracture		False	True	0.373709	0.000897897				True	True	2	↑	0.456129	True	False	gwas_strong	43.0	B
225	ABCD2	Abcd2	0.424447	1.505e-05			False	False	0.348322	0.000550655				True	True	2	↑	0.424447	True	False	none	27.8	C
2277	VEGFD	Vegfd	-1.74408	0.00460147			False	False			8.0	systemic		True	False	1	↓	1.74408		False	none	21.6	C
22794	CASC3	Casc3					False	False	-0.436949	0.00799054				False	True	1	↓	0.436949		False	none	12.9	C
22797	TFEC	Tfec	0.430106	0.00338133	BMD|osteoporosis		False	True	0.591508	1.70705e-05				True	True	2	↑	0.591508	True	False	gwas_strong	43.9	B
2280	FKBP1A	Fkbp1a	0.269207	0.0349621	BMD|fracture		False	True						True	False	1	↑	0.269207		False	gwas_strong	26.8	B
22800	RRAS2	Rras2	0.362787	0.00648911	BMD		False	True						True	False	1	↑	0.362787		False	gwas_bmd	20.4	C
22807	IKZF2	Ikzf2	0.427863	0.0379851			False	False						True	False	1	↑	0.427863		False	none	12.9	C
22838	RNF44	Rnf44					False	False	-0.992997	5.94601e-05				False	True	1	↓	0.992997		False	none	16.6	C
22846	VASH1	Vash1					False	False	-1.2888	0.0186975				False	True	1	↓	1.2888		False	none	18.6	C
22849	CPEB3	Cpeb3	-0.892178	5.57356e-05			False	False	-0.732979	0.00123001				True	True	2	↓	0.892178	True	False	none	30.9	C
22853	LMTK2	Lmtk2					False	False	-0.568345	0.00623522				False	True	1	↓	0.568345		False	none	13.8	C
22859	ADGRL1	Adgrl1				Osteoporosis|Osteopenia	False	True	-0.732572	0.0394948				False	True	1	↓	0.732572		True	mendelian	47.9	B
2286	FKBP2	Fkbp2|Gm51400	0.373638	0.00651348			False	False						True	False	1	↑	0.373638		False	none	12.5	C
22864	R3HDM2	R3hdm2					False	False	-0.599057	0.0088684				False	True	1	↓	0.599057		False	none	14.0	C
2287	FKBP3	Fkbp3	0.626536	7.93402e-05			False	False	0.486208	0.002712				True	True	2	↑	0.626536	True	False	none	29.2	C
22870	PPP6R1	Ppp6r1					False	False	-0.571665	0.00014108				False	True	1	↓	0.571665		False	none	13.8	C
22872	SEC31A	Sec31a					False	False	-0.53098	0.00925666				False	True	1	↓	0.53098		False	none	13.5	C
22880	MORC2	Morc2a	-0.277006	0.0153065			False	False	-0.353269	0.00185312				True	True	2	↓	0.353269	True	False	none	27.4	C
22881	ANKRD6	Ankrd6	-0.84892	0.0101507			False	False						True	False	1	↓	0.84892		False	none	15.7	C
22883	CLSTN1	Clstn1					False	False	-0.593386	0.0227357				False	True	1	↓	0.593386		False	none	14.0	C
22890	ZBTB1	Zbtb1	-0.234031	0.017982			False	False						True	False	1	↓	0.234031		False	none	11.6	C
22893	BAHD1	Bahd1					False	False	-0.880994	6.82469e-05				False	True	1	↓	0.880994		False	none	15.9	C
22897	CEP164	Cep164	-0.635448	0.00691411	osteoporosis		False	True	-0.653616	0.00594893				True	True	2	↓	0.653616	True	False	gwas_strong	44.4	B
22904	SBNO2	Sbno2			BMD|fracture		False	True	-0.508653	0.00676111				False	True	1	↓	0.508653		True	gwas_strong	36.4	B
22905	EPN2	Epn2					False	False	-1.08472	0.00536264				False	True	1	↓	1.08472		False	none	17.2	C
22906	TRAK1	Trak1	-0.399341	0.0372911			False	False	-0.494246	0.0085074				True	True	2	↓	0.494246	True	False	none	28.3	C
22908	SACM1L	Sacm1l			osteoporosis		False	True	0.293499	0.00594893				False	True	1	↑	0.293499		True	gwas_strong	35.0	B
22918	CD93	Cd93	-0.673916	0.000260508			False	False	-0.475464	0.0149651				True	True	2	↓	0.673916	True	False	none	29.5	C
22921	MSRB2	Msrb2	0.437689	0.00242267			False	False	0.597854	1.0312e-05				True	True	2	↑	0.597854	True	False	none	29.0	C
22924	MAPRE3	Mapre3					False	False	-1.19918	0.0200699				False	True	1	↓	1.19918		False	none	18.0	C
22928	SEPHS2	Sephs2	0.399475	0.00110411			False	False						True	False	1	↑	0.399475		False	none	12.7	C
22938	SNW1	Snw1	0.188131	0.042177			False	False						True	False	1	↑	0.188131		False	none	11.3	C
22941	SHANK2	Shank2					False	False	-2.41814	0.0237885				False	True	1	↓	2.41814		False	none	26.1	C
22948	CCT5	Cct5	0.243088	0.0404416	BMD		False	True						True	False	1	↑	0.243088		False	gwas_bmd	19.6	C
22949	PTGR1	Ptgr1	0.522233	2.17912e-05			False	False	0.373176	0.00403278				True	True	2	↑	0.522233	True	False	none	28.5	C
22955	SCMH1	Scmh1			BMD|fracture		False	True	-0.359572	0.0403585				False	True	1	↓	0.359572		True	gwas_strong	35.4	B
22974	TPX2	Tpx2	-0.400693	0.00483732			False	False	-0.408536	0.00401595				True	True	2	↓	0.408536	True	False	none	27.7	C
22976	PAXIP1	Paxip1	-0.441806	0.000369224	osteoporosis		False	True	-0.640967	1.02194e-07				True	True	2	↓	0.640967	True	False	gwas_strong	44.3	B
22981	NINL	Ninl	-1.2104	2.60797e-10			False	False	-0.636947	0.00139523	5.0	systemic		True	True	2	↓	1.2104	True	False	none	33.1	C
22985	ACIN1	Acin1	-0.306805	0.0313774			False	False	-0.296834	0.0389904				True	True	2	↓	0.306805	True	False	none	27.0	C
22994	CEP131	Cep131	0.658397	0.0164627			False	False						True	False	1	↑	0.658397		False	none	14.4	C
22995	CEP152	Cep152	-0.32368	0.0302739			False	False	-0.403225	0.00520485				True	True	2	↓	0.403225	True	False	none	27.7	C
22996	TTC39A	Ttc39a	-0.919209	0.000820566			False	False	-1.0257	4.81203e-05				True	True	2	↓	1.0257	True	False	none	31.8	C
22998	LIMCH1	Limch1			BMD		False	True	-1.10314	0.0234649				False	True	1	↓	1.10314		True	gwas_bmd	33.4	C
23	ABCF1	Abcf1					False	False	-0.296579	0.034946				False	True	1	↓	0.296579		False	none	12.0	C
23002	DAAM1	Daam1	-0.507298	0.00258543	BMD		False	True	-0.494727	0.00327393				True	True	2	↓	0.507298	True	False	gwas_bmd	36.4	C
23015	GOLGA8A	Golga2					False	False	-0.516335	0.00812759				False	True	1	↓	0.516335		False	none	13.4	C
23016	EXOSC7	Exosc7					False	False	0.26847	0.0424984				False	True	1	↑	0.26847		False	none	11.8	C
23023	TMCC1	Tmcc1					False	False	0.290543	0.0141553				False	True	1	↑	0.290543		False	none	11.9	C
23028	KDM1A	Kdm1a			BMD|fracture		False	True	-0.249378	0.0491202				False	True	1	↓	0.249378		True	gwas_strong	34.7	B
23029	RBM34	Rbm34					False	False	0.450774	0.00271546				False	True	1	↑	0.450774		False	none	13.0	C
23030	KDM4B	Kdm4b				Osteoporosis|Osteopenia	False	True	-0.468339	0.0198989				False	True	1	↓	0.468339		True	mendelian	46.1	B
23031	MAST3	Mast3					False	False	-0.589063	0.0139954				False	True	1	↓	0.589063		False	none	13.9	C
23035	PHLPP2	Phlpp2	-0.728523	6.20138e-06			False	False	-0.615029	0.000178391				True	True	2	↓	0.728523	True	False	none	29.9	C
23038	WDTC1	Wdtc1					False	False	-1.12791	3.98838e-07				False	True	1	↓	1.12791		False	none	17.5	C
23039	XPO7	Xpo7	-0.883356	2.22191e-07			False	False	-0.705812	5.44724e-05				True	True	2	↓	0.883356	True	False	none	30.9	C
23042	PDXDC1	Pdxdc1			BMD		False	True	0.202615	0.0270408				False	True	1	↑	0.202615		True	gwas_bmd	27.4	C
2305	FOXM1	Foxm1	-0.530784	0.00014133			False	False	-0.627488	6.37926e-06				True	True	2	↓	0.627488	True	False	none	29.2	C
23052	ENDOD1	Endod1	-0.708191	5.55534e-07			False	False	-0.670149	2.4385e-06				True	True	2	↓	0.708191	True	False	none	29.7	C
23053	ZSWIM8	Zswim8					False	False	-0.536207	0.0071964				False	True	1	↓	0.536207		False	none	13.6	C
23065	EMC1	Emc1					False	False	-0.458267	0.0431878				False	True	1	↓	0.458267		False	none	13.1	C
23067	SETD1B	Setd1b					False	False	-0.606747	0.00873289				False	True	1	↓	0.606747		False	none	14.0	C
23074	UHRF1BP1L	Uhrf1bp1l	0.277422	0.0123576			False	False	0.234871	0.0400783				True	True	2	↑	0.277422	True	False	none	26.8	C
2308	FOXO1	Foxo1	-0.568918	0.0140452	BMD|fracture		False	True	-0.558697	0.017633				True	True	2	↓	0.568918	True	False	gwas_strong	43.8	B
23080	AVL9	Avl9					False	False	0.330105	0.00288158				False	True	1	↑	0.330105		False	none	12.2	C
2309	FOXO3	Foxo3	-0.562254	0.000793748			False	False	-0.888384	2.46003e-08				True	True	2	↓	0.888384	True	False	none	30.9	C
23093	TTLL5	Ttll5	-0.474089	0.0142597			False	False						True	False	1	↓	0.474089		False	none	13.2	C
231	AKR1B1	Akr1b1	0.318645	0.0152662			False	False	0.279452	0.038451				True	True	2	↑	0.318645	True	False	none	27.1	C
2310	FOXO3B	Foxo3	-0.562254	0.000793748			False	False	-0.888384	2.46003e-08				True	True	2	↓	0.888384	True	False	none	30.9	C
23125	CAMTA2	Camta2					False	False	-0.523043	0.0372955				False	True	1	↓	0.523043		False	none	13.5	C
23129	PLXND1	Plxnd1			BMD|fracture		False	True	-0.466629	0.0143248				False	True	1	↓	0.466629		True	gwas_strong	36.1	B
2313	FLI1	Fli1	0.28734	0.00153675			False	False	0.269728	0.00331066				True	True	2	↑	0.28734	True	False	none	26.9	C
23130	ATG2A	Atg2a					False	False	-0.789227	0.000709212				False	True	1	↓	0.789227		False	none	15.3	C
23131	GPATCH8	Gpatch8	-0.42019	0.00495739			False	False	-0.483587	0.00109943				True	True	2	↓	0.483587	True	False	none	28.2	C
23135	KDM6B	Kdm6b			BMD		False	True	-0.855391	0.00449095				False	True	1	↓	0.855391		True	gwas_bmd	31.7	C
23139	MAST2	Mast2	-0.610496	1.52641e-05	BMD|fracture		False	True	-0.770639	4.55357e-08				True	True	2	↓	0.770639	True	False	gwas_strong	45.1	B
2314	FLII	Flii					False	False	-0.691166	0.00204584				False	True	1	↓	0.691166		False	none	14.6	C
23144	ZC3H3	Zc3h3					False	False	-0.473164	0.019708				False	True	1	↓	0.473164		False	none	13.2	C
23148	NACAD	Nacad					False	False	-1.47012	0.00232736				False	True	1	↓	1.47012		False	none	19.8	C
23149	FCHO1	Fcho1	-0.527466	0.000215956			False	False	-0.749818	6.92439e-08				True	True	2	↓	0.749818	True	False	none	30.0	C
23150	FRMD4B	Frmd4b	-0.786673	0.0377431	BMD		False	True						True	False	1	↓	0.786673		False	gwas_bmd	23.2	C
23152	CIC	Cic					False	False	-1.10529	1.31551e-07				False	True	1	↓	1.10529		False	none	17.4	C
23154	NCDN	Ncdn					False	False	-0.775987	0.00323674				False	True	1	↓	0.775987		False	none	15.2	C
23158	TBC1D9	Tbc1d9	-0.397012	0.0389728			False	False	-0.490403	0.0107923				True	True	2	↓	0.490403	True	False	none	28.3	C
23160	WDR43	Wdr43					False	False	0.296599	0.0454541				False	True	1	↑	0.296599		False	none	12.0	C
23162	MAPK8IP3	Mapk8ip3	-0.494509	0.000967049		Osteoporosis|Osteopenia	False	True	-0.429062	0.00500051				True	True	2	↓	0.494509	True	False	mendelian	53.3	A
23164	MPRIP	Mprip					False	False	-0.430482	0.00036449				False	True	1	↓	0.430482		False	none	12.9	C
23166	STAB1	Stab1					False	False	-0.615994	0.0362516				False	True	1	↓	0.615994		False	none	14.1	C
23168	RTF1	Rtf1	-0.356625	0.00482632	BMD		False	True	-0.286902	0.0316995				True	True	2	↓	0.356625	True	False	gwas_bmd	35.4	C
23170	TTLL12	Ttll12	-0.507216	0.00938156			False	False	-1.20027	2.38739e-11				True	True	2	↓	1.20027	True	False	none	33.0	C
23172	ABRAXAS2	Abraxas2			BMD		False	True	0.281506	0.0059312				False	True	1	↑	0.281506		True	gwas_bmd	27.9	C
23175	LPIN1	Lpin1	-0.379981	0.0174413			False	False						True	False	1	↓	0.379981		False	none	12.5	C
23176	SEPTIN8	Septin8	-0.662503	3.7332e-05			False	False	-0.672134	2.94878e-05				True	True	2	↓	0.672134	True	False	none	29.5	C
23178	PASK	Pask	-0.448703	0.00331205			False	False	-0.779536	4.99127e-08				True	True	2	↓	0.779536	True	False	none	30.2	C
23179	RGL1	Rgl1	-0.880279	0.000104655			False	False	-0.874426	0.000128174				True	True	2	↓	0.880279	True	False	none	30.9	C
23189	KANK1	Kank1					False	False	-1.55492	0.0099775				False	True	1	↓	1.55492		False	none	20.4	C
23190	UBXN4	Ubxn4					False	False	0.230335	0.0401815				False	True	1	↑	0.230335		False	none	11.5	C
23192	ATG4B	Atg4b	-0.255259	0.0232344			False	False	-0.438711	2.49595e-05				True	True	2	↓	0.438711	True	False	none	27.9	C
23193	GANAB	Ganab					False	False	-0.37901	0.0275536				False	True	1	↓	0.37901		False	none	12.5	C
23196	FAM120A	Fam120a			BMD|fracture		False	True	-0.558348	5.78657e-06				False	True	1	↓	0.558348		True	gwas_strong	36.7	B
23199	GSE1	Gse1	-0.712466	4.13995e-05			False	False	-0.902392	1.45508e-07				True	True	2	↓	0.902392	True	False	none	31.0	C
23200	ATP11B	Atp11b			osteoporosis		False	True	0.316293	0.00333452				False	True	1	↑	0.316293		True	gwas_strong	35.1	B
23201	FAM168A	Fam168a	-0.527342	0.0158789			False	False						True	False	1	↓	0.527342		False	none	13.5	C
2321	FLT1	Flt1	-0.522235	0.0244046	BMD		False	True						True	False	1	↓	0.522235		False	gwas_bmd	21.5	C
23211	ZC3H4	Zc3h4	-0.361563	0.0495328			False	False	-0.78205	2.98173e-06				True	True	2	↓	0.78205	True	False	none	30.2	C
23221	RHOBTB2	Rhobtb2					False	False	-0.430903	0.015274				False	True	1	↓	0.430903		False	none	12.9	C
23225	NUP210	Nup210			osteoporosis		False	True	-0.715496	6.22256e-05				False	True	1	↓	0.715496		True	gwas_strong	37.8	B
23232	TBC1D12	Tbc1d12					False	False	-0.416782	0.0160131				False	True	1	↓	0.416782		False	none	12.8	C
23235	SIK2	Sik2	-0.250058	0.0383475			False	False	-0.300905	0.00998203				True	True	2	↓	0.300905	True	False	none	27.0	C
23237	ARC	Arc					False	False	-1.8339	0.00171087				False	True	1	↓	1.8339		False	none	22.2	C
23239	PHLPP1	Phlpp1					False	False	-0.906988	1.02194e-07				False	True	1	↓	0.906988		False	none	16.0	C
2324	FLT4	Flt4	-1.12351	0.0367265			False	False	-1.14892	0.0340437	4.0	systemic		True	True	2	↓	1.14892	True	False	none	32.7	C
23240	TMEM131L	Tmem131l	-0.39688	0.00908189	fracture		False	True	-0.330599	0.0350364				True	True	2	↓	0.39688	True	False	gwas_strong	42.6	B
23241	PACS2	Pacs2	-0.38446	0.00291214			False	False	-0.548193	1.20376e-05				True	True	2	↓	0.548193	True	False	none	28.7	C
23247	KATNIP	Katnip	-0.329358	0.0314066			False	False						True	False	1	↓	0.329358		False	none	12.2	C
23253	ANKRD12	Ankrd12					False	False	0.239274	0.0372301				False	True	1	↑	0.239274		False	none	11.6	C
23256	SCFD1	Scfd1	0.209666	0.0347724			False	False						True	False	1	↑	0.209666		False	none	11.4	C
23264	ZC3H7B	Zc3h7b					False	False	-0.561982	0.00086882				False	True	1	↓	0.561982		False	none	13.7	C
23266	ADGRL2	Adgrl2	-0.594613	0.0195998			False	False						True	False	1	↓	0.594613		False	none	14.0	C
23269	MGA	Mga	-0.279409	0.0439885			False	False						True	False	1	↓	0.279409		False	none	11.9	C
23271	CAMSAP2	Camsap2	-0.575766	0.00111742			False	False	-0.641932	0.00021389				True	True	2	↓	0.641932	True	False	none	29.3	C
23275	POFUT2	Pofut2					False	False	-0.2842	0.0401815				False	True	1	↓	0.2842		False	none	11.9	C
23277	CLUH	Cluh					False	False	-0.444307	0.0126623				False	True	1	↓	0.444307		False	none	13.0	C
23279	NUP160	Nup160			fracture		False	True	-0.320034	0.0105919				False	True	1	↓	0.320034		True	gwas_strong	35.1	B
