fips,disease,prevalence,nplaces
45057,asthma,10.7,6
45059,asthma,10.57,9
45061,asthma,11.7,2
45063,asthma,9.67,14
45065,asthma,9.87,6
45067,asthma,11.2,4
45069,asthma,11.13,6
45071,asthma,9.95,6
45073,asthma,9.89,7
45075,asthma,10.7,20
45077,asthma,9.53,6
45079,asthma,10.34,9
45081,asthma,10.43,3
45083,asthma,10.38,28
45085,asthma,10.49,17
45087,asthma,10.8,6
45089,asthma,11.16,5
45091,asthma,9.19,14
46003,asthma,8.87,3
46005,asthma,8.75,6
46007,asthma,12.5,2
46009,asthma,9.04,5
46011,asthma,8.79,8
46013,asthma,8.16,9
46015,asthma,9.6,3
46017,asthma,13.3,1
46019,asthma,9.6,5
46021,asthma,8.73,3
46023,asthma,10.46,7
46025,asthma,8.87,3
46027,asthma,9.05,2
46029,asthma,8.74,5
46031,asthma,12.0,4
46033,asthma,8.94,5
46035,asthma,9.0,3
46037,asthma,9.1,6
46039,asthma,8.82,6
46041,asthma,11.35,4
46043,asthma,9.18,5
46045,asthma,8.75,4
46047,asthma,10.0,3
46049,asthma,8.97,3
46051,asthma,8.82,6
46053,asthma,9.53,6
46055,asthma,9.35,2
46057,asthma,8.66,5
46059,asthma,8.93,3
46061,asthma,8.97,3
46063,asthma,8.6,1
46065,asthma,8.87,3
46067,asthma,9.02,5
46069,asthma,8.9,1
46071,asthma,11.57,3
46073,asthma,8.7,2
46075,asthma,8.65,2
46077,asthma,8.88,4
46079,asthma,8.66,5
46081,asthma,8.94,7
46083,asthma,8.56,7
46085,asthma,9.45,6
46087,asthma,8.84,5
46089,asthma,9.5,2
46091,asthma,8.45,4
46093,asthma,9.0,6
46095,asthma,11.97,3
46097,asthma,8.75,2
46099,asthma,8.52,12
46101,asthma,9.25,4
46103,asthma,8.59,11
46105,asthma,9.1,2
46107,asthma,8.85,2
46109,asthma,10.66,11
46111,asthma,8.8,3
46113,asthma,14.18,6
46115,asthma,8.91,8
46117,asthma,8.7,1
46119,asthma,8.9,1
46121,asthma,13.67,9
46123,asthma,9.63,3
46125,asthma,9.03,7
46127,asthma,8.76,5
46129,asthma,8.9,4
46135,asthma,9.0,6
46137,asthma,12.5,1
47001,asthma,10.53,3
47003,asthma,10.65,4
47005,asthma,10.93,3
47007,asthma,11.4,1
47009,asthma,10.52,9
47011,asthma,11.32,6
47013,asthma,11.58,5
47015,asthma,11.05,2
47017,asthma,11.04,7
47019,asthma,10.96,5
47021,asthma,10.12,4
47023,asthma,11.7,1
47025,asthma,11.15,4
47027,asthma,11.5,1
47029,asthma,11.6,2
47031,asthma,10.88,4
47033,asthma,11.16,5
47035,asthma,10.92,6
47037,asthma,9.48,5
47039,asthma,11.2,2
47041,asthma,10.9,4
47043,asthma,10.62,6
47045,asthma,11.45,2
47047,asthma,11.0,9
47049,asthma,11.35,4
47051,asthma,10.72,6
47053,asthma,11.02,8
47055,asthma,11.08,4
47057,asthma,11.13,3
47059,asthma,10.85,4
47061,asthma,11.41,7
47065,asthma,10.35,19
47067,asthma,12.0,1
47069,asthma,11.37,6
47071,asthma,11.28,5
47073,asthma,11.0,6
47075,asthma,12.6,2
47077,asthma,11.12,5
47079,asthma,10.95,4
47081,asthma,11.25,4
47083,asthma,11.1,1
47085,asthma,10.83,3
47087,asthma,11.15,2
47089,asthma,10.8,4
47091,asthma,11.8,1
47093,asthma,10.8,2
47095,asthma,11.3,2
47097,asthma,12.68,4
47099,asthma,11.2,5
47101,asthma,11.5,1
47103,asthma,11.27,3
47105,asthma,10.48,5
47107,asthma,11.07,6
47109,asthma,11.26,8
47111,asthma,11.5,2
47113,asthma,10.67,3
47115,asthma,11.04,7
47117,asthma,10.77,3
47119,asthma,11.05,2
47121,asthma,11.1,1
47123,asthma,11.5,2
47125,asthma,10.7,1
47127,asthma,10.4,1
47129,asthma,11.54,5
47131,asthma,11.01,8
47133,asthma,11.6,1
47135,asthma,11.85,2
47137,asthma,11.5,1
47139,asthma,11.13,3
47141,asthma,11.08,4
47143,asthma,11.43,3
47145,asthma,10.63,3
47147,asthma,10.33,7
47149,asthma,10.2,5
47151,asthma,11.35,6
47153,asthma,10.8,2
47155,asthma,10.7,5
47157,asthma,9.97,6
47159,asthma,10.9,3
47161,asthma,11.0,2
47163,asthma,10.75,6
47165,asthma,10.57,14
47167,asthma,10.96,8
47169,asthma,10.7,1
47171,asthma,10.93,3
47173,asthma,11.47,3
47175,asthma,11.5,1
47177,asthma,11.18,4
47179,asthma,10.18,4
47181,asthma,10.53,3
47183,asthma,11.24,5
47185,asthma,11.35,2
47187,asthma,9.5,5
47189,asthma,10.06,5
48001,asthma,10.75,2
48003,asthma,9.45,2
48005,asthma,10.16,7
48007,asthma,9.93,4
48009,asthma,9.8,5
48011,asthma,9.9,1
48013,asthma,9.45,6
48015,asthma,9.98,6
48017,asthma,9.1,1
48019,asthma,9.65,2
48021,asthma,9.6,6
48023,asthma,9.9,1
48025,asthma,9.26,8
48027,asthma,9.82,11
48029,asthma,9.17,24
48031,asthma,9.3,3
48033,asthma,8.8,1
48035,asthma,10.07,7
48037,asthma,10.44,10
48039,asthma,9.65,25
48041,asthma,9.62,6
48043,asthma,9.22,4
48045,asthma,10.15,2
48047,asthma,10.2,5
48049,asthma,9.72,6
48051,asthma,10.27,3
48053,asthma,9.71,7
48055,asthma,9.75,2
48057,asthma,9.57,4
48059,asthma,9.85,4
48061,asthma,9.34,48
48063,asthma,10.45,2
48065,asthma,9.52,4
48067,asthma,11.08,8
48069,asthma,9.5,3
48071,asthma,9.96,5
48073,asthma,10.66,8
48075,asthma,9.5,1
48077,asthma,9.87,6
48079,asthma,10.6,2
48081,asthma,9.9,2
48083,asthma,10.07,3
48085,asthma,9.28,18
48087,asthma,10.1,2
48089,asthma,9.78,4
48091,asthma,8.9,3
48093,asthma,9.6,3
48095,asthma,9.25,2
48097,asthma,9.7,6
48099,asthma,10.7,3
48101,asthma,11.3,1
48103,asthma,9.4,1
48105,asthma,9.2,1
48107,asthma,10.23,3
48109,asthma,10.3,1
48111,asthma,9.6,1
48113,asthma,9.98,13
48115,asthma,9.85,2
48117,asthma,9.6,1
48119,asthma,11.1,1
48121,asthma,9.11,30
48123,asthma,9.8,3
48125,asthma,9.7,2
48127,asthma,10.04,5
48129,asthma,10.1,3
48131,asthma,9.1,3
48133,asthma,10.57,6
48135,asthma,10.1,3
48137,asthma,9.6,1
48139,asthma,9.66,14
48141,asthma,9.27,19
48143,asthma,10.4,2
48145,asthma,10.4,4
48147,asthma,10.25,11
48149,asthma,9.78,5
48151,asthma,9.7,2
48153,asthma,9.75,2
48155,asthma,10.2,1
48157,asthma,9.24,21
48159,asthma,10.4,1
48161,asthma,10.82,4
48163,asthma,9.47,6
48165,asthma,9.83,3
48167,asthma,9.65,13
48169,asthma,9.3,1
48171,asthma,9.17,3
48173,asthma,10.2,1
48175,asthma,9.7,1
48177,asthma,9.33,3
48179,asthma,10.3,3
48181,asthma,9.86,16
48183,asthma,10.83,3
48185,asthma,10.66,5
48187,asthma,9.43,11
48189,asthma,9.8,4
48191,asthma,10.28,4
48193,asthma,10.6,1
48195,asthma,10.4,3
48197,asthma,10.35,2
48199,asthma,10.07,6
48201,asthma,9.25,31
48203,asthma,10.5,6
48205,asthma,9.2,2
48207,asthma,10.42,5
48209,asthma,8.91,9
48211,asthma,9.4,1
48213,asthma,10.63,18
48215,asthma,9.99,53
48217,asthma,10.18,13
48219,asthma,9.98,6
48221,asthma,9.76,7
48223,asthma,10.42,4
48225,asthma,11.14,5
48227,asthma,9.6,4
48229,asthma,10.33,3
48231,asthma,10.45,11
48233,asthma,10.0,4
48235,asthma,9.4,1
48237,asthma,10.0,3
48239,asthma,9.62,5
48241,asthma,10.8,6
48243,asthma,9.35,2
48245,asthma,9.76,10
48247,asthma,9.6,2
48249,asthma,9.34,14
48251,asthma,9.87,10
48253,asthma,10.05,2
48255,asthma,9.55,4
48257,asthma,10.05,15
48259,asthma,9.25,2
48261,asthma,11.3,1
48263,asthma,9.7,1
48265,asthma,9.65,2
48267,asthma,10.5,1
48269,asthma,10.3,1
48271,asthma,10.15,2
48273,asthma,9.3,3
48275,asthma,10.15,4
48277,asthma,10.47,7
48279,asthma,10.23,7
48281,asthma,9.6,3
48283,asthma,9.3,2
48285,asthma,9.77,3
48287,asthma,10.1,2
48289,asthma,10.4,6
48291,asthma,10.54,11
48293,asthma,10.35,6
48295,asthma,9.97,3
48297,asthma,10.1,2
48299,asthma,10.14,5
48303,asthma,10.02,8
48305,asthma,9.8,3
48307,asthma,10.05,2
48309,asthma,9.91,17
48311,asthma,8.7,1
48313,asthma,10.65,2
48315,asthma,10.9,2
48317,asthma,9.4,1
48319,asthma,10.1,1
48321,asthma,9.8,6
48323,asthma,9.98,12
48325,asthma,9.1,6
48327,asthma,9.6,1
48331,asthma,10.28,4
48333,asthma,9.85,2
48335,asthma,9.95,4
48337,asthma,10.1,6
48339,asthma,10.04,16
48341,asthma,9.43,3
48343,asthma,10.88,4
48345,asthma,9.6,2
48347,asthma,10.42,6
48349,asthma,10.56,17
48351,asthma,10.5,3
48353,asthma,9.8,2
48355,asthma,9.29,13
48357,asthma,10.2,1
48359,asthma,9.9,2
48361,asthma,10.24,8
48363,asthma,9.7,5
48365,asthma,10.63,3
48367,asthma,9.16,12
48369,asthma,9.67,3
48371,asthma,9.2,3
48373,asthma,10.31,9
48375,asthma,9.4,1
48377,asthma,11.2,3
48379,asthma,10.27,3
48381,asthma,9.52,4
48383,asthma,9.1,1
48385,asthma,10.55,2
48387,asthma,10.84,5
48389,asthma,9.57,4
48391,asthma,9.74,5
48393,asthma,9.7,1
48395,asthma,10.8,4
48397,asthma,9.03,3
48399,asthma,10.0,3
48401,asthma,10.4,3
48403,asthma,10.93,3
48405,asthma,11.25,2
48407,asthma,10.56,5
48409,asthma,9.67,22
48411,asthma,9.95,2
48413,asthma,9.3,1
48415,asthma,10.25,2
48417,asthma,9.95,2
48419,asthma,11.1,5
48421,asthma,9.7,2
48423,asthma,10.21,9
48425,asthma,10.3,1
48427,asthma,10.47,50
48429,asthma,10.5,1
48431,asthma,9.5,1
48433,asthma,10.2,1
48435,asthma,9.3,1
48437,asthma,9.9,2
48439,asthma,9.76,28
48441,asthma,9.56,7
48443,asthma,9.3,1
48445,asthma,10.07,3
48447,asthma,9.95,2
48449,asthma,10.4,3
48451,asthma,9.68,4
48453,asthma,8.49,22
48455,asthma,10.83,3
48457,asthma,10.3,5
48459,asthma,10.38,4
48461,asthma,9.6,2
48463,asthma,9.76,5
48465,asthma,9.6,4
48467,asthma,10.34,9
48469,asthma,9.36,5
48471,asthma,10.1,3
48473,asthma,10.74,5
48475,asthma,9.5,5
48477,asthma,10.05,2
48479,asthma,10.11,10
48481,asthma,10.07,7
48483,asthma,10.3,3
48485,asthma,10.27,6
48487,asthma,10.8,1
48489,asthma,9.86,8
48491,asthma,9.39,11
48493,asthma,9.22,4
48495,asthma,9.85,2
48497,asthma,9.84,11
48499,asthma,10.48,5
48501,asthma,9.8,1
48503,asthma,10.03,3
48505,asthma,10.34,10
48507,asthma,10.23,6
49001,asthma,10.3,3
49003,asthma,10.25,19
49005,asthma,10.03,23
49007,asthma,10.74,8
49009,asthma,10.0,2
49011,asthma,9.87,15
49013,asthma,10.99,7
49015,asthma,10.68,9
49017,asthma,10.32,8
49019,asthma,10.35,2
49021,asthma,10.52,8
49023,asthma,10.8,5
49025,asthma,10.54,5
49027,asthma,10.54,12
49029,asthma,9.73,3
49031,asthma,10.6,4
49033,asthma,10.36,5
49035,asthma,9.78,21
49037,asthma,12.53,11
49039,asthma,10.22,13
49041,asthma,10.87,12
49043,asthma,9.58,14
49045,asthma,10.31,8
49047,asthma,12.5,8
49049,asthma,9.76,28
49051,asthma,9.54,7
49053,asthma,10.5,18
49055,asthma,10.43,7
49057,asthma,10.18,18
50001,asthma,10.35,4
50003,asthma,10.94,8
50005,asthma,10.91,8
50007,asthma,10.91,8
50009,asthma,11.28,4
50011,asthma,12.25,4
50015,asthma,10.95,6
50017,asthma,11.32,6
50019,asthma,11.69,15
50021,asthma,11.29,10
50023,asthma,10.93,12
50025,asthma,11.31,10
50027,asthma,11.21,19
51001,asthma,11.79,44
51003,asthma,9.85,8
51005,asthma,10.98,5
51007,asthma,10.9,1
51009,asthma,11.4,2
51011,asthma,11.7,1
51013,asthma,9.2,1
51015,asthma,10.71,18
51017,asthma,11.0,2
51019,asthma,10.3,3
51021,asthma,11.1,1
51023,asthma,9.99,7
51025,asthma,11.98,5
51027,asthma,11.85,2
51029,asthma,11.83,3
51031,asthma,11.52,4
51033,asthma,10.78,4
51035,asthma,11.22,4
51036,asthma,11.6,1
51037,asthma,11.82,4
51041,asthma,10.81,12
51043,asthma,10.03,3
51045,asthma,10.4,1
51047,asthma,10.7,1
51049,asthma,12.0,1
51051,asthma,11.4,3
51053,asthma,11.7,1
51057,asthma,12.4,1
51059,asthma,9.16,58
51061,asthma,9.96,10
51063,asthma,10.3,1
51065,asthma,10.1,2
51067,asthma,10.6,8
51069,asthma,10.15,4
51071,asthma,10.7,5
51073,asthma,10.45,2
51075,asthma,10.0,1
51077,asthma,11.33,3
51079,asthma,10.77,3
51083,asthma,11.57,9
51085,asthma,10.27,3
51087,asthma,10.67,13
51089,asthma,11.85,11
51091,asthma,10.7,1
51093,asthma,11.24,7
51097,asthma,10.7,1
51099,asthma,10.2,4
51101,asthma,10.9,3
51103,asthma,10.6,2
51105,asthma,12.27,7
51107,asthma,8.99,23
51109,asthma,11.03,3
51111,asthma,12.13,3
51113,asthma,10.95,2
51115,asthma,10.7,2
51117,asthma,11.96,9
51119,asthma,10.4,3
51121,asthma,10.59,10
51125,asthma,11.4,5
51127,asthma,10.3,1
51131,asthma,11.56,5
51133,asthma,10.4,1
51135,asthma,12.08,4
51137,asthma,10.6,2
51139,asthma,11.2,3
51141,asthma,11.1,2
51143,asthma,11.52,6
51147,asthma,10.3,1
51149,asthma,10.87,3
51153,asthma,10.03,23
51155,asthma,10.66,9
51157,asthma,10.17,3
51159,asthma,10.6,1
51161,asthma,10.43,3
51163,asthma,11.07,3
51165,asthma,10.28,9
51167,asthma,11.82,4
51169,asthma,11.42,6
51171,asthma,10.7,8
51173,asthma,11.19,7
51175,asthma,11.27,7
51177,asthma,10.1,2
51179,asthma,10.1,5
51181,asthma,11.8,4
51183,asthma,11.3,4
51185,asthma,11.25,8
51187,asthma,10.18,4
51191,asthma,11.1,5
51193,asthma,10.95,2
51195,asthma,11.87,6
51197,asthma,10.98,5
51199,asthma,11.1,1
51510,asthma,9.9,1
51515,asthma,12.0,1
51520,asthma,11.6,1
51530,asthma,12.0,1
51540,asthma,10.8,1
51550,asthma,10.7,1
51570,asthma,10.8,1
51580,asthma,11.1,1
51590,asthma,12.6,1
51595,asthma,13.3,1
51600,asthma,9.0,1
51610,asthma,8.8,1
51620,asthma,12.6,1
51630,asthma,10.8,1
51640,asthma,12.0,1
51650,asthma,11.7,1
51660,asthma,11.0,1
51670,asthma,12.3,1
51678,asthma,10.9,1
51680,asthma,11.3,1
51683,asthma,10.1,1
51685,asthma,10.0,1
51690,asthma,12.4,1
51700,asthma,11.4,1
51710,asthma,11.6,1
51720,asthma,11.8,1
51730,asthma,12.9,1
51735,asthma,9.8,1
51740,asthma,12.1,1
51750,asthma,11.4,1
51760,asthma,11.6,1
51770,asthma,11.5,1
51775,asthma,10.6,1
51790,asthma,10.8,1
51800,asthma,11.3,1
51810,asthma,10.0,1
51820,asthma,11.2,1
51830,asthma,10.7,1
51840,asthma,10.7,1
53001,asthma,11.68,4
53003,asthma,12.1,4
53005,asthma,11.13,6
53007,asthma,10.98,9
53009,asthma,11.76,11
53011,asthma,10.86,25
53013,asthma,11.6,2
53015,asthma,12.2,6
53017,asthma,11.6,5
53019,asthma,12.62,8
53021,asthma,10.9,6
53023,asthma,11.4,1
53025,asthma,12.01,18
53027,asthma,11.91,27
53029,asthma,10.88,5
53031,asthma,11.28,6
53033,asthma,10.04,58
53035,asthma,11.09,26
53037,asthma,11.01,10
53039,asthma,11.51,10
53041,asthma,11.82,13
53043,asthma,11.52,8
53045,asthma,11.81,7
53047,asthma,12.55,17
53049,asthma,11.99,11
53051,asthma,11.62,5
53053,asthma,10.96,65
53055,asthma,10.9,1
53057,asthma,11.27,15
53059,asthma,11.4,3
53061,asthma,10.46,60
53063,asthma,11.75,20
53065,asthma,12.01,10
53067,asthma,11.92,12
53069,asthma,11.11,9
53071,asthma,11.39,10
53073,asthma,11.18,19
53075,asthma,11.46,17
53077,asthma,11.48,26
54001,asthma,12.42,5
54003,asthma,11.7,4
54005,asthma,12.18,9
54007,asthma,12.62,4
54009,asthma,11.75,6
54011,asthma,11.62,5
54013,asthma,11.9,1
54015,asthma,13.1,1
54017,asthma,12.2,1
54019,asthma,12.51,23
54021,asthma,12.2,2
54023,asthma,12.1,2
54025,asthma,12.31,8
54027,asthma,11.9,4
54029,asthma,12.13,3
54031,asthma,11.6,2
54033,asthma,11.98,16
54035,asthma,12.15,2
54037,asthma,11.35,8
54039,asthma,11.73,23
54041,asthma,11.9,2
54043,asthma,13.13,3
54045,asthma,12.68,25
54047,asthma,13.96,20
54049,asthma,11.7,13
54051,asthma,11.5,5
54053,asthma,12.24,8
54055,asthma,12.76,10
54057,asthma,11.75,8
54059,asthma,13.0,9
54061,asthma,11.29,9
54063,asthma,11.95,2
54065,asthma,12.23,3
54067,asthma,12.31,7
54069,asthma,10.96,5
54071,asthma,11.9,2
54073,asthma,11.75,2
54075,asthma,11.68,6
54077,asthma,11.64,10
54079,asthma,11.56,8
54081,asthma,12.23,20
54083,asthma,12.01,13
54085,asthma,11.86,5
54087,asthma,12.45,2
54089,asthma,12.5,1
54091,asthma,11.8,2
54093,asthma,11.44,5
54095,asthma,11.8,3
54097,asthma,11.6,1
54099,asthma,12.61,7
54101,asthma,12.33,3
54103,asthma,11.97,7
54105,asthma,12.7,1
54107,asthma,11.79,10
54109,asthma,12.56,11
55001,asthma,10.74,8
55003,asthma,11.88,6
55005,asthma,10.69,9
55007,asthma,10.54,8
55009,asthma,9.86,9
55011,asthma,10.33,7
55013,asthma,11.32,4
55015,asthma,10.2,8
55017,asthma,10.71,9
55019,asthma,11.1,10
55021,asthma,10.23,11
55023,asthma,10.81,9
55025,asthma,10.05,24
55027,asthma,10.34,18
55029,asthma,9.94,8
55031,asthma,10.36,8
55033,asthma,10.57,10
55035,asthma,10.64,5
55037,asthma,10.8,1
55039,asthma,10.22,14
55041,asthma,11.43,6
55043,asthma,10.57,15
55045,asthma,10.53,6
55047,asthma,10.72,6
55049,asthma,10.38,11
55051,asthma,10.63,6
55053,asthma,10.86,8
55055,asthma,10.24,13
55057,asthma,10.79,9
55059,asthma,10.1,5
55061,asthma,10.35,4
55063,asthma,10.35,8
55065,asthma,10.55,8
55067,asthma,10.92,5
55069,asthma,11.0,2
55071,asthma,10.35,11
55073,asthma,10.11,16
55075,asthma,10.88,10
55077,asthma,10.68,6
55078,asthma,13.8,3
55079,asthma,10.41,17
55081,asthma,10.58,10
55083,asthma,10.59,10
55085,asthma,10.56,5
55087,asthma,10.39,11
55089,asthma,10.01,9
55091,asthma,10.67,3
55093,asthma,10.2,7
55095,asthma,10.7,12
55097,asthma,10.08,12
55099,asthma,10.9,6
55101,asthma,10.26,15
55103,asthma,10.75,6
55105,asthma,10.65,8
55107,asthma,10.75,8
55109,asthma,10.03,14
55111,asthma,10.39,16
55113,asthma,12.14,9
55115,asthma,10.79,18
55117,asthma,9.97,15
55119,asthma,10.86,8
55121,asthma,10.31,12
55123,asthma,10.98,10
55125,asthma,11.28,4
55127,asthma,10.09,17
55129,asthma,10.86,5
55131,asthma,10.08,6
55133,asthma,9.86,24
55135,asthma,10.46,13
55137,asthma,10.61,10
55139,asthma,10.35,8
55141,asthma,10.53,12
56001,asthma,9.5,3
56003,asthma,10.29,9
56005,asthma,9.4,3
56007,asthma,10.22,9
56009,asthma,9.9,3
56011,asthma,9.72,4
56013,asthma,11.32,12
56015,asthma,9.8,5
56017,asthma,10.07,3
56019,asthma,9.65,2
56021,asthma,10.07,6
56023,asthma,9.64,20
56025,asthma,9.74,15
56027,asthma,11.0,2
56029,asthma,9.3,5
56031,asthma,9.94,8
56033,asthma,9.29,7
56035,asthma,9.1,5
56037,asthma,9.49,12
56039,asthma,8.84,9
56041,asthma,9.47,7
56043,asthma,9.85,2
56045,asthma,9.85,4
01001,cad,6.15,4
01003,cad,5.66,15
01005,cad,7.85,6
01007,cad,6.63,3
01009,cad,6.53,12
01011,cad,7.13,3
01013,cad,7.1,2
01015,cad,6.34,11
01017,cad,6.73,10
01019,cad,6.78,6
01021,cad,6.7,4
01023,cad,6.98,5
01025,cad,7.13,7
01027,cad,7.24,5
01029,cad,6.64,5
01031,cad,6.27,3
01033,cad,6.3,6
01035,cad,6.97,3
01037,cad,6.4,8
01039,cad,6.61,14
01041,cad,6.35,6
01043,cad,6.34,11
01045,cad,6.47,10
01047,cad,7.02,4
01049,cad,7.07,15
01051,cad,5.43,9
01053,cad,6.9,6
01055,cad,6.41,18
01057,cad,6.4,3
01059,cad,6.57,7
01061,cad,6.81,8
01063,cad,8.07,4
01065,cad,7.23,3
01067,cad,6.4,4
01069,cad,6.55,10
01071,cad,6.95,13
01073,cad,6.11,35
01075,cad,6.83,6
01077,cad,5.96,8
01079,cad,6.33,6
01081,cad,5.5,4
01083,cad,5.9,4
01085,cad,7.08,6
01087,cad,6.43,3
01089,cad,5.32,9
01091,cad,6.62,9
01093,cad,6.75,6
01095,cad,6.48,5
01097,cad,6.64,17
01099,cad,7.21,8
01101,cad,5.4,2
01103,cad,5.88,6
01105,cad,7.5,2
01107,cad,6.51,7
01109,cad,6.35,4
01111,cad,6.03,6
01113,cad,7.0,2
01115,cad,6.09,9
01117,cad,5.6,19
01119,cad,7.1,9
01121,cad,6.68,11
01123,cad,6.7,9
01125,cad,6.27,7
01127,cad,6.51,9
01129,cad,6.92,11
01131,cad,7.6,5
01133,cad,6.85,4
02013,cad,6.47,3
02016,cad,6.88,4
02020,cad,4.7,1
02050,cad,10.08,28
02060,cad,5.7,2
02068,cad,5.73,3
02070,cad,8.44,7
02090,cad,4.76,16
02100,cad,5.07,3
02105,cad,6.48,6
02110,cad,4.8,1
02122,cad,5.65,29
02130,cad,5.55,2
02150,cad,6.45,4
02164,cad,7.74,5
02170,cad,5.46,23
02180,cad,9.37,12
02185,cad,7.69,7
02188,cad,9.38,9
02195,cad,5.55,2
02198,cad,6.56,7
02220,cad,5.0,1
02230,cad,4.9,1
02240,cad,6.31,8
02261,cad,5.76,12
02270,cad,10.93,11
02275,cad,5.7,1
02282,cad,5.9,1
02290,cad,8.22,17
04001,cad,8.65,31
04003,cad,6.08,20
04005,cad,6.75,22
04007,cad,6.54,32
04009,cad,6.05,11
04011,cad,5.52,5
04012,cad,6.46,14
04013,cad,5.9,36
04015,cad,6.52,39
04017,cad,8.13,43
04019,cad,6.34,34
04021,cad,7.63,31
04023,cad,5.27,10
04025,cad,5.71,25
04027,cad,6.49,19
05001,cad,6.42,5
05003,cad,6.79,9
05005,cad,6.58,8
05007,cad,6.06,21
05009,cad,6.53,9
05011,cad,6.7,3
05013,cad,6.47,3
05015,cad,6.34,5
05017,cad,7.7,3
05019,cad,6.15,6
05021,cad,6.91,12
05023,cad,6.6,5
05025,cad,6.92,6
05027,cad,6.98,5
05029,cad,6.46,5
05031,cad,7.03,10
05033,cad,6.94,9
05035,cad,7.19,12
05037,cad,7.4,4
05039,cad,6.37,3
05041,cad,7.42,6
05043,cad,6.2,3
05045,cad,6.4,10
05047,cad,7.3,5
05049,cad,7.5,3
05051,cad,6.57,7
05053,cad,6.54,5
05055,cad,6.42,5
05057,cad,6.41,8
05059,cad,6.64,7
05061,cad,6.6,4
05063,cad,6.59,8
05065,cad,6.76,7
05067,cad,7.98,10
05069,cad,7.07,7
05071,cad,7.52,6
05073,cad,7.2,4
05075,cad,6.6,12
05077,cad,7.02,6
05079,cad,7.33,3
05081,cad,6.57,6
05083,cad,6.91,10
05085,cad,6.29,9
05087,cad,6.9,3
05089,cad,7.12,5
05091,cad,6.57,3
05093,cad,7.1,15
05095,cad,7.4,5
05097,cad,7.25,4
05099,cad,7.33,6
05101,cad,6.05,2
05103,cad,6.67,6
05105,cad,6.72,5
05107,cad,7.44,5
05109,cad,6.5,5
05111,cad,7.03,7
05113,cad,7.48,6
05115,cad,6.68,6
05117,cad,6.84,5
05119,cad,6.36,16
05121,cad,7.22,6
05123,cad,7.2,8
05125,cad,5.69,9
05127,cad,8.0,1
05129,cad,7.18,4
05131,cad,6.18,10
05133,cad,7.1,5
05135,cad,7.73,3
05137,cad,7.35,2
05139,cad,6.42,8
05141,cad,7.5,3
05143,cad,5.9,11
05145,cad,7.42,16
05147,cad,6.96,5
05149,cad,7.33,6
06001,cad,4.07,20
06003,cad,5.82,4
06005,cad,5.24,16
06007,cad,5.79,28
06009,cad,5.28,16
06011,cad,5.93,9
06013,cad,4.25,52
06015,cad,6.17,6
06017,cad,4.87,13
06019,cad,6.34,42
06021,cad,5.92,5
06023,cad,5.66,32
06025,cad,6.74,17
06027,cad,5.23,11
06029,cad,6.48,57
06031,cad,6.5,11
06033,cad,5.74,15
06035,cad,5.9,11
06037,cad,4.45,139
06039,cad,5.51,15
06041,cad,4.01,30
06043,cad,5.63,11
06045,cad,5.57,22
06047,cad,6.16,24
06049,cad,5.92,12
06051,cad,5.03,12
06053,cad,5.41,28
06055,cad,4.45,11
06057,cad,4.99,11
06059,cad,4.27,40
06061,cad,4.6,20
06063,cad,4.98,23
06065,cad,5.7,70
06067,cad,5.3,34
06069,cad,4.7,4
06071,cad,5.69,50
06073,cad,4.87,51
06075,cad,4.1,1
06077,cad,5.75,28
06079,cad,4.62,29
06081,cad,3.94,32
06083,cad,4.78,24
06085,cad,3.78,24
06087,cad,4.62,29
06089,cad,5.53,21
06091,cad,5.55,8
06093,cad,5.98,18
06095,cad,4.6,11
06097,cad,4.59,34
06099,cad,6.13,29
06101,cad,5.41,9
06103,cad,6.36,16
06105,cad,6.13,12
06107,cad,7.06,48
06109,cad,5.0,19
06111,cad,4.65,23
06113,cad,5.24,12
06115,cad,5.65,10
08001,cad,5.58,10
08003,cad,5.63,3
08005,cad,4.11,17
08007,cad,4.9,2
08009,cad,5.7,4
08011,cad,6.7,2
08013,cad,4.02,25
08014,cad,3.9,1
08015,cad,4.73,6
08017,cad,4.85,2
08019,cad,4.66,7
08021,cad,5.7,7
08023,cad,6.4,3
08025,cad,6.25,4
08027,cad,4.8,2
08029,cad,5.47,6
08031,cad,4.4,1
08033,cad,5.0,2
08035,cad,3.72,17
08037,cad,4.29,8
08039,cad,4.36,5
08041,cad,4.28,16
08043,cad,5.34,10
08045,cad,4.76,12
08047,cad,4.05,2
08049,cad,4.81,7
08051,cad,4.73,3
08053,cad,4.6,1
08055,cad,5.15,2
08057,cad,5.1,1
08059,cad,4.16,18
08061,cad,5.35,2
08063,cad,5.23,6
08065,cad,5.5,3
08067,cad,4.8,4
08069,cad,4.21,7
08071,cad,5.1,8
08073,cad,5.3,4
08075,cad,5.36,8
08077,cad,5.1,10
08079,cad,4.4,1
08081,cad,6.0,3
08083,cad,5.82,5
08085,cad,5.34,5
08087,cad,5.04,10
08089,cad,5.7,8
08091,cad,4.22,4
08093,cad,4.8,1
08095,cad,4.95,2
08097,cad,4.12,4
08099,cad,5.56,5
08101,cad,5.14,10
08103,cad,5.05,2
08105,cad,5.38,5
08107,cad,4.68,4
08109,cad,5.35,2
08111,cad,4.9,1
08113,cad,4.6,3
08115,cad,5.67,3
08117,cad,4.5,7
08119,cad,4.78,5
08121,cad,5.2,2
08123,cad,5.0,22
