fips,disease,prevalence,nplaces
55089,copd,4.4,9
55091,copd,5.73,3
55093,copd,5.04,7
55095,copd,5.84,12
55097,copd,5.23,12
55099,copd,6.55,6
55101,copd,4.98,15
55103,copd,6.22,6
55105,copd,5.58,8
55107,copd,6.42,8
55109,copd,4.66,14
55111,copd,5.51,16
55113,copd,7.91,9
55115,copd,6.22,18
55117,copd,4.92,15
55119,copd,6.42,8
55121,copd,5.62,12
55123,copd,6.57,10
55125,copd,5.6,4
55127,copd,5.05,17
55129,copd,5.94,5
55131,copd,4.53,6
55133,copd,4.07,24
55135,copd,5.76,13
55137,copd,6.36,10
55139,copd,5.06,8
55141,copd,5.9,12
56001,copd,5.37,3
56003,copd,6.92,9
56005,copd,6.47,3
56007,copd,7.37,9
56009,copd,6.63,3
56011,copd,6.35,4
56013,copd,7.89,12
56015,copd,6.34,5
56017,copd,7.37,3
56019,copd,6.1,2
56021,copd,6.8,6
56023,copd,6.27,20
56025,copd,6.29,15
56027,copd,8.6,2
56029,copd,5.64,5
56031,copd,6.75,8
56033,copd,5.54,7
56035,copd,5.88,5
56037,copd,6.42,12
56039,copd,4.62,9
56041,copd,6.3,7
56043,copd,6.6,2
56045,copd,7.05,4
01001,depression,23.58,4
01003,depression,23.39,15
01005,depression,24.47,6
01007,depression,23.0,3
01009,depression,25.03,12
01011,depression,21.47,3
01013,depression,21.4,2
01015,depression,23.77,11
01017,depression,24.45,10
01019,depression,27.25,6
01021,depression,24.32,4
01023,depression,23.46,5
01025,depression,23.13,7
01027,depression,26.5,5
01029,depression,26.62,5
01031,depression,25.4,3
01033,depression,24.5,6
01035,depression,23.53,3
01037,depression,23.34,8
01039,depression,24.66,14
01041,depression,23.62,6
01043,depression,24.85,11
01045,depression,24.34,10
01047,depression,21.82,4
01049,depression,26.94,15
01051,depression,23.22,9
01053,depression,23.43,6
01055,depression,25.92,18
01057,depression,24.63,3
01059,depression,25.83,7
01061,depression,25.75,8
01063,depression,20.62,4
01065,depression,21.77,3
01067,depression,23.3,4
01069,depression,26.04,10
01071,depression,25.58,13
01073,depression,23.87,35
01075,depression,25.3,6
01077,depression,25.42,8
01079,depression,22.48,6
01081,depression,21.3,4
01083,depression,24.55,4
01085,depression,20.17,6
01087,depression,19.2,3
01089,depression,23.28,9
01091,depression,22.47,9
01093,depression,26.6,6
01095,depression,25.22,5
01097,depression,23.74,17
01099,depression,23.22,8
01101,depression,19.85,2
01103,depression,25.37,6
01105,depression,21.45,2
01107,depression,22.03,7
01109,depression,21.92,4
01111,depression,24.13,6
01113,depression,25.05,2
01115,depression,24.69,9
01117,depression,23.45,19
01119,depression,21.07,9
01121,depression,24.53,11
01123,depression,24.39,9
01125,depression,23.73,7
01127,depression,25.07,9
01129,depression,22.57,11
01131,depression,22.48,5
01133,depression,27.0,4
02013,depression,14.03,3
02016,depression,18.48,4
02020,depression,20.1,1
02050,depression,22.39,28
02060,depression,19.2,2
02068,depression,20.47,3
02070,depression,20.47,7
02090,depression,20.15,16
02100,depression,21.33,3
02105,depression,20.68,6
02110,depression,20.5,1
02122,depression,22.36,29
02130,depression,19.8,2
02150,depression,18.65,4
02164,depression,21.78,5
02170,depression,22.73,23
02180,depression,20.92,12
02185,depression,20.4,7
02188,depression,22.04,9
02195,depression,19.85,2
02198,depression,20.1,7
02220,depression,19.2,1
02230,depression,20.7,1
02240,depression,18.68,8
02261,depression,19.8,12
02270,depression,24.15,11
02275,depression,21.4,1
02282,depression,20.0,1
02290,depression,21.14,17
04001,depression,19.8,31
04003,depression,22.0,20
04005,depression,20.88,22
04007,depression,21.75,32
04009,depression,20.38,11
04011,depression,19.74,5
04012,depression,23.02,14
04013,depression,20.47,36
04015,depression,22.21,39
04017,depression,22.22,43
04019,depression,24.55,34
04021,depression,21.02,31
04023,depression,19.86,10
04025,depression,22.8,25
04027,depression,19.26,19
05001,depression,26.1,5
05003,depression,25.2,9
05005,depression,28.72,8
05007,depression,24.36,21
05009,depression,28.01,9
05011,depression,25.47,3
05013,depression,24.57,3
05015,depression,26.42,5
05017,depression,22.63,3
05019,depression,25.4,6
05021,depression,29.14,12
05023,depression,27.16,5
05025,depression,26.35,6
05027,depression,24.98,5
05029,depression,25.22,5
05031,depression,29.58,10
05033,depression,28.27,9
05035,depression,25.26,12
05037,depression,26.82,4
05039,depression,23.0,3
05041,depression,24.05,6
05043,depression,23.1,3
05045,depression,27.43,10
05047,depression,30.08,5
05049,depression,29.6,3
05051,depression,26.3,7
05053,depression,27.6,5
05055,depression,27.76,5
05057,depression,23.82,8
05059,depression,25.44,7
05061,depression,24.92,4
05063,depression,27.26,8
05065,depression,26.94,7
05067,depression,29.2,10
05069,depression,23.64,7
05071,depression,29.03,6
05073,depression,24.65,4
05075,depression,28.99,12
05077,depression,23.77,6
05079,depression,24.27,3
05081,depression,26.63,6
05083,depression,27.22,10
05085,depression,27.06,9
05087,depression,28.33,3
05089,depression,29.04,5
05091,depression,23.5,3
05093,depression,27.51,15
05095,depression,26.7,5
05097,depression,29.45,4
05099,depression,26.83,6
05101,depression,28.05,2
05103,depression,24.03,6
05105,depression,28.14,5
05107,depression,23.84,5
05109,depression,27.7,5
05111,depression,28.21,7
05113,depression,27.8,6
05115,depression,27.98,6
05117,depression,27.56,5
05119,depression,23.04,16
05121,depression,28.87,6
05123,depression,24.34,8
05125,depression,25.18,9
05127,depression,29.8,1
05129,depression,29.45,4
05131,depression,28.73,10
05133,depression,25.98,5
05135,depression,30.53,3
05137,depression,30.4,2
05139,depression,25.62,8
05141,depression,28.77,3
05143,depression,25.99,11
05145,depression,27.82,16
05147,depression,25.48,5
05149,depression,27.77,6
06001,depression,17.24,20
06003,depression,22.82,4
06005,depression,21.71,16
06007,depression,22.61,28
06009,depression,22.4,16
06011,depression,20.7,9
06013,depression,17.34,52
06015,depression,21.8,6
06017,depression,22.7,13
06019,depression,17.92,42
06021,depression,21.6,5
06023,depression,23.49,32
06025,depression,18.95,17
06027,depression,20.52,11
06029,depression,21.46,57
06031,depression,18.9,11
06033,depression,22.61,15
06035,depression,21.78,11
06037,depression,15.58,139
06039,depression,20.17,15
06041,depression,18.09,30
06043,depression,22.29,11
06045,depression,20.69,22
06047,depression,19.51,24
06049,depression,22.55,12
06051,depression,21.01,12
06053,depression,19.35,28
06055,depression,18.67,11
06057,depression,21.9,11
06059,depression,17.35,40
06061,depression,19.88,20
06063,depression,21.27,23
06065,depression,18.0,70
06067,depression,19.99,34
06069,depression,18.9,4
06071,depression,19.44,50
06073,depression,18.63,51
06075,depression,15.7,1
06077,depression,18.41,28
06079,depression,19.46,29
06081,depression,15.76,32
06083,depression,19.84,24
06085,depression,15.43,24
06087,depression,19.33,29
06089,depression,22.22,21
06091,depression,22.19,8
06093,depression,22.76,18
06095,depression,18.85,11
06097,depression,20.41,34
06099,depression,21.48,29
06101,depression,20.24,9
06103,depression,22.74,16
06105,depression,22.5,12
06107,depression,19.92,48
06109,depression,21.92,19
06111,depression,18.23,23
06113,depression,19.08,12
06115,depression,21.64,10
08001,depression,22.24,10
08003,depression,22.57,3
08005,depression,20.87,17
08007,depression,21.3,2
08009,depression,24.3,4
08011,depression,25.0,2
08013,depression,22.73,25
08014,depression,21.0,1
08015,depression,22.82,6
08017,depression,23.1,2
08019,depression,22.59,7
08021,depression,20.89,7
08023,depression,21.83,3
08025,depression,25.25,4
08027,depression,21.3,2
08029,depression,22.65,6
08031,depression,21.4,1
08033,depression,23.0,2
08035,depression,18.85,17
08037,depression,19.9,8
08039,depression,22.34,5
08041,depression,25.59,16
08043,depression,24.11,10
08045,depression,22.8,12
08047,depression,22.95,2
08049,depression,22.3,7
08051,depression,22.53,3
08053,depression,22.5,1
08055,depression,23.2,2
08057,depression,23.2,1
08059,depression,20.27,18
08061,depression,25.1,2
08063,depression,23.22,6
08065,depression,22.57,3
08067,depression,22.38,4
08069,depression,24.33,7
08071,depression,22.76,8
08073,depression,24.75,4
08075,depression,22.95,8
08077,depression,24.46,10
08079,depression,22.8,1
08081,depression,24.73,3
08083,depression,24.32,5
08085,depression,23.98,5
08087,depression,22.08,10
08089,depression,23.24,8
08091,depression,22.28,4
08093,depression,23.1,1
08095,depression,21.9,2
08097,depression,20.15,4
08099,depression,22.96,5
08101,depression,22.83,10
08103,depression,23.8,2
08105,depression,22.98,5
08107,depression,21.32,4
08109,depression,22.4,2
08111,depression,21.8,1
08113,depression,21.2,3
08115,depression,24.07,3
08117,depression,20.21,7
08119,depression,21.64,5
08121,depression,23.9,2
08123,depression,21.13,22
08125,depression,22.38,5
09001,depression,18.11,23
09003,depression,23.64,27
09005,depression,22.42,19
09007,depression,23.99,14
09009,depression,21.0,18
09011,depression,22.86,19
09013,depression,23.32,8
09015,depression,25.16,12
10001,depression,20.39,23
10003,depression,18.62,24
10005,depression,18.38,25
11001,depression,20.1,1
13001,depression,21.97,3
13003,depression,21.6,2
13005,depression,22.8,2
13007,depression,21.6,1
13009,depression,20.8,2
13011,depression,25.4,1
13013,depression,22.84,5
13015,depression,23.12,6
13019,depression,23.45,4
13023,depression,21.8,1
13025,depression,24.95,2
13027,depression,20.95,2
13029,depression,22.15,2
13031,depression,21.78,4
13033,depression,21.78,6
13035,depression,21.67,3
13037,depression,21.3,3
13039,depression,21.0,4
13043,depression,23.1,2
13045,depression,22.34,5
13047,depression,23.85,2
13049,depression,24.75,2
13051,depression,19.98,17
13053,depression,20.6,1
13055,depression,24.58,4
13057,depression,21.88,5
13059,depression,21.9,2
13061,depression,21.3,1
13063,depression,16.82,9
13065,depression,24.32,4
13067,depression,18.11,8
13069,depression,20.98,4
13071,depression,22.85,6
13073,depression,21.1,4
13075,depression,21.82,4
13077,depression,21.04,7
13079,depression,22.45,2
13081,depression,22.45,2
13083,depression,24.4,1
13085,depression,22.1,1
13087,depression,21.62,4
13089,depression,18.24,19
13091,depression,21.08,4
13093,depression,19.34,5
13095,depression,20.2,2
13097,depression,19.35,2
13099,depression,22.82,4
13103,depression,20.03,3
13105,depression,23.53,3
13107,depression,22.5,8
13109,depression,23.45,4
13111,depression,24.2,5
13113,depression,20.6,5
13115,depression,24.98,4
13117,depression,19.7,1
13119,depression,23.67,3
13121,depression,17.84,10
13123,depression,25.2,3
13125,depression,24.25,2
13127,depression,21.12,4
13129,depression,23.16,5
13131,depression,22.03,3
13133,depression,20.06,5
13135,depression,17.77,11
13137,depression,23.7,5
13139,depression,21.42,4
13141,depression,19.8,1
13143,depression,24.1,3
13145,depression,19.57,3
13147,depression,24.0,4
13149,depression,23.37,3
13151,depression,20.0,4
13153,depression,21.75,2
13155,depression,20.3,1
13157,depression,23.4,7
13159,depression,21.35,2
13161,depression,24.63,3
13163,depression,21.43,6
13165,depression,24.85,2
13167,depression,24.3,2
13169,depression,20.9,1
13171,depression,22.13,3
13173,depression,21.7,1
13175,depression,23.47,7
13177,depression,21.45,2
13179,depression,20.62,8
13181,depression,21.6,1
13183,depression,22.4,1
13185,depression,23.46,5
13187,depression,23.9,1
13189,depression,23.2,2
13191,depression,22.4,1
13193,depression,20.0,4
13195,depression,24.0,6
13197,depression,18.5,1
13199,depression,22.13,6
13201,depression,22.0,2
13205,depression,21.05,4
13207,depression,18.9,2
13209,depression,22.03,6
13211,depression,20.7,4
13213,depression,23.3,2
13215,depression,21.8,1
13217,depression,22.74,5
13219,depression,21.1,3
13221,depression,23.12,4
13223,depression,21.7,2
13225,depression,19.5,1
13227,depression,24.65,2
13229,depression,23.83,3
13231,depression,20.58,6
13233,depression,23.17,3
13235,depression,23.3,1
13237,depression,22.1,2
13239,depression,21.9,1
13241,depression,22.86,5
13243,depression,21.2,3
13245,depression,22.6,2
13247,depression,20.65,2
13249,depression,22.2,1
13251,depression,21.46,5
13253,depression,22.6,2
13255,depression,22.12,5
13257,depression,22.9,2
13259,depression,19.0,2
13261,depression,20.1,5
13263,depression,18.98,4
13265,depression,20.1,2
13267,depression,23.57,6
13269,depression,24.2,3
13271,depression,21.7,2
13273,depression,20.7,4
13275,depression,21.92,4
13277,depression,20.08,4
13279,depression,24.3,2
13281,depression,22.8,2
13283,depression,20.4,1
13285,depression,22.4,2
13287,depression,22.3,3
13289,depression,20.4,1
13291,depression,20.8,1
13293,depression,21.48,6
13295,depression,24.9,6
13297,depression,23.88,5
13299,depression,23.8,2
13301,depression,20.6,3
13303,depression,21.17,7
13305,depression,21.33,3
13307,depression,21.5,1
13309,depression,19.75,2
13311,depression,22.68,4
13313,depression,21.82,4
13315,depression,20.88,5
13317,depression,21.87,3
13319,depression,21.46,5
13321,depression,23.6,4
15001,depression,17.57,44
15003,depression,13.33,51
15007,depression,15.06,24
15009,depression,14.19,28
16001,depression,25.63,6
16003,depression,23.45,2
16005,depression,23.75,6
16007,depression,23.17,6
16009,depression,24.68,4
16011,depression,23.81,9
16013,depression,20.82,5
16015,depression,21.6,5
16017,depression,24.09,9
16019,depression,23.59,7
16021,depression,24.0,2
16023,depression,23.5,3
16025,depression,24.2,1
16027,depression,23.66,8
16029,depression,24.43,3
16031,depression,23.28,4
16033,depression,21.9,1
16035,depression,22.98,4
16037,depression,24.23,3
16039,depression,23.05,2
16041,depression,23.04,5
16043,depression,22.6,6
16045,depression,22.8,1
16047,depression,23.35,4
16049,depression,22.37,6
16051,depression,21.4,5
16053,depression,23.03,3
16055,depression,21.78,13
16057,depression,24.96,10
16059,depression,23.45,2
16061,depression,22.77,3
16063,depression,23.27,3
16065,depression,24.4,2
16067,depression,21.14,5
16069,depression,24.7,5
16071,depression,22.9,1
16073,depression,22.42,4
16075,depression,23.2,3
16077,depression,23.73,3
16079,depression,24.47,7
16081,depression,22.67,3
16083,depression,23.96,8
16085,depression,22.68,4
16087,depression,23.8,3
17001,depression,22.99,13
17003,depression,22.67,6
17005,depression,21.88,6
17007,depression,20.32,6
17009,depression,23.15,4
17011,depression,22.41,22
17013,depression,22.88,5
17015,depression,21.66,7
17017,depression,22.22,5
17019,depression,21.76,25
17021,depression,22.02,13
17023,depression,22.95,4
17025,depression,23.3,6
17027,depression,21.4,11
17029,depression,23.42,6
17031,depression,17.18,102
17033,depression,22.85,6
17035,depression,23.35,4
17037,depression,21.38,10
17039,depression,21.91,7
17041,depression,22.59,7
17043,depression,17.65,20
17045,depression,22.5,8
17047,depression,23.0,4
17049,depression,21.94,9
17051,depression,23.52,5
17053,depression,22.79,8
17055,depression,23.49,15
17057,depression,22.47,17
17059,depression,24.32,6
17061,depression,22.98,8
17063,depression,21.89,8
17065,depression,23.13,3
17067,depression,22.45,12
17069,depression,23.5,3
17071,depression,21.87,7
17073,depression,21.48,13
17075,depression,22.5,20
17077,depression,23.88,11
17079,depression,22.46,7
17081,depression,22.7,10
17083,depression,22.36,5
17085,depression,22.06,12
17087,depression,23.35,6
17089,depression,18.79,18
17091,depression,21.32,17
17093,depression,19.84,8
17095,depression,22.97,16
17097,depression,18.22,50
17099,depression,21.84,22
17101,depression,21.76,5
17103,depression,22.01,11
17105,depression,22.42,12
17107,depression,21.98,13
17109,depression,23.03,12
17111,depression,20.5,24
17113,depression,21.66,22
17115,depression,21.83,13
17117,depression,23.35,24
17119,depression,21.26,28
17121,depression,23.77,12
17123,depression,21.96,7
17125,depression,23.36,9
17127,depression,23.03,3
17129,depression,22.22,6
17131,depression,22.34,10
17133,depression,21.53,3
17135,depression,23.03,15
17137,depression,22.39,10
17139,depression,22.75,6
17141,depression,21.59,14
17143,depression,22.42,16
17145,depression,22.23,6
17147,depression,21.44,9
17149,depression,23.21,13
17151,depression,24.7,1
17153,depression,21.87,7
17155,depression,21.73,6
17157,depression,22.55,12
17159,depression,22.38,5
17161,depression,21.43,14
17163,depression,20.2,28
17165,depression,23.9,6
17167,depression,21.83,26
17169,depression,23.38,4
17171,depression,22.6,7
17173,depression,22.22,11
17175,depression,23.18,4
17177,depression,21.85,11
17179,depression,22.3,15
17181,depression,22.78,5
17183,depression,22.26,21
17185,depression,22.35,4
17187,depression,22.18,4
17189,depression,21.75,12
17191,depression,23.64,8
17193,depression,23.2,7
17195,depression,22.32,11
17197,depression,19.72,22
17199,depression,22.61,14
17201,depression,20.97,9
17203,depression,21.43,11
18001,depression,28.32,4
18003,depression,24.49,9
18005,depression,25.76,7
18007,depression,27.06,5
18009,depression,26.7,3
18011,depression,23.26,5
18013,depression,26.7,2
18015,depression,26.58,5
18017,depression,25.96,5
18019,depression,24.01,9
18021,depression,28.12,8
18023,depression,27.32,6
18025,depression,27.7,4
18027,depression,28.7,8
18029,depression,25.62,9
18031,depression,26.8,5
18033,depression,27.74,7
18035,depression,27.07,6
18037,depression,26.08,6
18039,depression,26.97,9
18041,depression,28.7,1
18043,depression,26.4,4
18045,depression,27.09,8
18047,depression,26.83,6
18049,depression,25.55,4
18051,depression,26.44,10
18053,depression,27.35,15
18055,depression,27.27,9
18057,depression,24.4,8
18059,depression,26.0,5
18061,depression,25.84,7
18063,depression,24.24,11
18065,depression,27.24,14
18067,depression,26.2,3
18069,depression,27.32,5
18071,depression,27.28,6
18073,depression,26.4,5
18075,depression,28.1,4
18077,depression,27.32,5
18079,depression,28.23,6
18081,depression,27.71,7
18083,depression,25.75,13
18085,depression,25.78,13
18087,depression,28.15,4
18089,depression,23.94,21
18091,depression,25.94,15
18093,depression,27.28,5
18095,depression,26.13,11
18097,depression,25.8,13
18099,depression,27.58,6
18101,depression,26.88,5
18103,depression,27.12,6
18105,depression,26.84,5
18107,depression,26.01,11
18109,depression,26.84,7
18111,depression,26.98,6
18113,depression,27.17,7
18115,depression,26.1,1
18117,depression,28.52,4
18119,depression,27.55,2
18121,depression,28.18,6
18123,depression,27.2,3
18125,depression,27.25,4
18127,depression,23.47,15
18129,depression,25.7,6
18131,depression,27.16,5
18133,depression,25.72,8
18135,depression,27.69,9
18137,depression,27.32,6
18139,depression,27.22,5
18141,depression,25.37,11
18143,depression,28.65,2
18145,depression,26.22,4
18147,depression,25.6,9
18149,depression,28.26,5
18151,depression,26.34,5
18153,depression,26.63,7
18155,depression,28.53,3
18157,depression,24.08,12
18159,depression,25.82,4
18161,depression,27.15,2
18163,depression,26.1,4
18165,depression,27.8,9
18167,depression,27.01,11
18169,depression,26.27,7
18171,depression,25.72,4
18173,depression,26.5,6
18175,depression,27.41,8
18177,depression,29.12,14
18179,depression,25.98,4
18181,depression,25.26,10
18183,depression,25.78,5
19001,depression,18.82,4
19003,depression,18.87,3
19005,depression,18.74,5
19007,depression,20.73,7
19009,depression,19.52,5
19011,depression,18.27,14
19013,depression,19.91,10
19015,depression,18.62,6
19017,depression,18.48,6
19019,depression,18.08,8
19021,depression,16.2,10
19023,depression,19.44,9
19025,depression,19.37,7
19027,depression,18.64,10
19029,depression,19.89,8
19031,depression,18.87,7
19033,depression,19.18,10
19035,depression,18.74,8
19037,depression,19.25,6
19039,depression,19.2,3
19041,depression,19.01,7
19043,depression,19.11,12
19045,depression,19.44,14
19047,depression,18.55,11
19049,depression,18.6,12
19051,depression,20.02,4
19053,depression,20.2,7
19055,depression,18.84,10
19057,depression,21.53,6
19059,depression,18.68,10
19061,depression,17.88,15
19063,depression,20.0,6
19065,depression,19.14,12
19067,depression,18.75,6
19069,depression,19.02,9
19071,depression,19.62,9
19073,depression,19.43,7
19075,depression,18.29,9
19077,depression,18.86,9
19079,depression,18.85,8
19081,depression,19.18,8
19083,depression,18.78,10
19085,depression,19.81,10
19087,depression,21.16,9
19089,depression,18.95,4
19091,depression,19.45,8
19093,depression,18.08,5
19095,depression,19.37,13
19097,depression,18.68,11
19099,depression,19.65,11
19101,depression,20.36,7
19103,depression,19.63,12
19105,depression,19.99,10
19107,depression,19.43,12
19109,depression,19.39,12
19111,depression,19.29,9
19113,depression,21.12,17
19115,depression,18.71,8
19117,depression,18.66,5
19119,depression,18.09,8
19121,depression,18.73,7
19123,depression,18.89,8
19125,depression,19.32,8
19127,depression,22.79,13
19129,depression,19.26,8
19131,depression,19.49,9
19133,depression,19.5,9
19135,depression,19.47,3
19137,depression,19.7,5
19139,depression,19.77,7
19141,depression,18.29,7
19143,depression,19.06,5
19145,depression,18.81,7
19147,depression,18.87,7
19149,depression,18.46,10
19151,depression,20.36,7
19153,depression,19.76,11
19155,depression,18.23,14
19157,depression,18.49,8
19159,depression,19.48,5
19161,depression,18.71,7
19163,depression,17.74,15
19165,depression,18.24,8
19167,depression,16.3,12
19169,depression,18.92,14
19171,depression,19.25,11
19173,depression,19.18,4
19175,depression,18.86,5
19177,depression,19.68,9
19179,depression,19.48,6
19181,depression,18.0,8
19183,depression,18.66,8
19185,depression,20.42,6
19187,depression,19.36,13
19189,depression,18.53,6
19191,depression,18.68,8
19193,depression,20.03,15
19195,depression,18.64,7
19197,depression,18.65,6
20001,depression,21.56,7
20003,depression,21.7,6
20005,depression,21.7,4
20007,depression,21.15,6
20009,depression,21.71,8
20011,depression,22.1,6
20013,depression,21.74,7
20015,depression,21.87,13
20017,depression,20.3,3
20019,depression,22.68,4
20021,depression,22.32,8
20023,depression,20.6,2
20025,depression,21.4,2
20027,depression,20.12,5
20029,depression,21.24,5
20031,depression,21.02,6
20033,depression,20.8,2
20035,depression,22.99,8
20037,depression,24.51,12
20039,depression,21.07,3
20041,depression,22.04,8
20043,depression,22.22,8
20045,depression,22.48,4
20047,depression,20.5,3
20049,depression,23.4,5
20051,depression,20.12,6
20053,depression,20.58,5
20055,depression,18.6,2
20057,depression,18.47,6
20059,depression,21.32,8
20061,depression,19.4,3
20063,depression,21.18,5
20065,depression,21.47,3
20067,depression,19.6,1
20069,depression,20.88,5
20071,depression,20.6,2
20073,depression,21.78,5
20075,depression,20.45,2
20077,depression,22.4,4
20079,depression,21.53,6
20081,depression,21.4,2
20083,depression,21.25,2
20085,depression,22.6,9
20087,depression,22.08,9
20089,depression,21.92,6
20091,depression,19.0,17
20093,depression,20.5,2
20095,depression,19.92,6
20097,depression,21.13,3
20099,depression,22.47,6
20101,depression,20.85,2
20103,depression,19.57,6
20105,depression,21.53,3
20107,depression,22.0,7
20109,depression,20.9,1
20111,depression,20.5,8
20113,depression,20.22,9
20115,depression,22.02,11
20117,depression,19.72,10
20119,depression,20.63,3
20121,depression,20.75,6
20123,depression,21.4,5
20125,depression,22.44,9
20127,depression,21.18,4
20129,depression,20.95,2
20131,depression,19.3,6
20133,depression,22.07,6
20135,depression,21.38,4
20137,depression,22.4,3
20139,depression,20.82,9
20141,depression,20.02,5
20143,depression,20.57,6
20145,depression,21.55,4
20147,depression,20.24,7
20149,depression,21.88,9
20151,depression,20.2,6
20153,depression,21.4,3
20155,depression,26.24,13
20157,depression,20.56,8
20159,depression,21.6,8
20161,depression,19.45,4
20163,depression,21.22,6
20165,depression,21.36,7
20167,depression,21.26,5
20169,depression,21.67,6
20171,depression,19.7,1
20173,depression,21.53,19
20175,depression,20.9,2
20177,depression,25.12,5
20179,depression,20.15,2
20181,depression,20.1,2
20183,depression,20.95,4
20185,depression,21.5,5
20187,depression,20.1,2
20189,depression,20.05,2
20191,depression,21.1,9
20193,depression,20.27,3
20195,depression,20.3,2
20197,depression,20.77,7
20199,depression,19.8,2
20201,depression,21.47,9
20203,depression,19.0,1
20205,depression,22.2,6
20207,depression,22.15,4
20209,depression,21.55,2
21001,depression,29.0,1
21003,depression,30.5,1
21005,depression,27.3,1
21007,depression,29.74,7
21009,depression,29.68,4
21011,depression,29.83,3
21013,depression,32.3,2
21015,depression,25.09,10
21017,depression,27.85,2
21019,depression,31.5,4
21021,depression,27.4,2
21023,depression,28.8,2
21025,depression,32.1,1
21027,depression,30.8,3
21029,depression,27.29,9
21031,depression,28.87,3
21033,depression,28.25,2
21035,depression,27.73,3
21037,depression,27.67,16
21039,depression,29.55,2
21041,depression,29.2,5
21043,depression,29.05,2
21045,depression,30.7,1
21047,depression,28.39,7
21049,depression,28.9,1
21051,depression,32.4,2
21053,depression,30.9,1
21055,depression,29.53,3
21057,depression,29.85,2
21059,depression,28.4,4
21061,depression,30.5,1
21063,depression,31.7,1
21065,depression,31.5,2
21067,depression,24.0,1
21069,depression,29.43,3
21071,depression,31.3,8
21073,depression,26.4,1
21075,depression,28.27,3
21077,depression,28.47,3
21079,depression,30.0,1
21081,depression,29.3,2
21083,depression,28.43,9
21085,depression,31.0,3
21087,depression,31.5,2
21089,depression,28.61,8
21091,depression,27.5,2
21093,depression,28.08,6
21095,depression,30.58,12
21097,depression,29.55,2
21099,depression,30.72,4
21101,depression,28.58,4
21103,depression,28.42,4
21105,depression,28.25,2
21107,depression,28.57,9
21109,depression,30.4,2
21111,depression,24.71,78
21113,depression,27.7,3
21115,depression,31.0,1
21117,depression,26.17,18
21119,depression,30.95,2
21121,depression,30.97,3
21123,depression,27.87,3
21125,depression,29.65,2
21127,depression,31.7,1
21129,depression,34.3,1
21131,depression,31.9,1
21133,depression,31.26,8
21135,depression,31.6,2
21137,depression,30.87,3
21139,depression,29.24,5
21141,depression,28.75,4
21143,depression,25.9,2
21145,depression,28.58,5
21147,depression,32.2,3
21149,depression,28.56,5
21151,depression,28.5,2
21153,depression,34.1,1
21155,depression,29.3,4
21157,depression,27.72,4
21159,depression,31.1,2
21161,depression,27.07,3
21163,depression,28.85,2
21165,depression,29.9,1
21167,depression,28.17,3
21169,depression,30.7,2
21171,depression,30.3,3
21173,depression,28.87,3
21175,depression,28.05,2
21177,depression,28.6,7
21179,depression,27.15,6
21181,depression,31.4,1
21183,depression,29.9,7
21185,depression,24.49,8
21187,depression,29.7,3
21189,depression,31.9,1
21191,depression,28.9,2
21193,depression,30.5,4
21195,depression,30.59,8
21197,depression,29.95,2
21199,depression,31.65,4
21201,depression,29.4,1
21203,depression,31.27,3
21205,depression,31.37,3
21207,depression,28.85,2
21209,depression,27.53,3
21211,depression,25.9,2
21213,depression,27.7,1
21215,depression,27.6,1
21217,depression,29.2,1
21219,depression,29.18,4
21221,depression,26.0,2
21223,depression,29.05,2
21225,depression,29.28,5
21227,depression,26.63,6
21229,depression,27.47,3
21231,depression,30.4,1
21233,depression,29.06,7
21235,depression,32.42,4
21237,depression,31.15,2
21239,depression,26.1,2
22001,depression,31.06,9
22003,depression,27.72,5
22005,depression,24.12,4
22007,depression,28.31,7
22009,depression,28.57,12
22011,depression,29.78,5
22013,depression,26.69,9
22015,depression,25.25,6
22017,depression,26.7,11
22019,depression,28.09,12
22021,depression,26.8,4
22023,depression,29.85,2
22025,depression,26.42,4
22027,depression,27.62,4
22029,depression,28.79,7
22031,depression,25.68,10
22033,depression,24.79,14
22035,depression,25.4,1
22037,depression,24.26,5
22039,depression,28.02,6
22041,depression,28.25,4
22043,depression,26.96,7
22045,depression,26.75,4
22047,depression,23.38,8
22049,depression,26.06,7
22051,depression,24.85,21
22053,depression,26.46,7
22055,depression,27.1,6
22057,depression,30.0,14
22059,depression,26.65,4
22061,depression,25.18,6
22063,depression,28.5,9
22065,depression,26.77,3
22067,depression,27.26,5
22069,depression,25.4,11
22071,depression,23.8,1
22073,depression,25.8,10
22075,depression,26.51,8
22077,depression,28.88,5
22079,depression,27.54,11
22081,depression,28.8,4
22083,depression,26.92,4
22085,depression,26.72,9
22087,depression,28.16,5
22089,depression,26.38,12
22091,depression,24.85,2
22093,depression,24.53,13
22095,depression,24.32,6
22097,depression,26.65,11
22099,depression,26.4,7
22101,depression,25.26,10
22103,depression,25.39,10
22105,depression,25.62,9
22107,depression,25.53,3
22109,depression,30.28,9
22111,depression,24.78,5
22113,depression,26.88,5
22115,depression,27.7,8
22117,depression,25.52,4
22119,depression,28.96,11
22121,depression,25.08,4
22123,depression,27.82,4
22125,depression,25.1,1
22127,depression,27.27,7
23001,depression,29.4,5
23003,depression,25.96,14
23005,depression,23.85,21
23007,depression,26.83,3
23009,depression,28.64,7
23011,depression,25.39,10
23013,depression,27.6,3
23015,depression,26.32,5
23017,depression,27.27,7
