fips,indicator,value
22087,lt_hs,19.42
22089,lt_hs,10.14
22091,lt_hs,20.93
22093,lt_hs,14.38
22095,lt_hs,14.39
22097,lt_hs,23.34
22099,lt_hs,16.76
22101,lt_hs,17.95
22103,lt_hs,9.51
22105,lt_hs,17.94
22107,lt_hs,21.12
22109,lt_hs,19.42
22111,lt_hs,14.98
22113,lt_hs,20.04
22115,lt_hs,12.37
22117,lt_hs,19.44
22119,lt_hs,14.38
22121,lt_hs,13.16
22123,lt_hs,19.01
22125,lt_hs,19.96
22127,lt_hs,19.32
23001,lt_hs,8.74
23003,lt_hs,10.2
23005,lt_hs,4.72
23007,lt_hs,6.4
23009,lt_hs,5.27
23011,lt_hs,6.76
23013,lt_hs,6.97
23015,lt_hs,6.24
23017,lt_hs,8.59
23019,lt_hs,7.13
23021,lt_hs,8.41
23023,lt_hs,5.5
23025,lt_hs,9.73
23027,lt_hs,7.2
23029,lt_hs,9.06
23031,lt_hs,6.24
24001,lt_hs,10.17
24003,lt_hs,6.79
24005,lt_hs,8.43
24009,lt_hs,5.72
24011,lt_hs,15.74
24013,lt_hs,6.86
24015,lt_hs,9.96
24017,lt_hs,6.44
24019,lt_hs,13.0
24021,lt_hs,7.44
24023,lt_hs,9.85
24025,lt_hs,6.94
24027,lt_hs,4.49
24029,lt_hs,10.74
24031,lt_hs,8.64
24033,lt_hs,12.81
24035,lt_hs,6.75
24037,lt_hs,9.64
24039,lt_hs,16.48
24041,lt_hs,8.85
24043,lt_hs,11.87
24045,lt_hs,12.34
24047,lt_hs,7.75
24510,lt_hs,14.47
25001,lt_hs,4.18
25003,lt_hs,7.14
25005,lt_hs,13.85
25007,lt_hs,4.26
25009,lt_hs,10.31
25011,lt_hs,6.56
25013,lt_hs,14.21
25015,lt_hs,4.91
25017,lt_hs,6.35
25019,lt_hs,4.94
25021,lt_hs,5.92
25023,lt_hs,7.17
25025,lt_hs,13.13
25027,lt_hs,8.71
26001,lt_hs,9.85
26003,lt_hs,7.83
26005,lt_hs,8.77
26007,lt_hs,7.12
26009,lt_hs,6.98
26011,lt_hs,10.96
26013,lt_hs,10.14
26015,lt_hs,6.64
26017,lt_hs,9.46
26019,lt_hs,6.14
26021,lt_hs,9.53
26023,lt_hs,10.78
26025,lt_hs,9.22
26027,lt_hs,11.73
26029,lt_hs,6.15
26031,lt_hs,9.89
26033,lt_hs,7.85
26035,lt_hs,14.49
26037,lt_hs,4.83
26039,lt_hs,9.41
26041,lt_hs,7.47
26043,lt_hs,5.27
26045,lt_hs,5.42
26047,lt_hs,5.17
26049,lt_hs,9.09
26051,lt_hs,12.29
26053,lt_hs,5.83
26055,lt_hs,4.64
26057,lt_hs,7.94
26059,lt_hs,10.12
26061,lt_hs,7.17
26063,lt_hs,9.7
26065,lt_hs,6.57
26067,lt_hs,8.63
26069,lt_hs,11.33
26071,lt_hs,7.91
26073,lt_hs,7.54
26075,lt_hs,8.27
26077,lt_hs,5.93
26079,lt_hs,12.02
26081,lt_hs,8.6
26083,lt_hs,2.92
26085,lt_hs,17.04
26087,lt_hs,8.76
26089,lt_hs,4.1
26091,lt_hs,8.97
26093,lt_hs,4.45
26095,lt_hs,10.18
26097,lt_hs,9.4
26099,lt_hs,9.51
26101,lt_hs,9.47
26103,lt_hs,4.45
26105,lt_hs,8.57
26107,lt_hs,8.53
26109,lt_hs,6.41
26111,lt_hs,5.61
26113,lt_hs,9.39
26115,lt_hs,8.58
26117,lt_hs,10.66
26119,lt_hs,11.48
26121,lt_hs,8.65
26123,lt_hs,10.61
26125,lt_hs,5.65
26127,lt_hs,12.02
26129,lt_hs,13.34
26131,lt_hs,7.37
26133,lt_hs,11.09
26135,lt_hs,17.92
26137,lt_hs,6.75
26139,lt_hs,6.61
26141,lt_hs,9.87
26143,lt_hs,10.0
26145,lt_hs,9.74
26147,lt_hs,8.6
26149,lt_hs,13.47
26151,lt_hs,10.47
26153,lt_hs,10.28
26155,lt_hs,7.5
26157,lt_hs,9.9
26159,lt_hs,12.57
26161,lt_hs,4.31
26163,lt_hs,12.84
26165,lt_hs,10.13
27001,lt_hs,7.87
27003,lt_hs,5.83
27005,lt_hs,7.04
27007,lt_hs,7.72
27009,lt_hs,8.74
27011,lt_hs,7.78
27013,lt_hs,5.38
27015,lt_hs,7.06
27017,lt_hs,5.71
27019,lt_hs,3.62
27021,lt_hs,6.61
27023,lt_hs,10.9
27025,lt_hs,4.61
27027,lt_hs,4.74
27029,lt_hs,14.48
27031,lt_hs,3.04
27033,lt_hs,9.93
27035,lt_hs,5.7
27037,lt_hs,5.04
27039,lt_hs,5.83
27041,lt_hs,4.48
27043,lt_hs,7.76
27045,lt_hs,8.95
27047,lt_hs,11.77
27049,lt_hs,7.11
27051,lt_hs,6.98
27053,lt_hs,6.36
27055,lt_hs,5.35
27057,lt_hs,6.24
27059,lt_hs,7.67
27061,lt_hs,5.76
27063,lt_hs,6.76
27065,lt_hs,10.08
27067,lt_hs,9.06
27069,lt_hs,3.16
27071,lt_hs,7.27
27073,lt_hs,6.54
27075,lt_hs,5.42
27077,lt_hs,3.75
27079,lt_hs,5.47
27081,lt_hs,7.49
27083,lt_hs,6.99
27085,lt_hs,6.68
27087,lt_hs,13.87
27089,lt_hs,9.93
27091,lt_hs,6.41
27093,lt_hs,6.46
27095,lt_hs,9.8
27097,lt_hs,8.87
27099,lt_hs,11.84
27101,lt_hs,9.93
27103,lt_hs,6.19
27105,lt_hs,22.41
27107,lt_hs,6.91
27109,lt_hs,5.5
27111,lt_hs,7.88
27113,lt_hs,5.78
27115,lt_hs,8.81
27117,lt_hs,9.81
27119,lt_hs,6.82
27121,lt_hs,6.26
27123,lt_hs,9.02
27125,lt_hs,5.95
27127,lt_hs,7.59
27129,lt_hs,9.57
27131,lt_hs,8.51
27133,lt_hs,6.93
27135,lt_hs,8.45
27137,lt_hs,5.54
27139,lt_hs,4.95
27141,lt_hs,5.91
27143,lt_hs,7.81
27145,lt_hs,8.1
27147,lt_hs,7.33
27149,lt_hs,5.18
27151,lt_hs,8.95
27153,lt_hs,12.55
27155,lt_hs,5.91
27157,lt_hs,6.21
27159,lt_hs,8.61
27161,lt_hs,6.77
27163,lt_hs,3.96
27165,lt_hs,15.81
27167,lt_hs,5.43
27169,lt_hs,6.46
27171,lt_hs,6.04
27173,lt_hs,8.29
28001,lt_hs,24.49
28003,lt_hs,19.45
28005,lt_hs,13.95
28007,lt_hs,21.05
28009,lt_hs,25.42
28011,lt_hs,19.3
28013,lt_hs,22.03
28015,lt_hs,15.68
28017,lt_hs,22.62
28019,lt_hs,16.85
28021,lt_hs,20.66
28023,lt_hs,14.53
28025,lt_hs,16.3
28027,lt_hs,19.19
28029,lt_hs,15.88
28031,lt_hs,18.34
28033,lt_hs,8.99
28035,lt_hs,11.49
28037,lt_hs,16.18
28039,lt_hs,15.58
28041,lt_hs,21.91
28043,lt_hs,17.13
28045,lt_hs,9.59
28047,lt_hs,10.98
28049,lt_hs,11.85
28051,lt_hs,21.41
28053,lt_hs,27.85
28055,lt_hs,33.97
28057,lt_hs,20.54
28059,lt_hs,11.21
28061,lt_hs,12.22
28063,lt_hs,19.64
28065,lt_hs,16.0
28067,lt_hs,13.41
28069,lt_hs,16.68
28071,lt_hs,7.92
28073,lt_hs,10.73
28075,lt_hs,14.79
28077,lt_hs,15.3
28079,lt_hs,19.53
28081,lt_hs,14.68
28083,lt_hs,16.78
28085,lt_hs,13.48
28087,lt_hs,13.17
28089,lt_hs,8.16
28091,lt_hs,17.68
28093,lt_hs,18.89
28095,lt_hs,17.34
28097,lt_hs,20.28
28099,lt_hs,18.78
28101,lt_hs,15.04
28103,lt_hs,26.24
28105,lt_hs,8.75
28107,lt_hs,22.97
28109,lt_hs,13.34
28111,lt_hs,15.03
28113,lt_hs,17.45
28115,lt_hs,22.99
28117,lt_hs,16.38
28119,lt_hs,25.52
28121,lt_hs,10.93
28123,lt_hs,22.48
28125,lt_hs,19.96
28127,lt_hs,21.67
28129,lt_hs,21.2
28131,lt_hs,16.93
28133,lt_hs,25.09
28135,lt_hs,22.89
28137,lt_hs,13.77
28139,lt_hs,21.71
28141,lt_hs,20.45
28143,lt_hs,19.23
28145,lt_hs,23.01
28147,lt_hs,21.0
28149,lt_hs,13.96
28151,lt_hs,18.38
28153,lt_hs,19.61
28155,lt_hs,15.27
28157,lt_hs,22.81
28159,lt_hs,15.83
28161,lt_hs,15.76
28163,lt_hs,23.92
29001,lt_hs,8.88
29003,lt_hs,7.39
29005,lt_hs,9.27
29007,lt_hs,13.57
29009,lt_hs,15.67
29011,lt_hs,13.54
29013,lt_hs,12.96
29015,lt_hs,13.84
29017,lt_hs,16.4
29019,lt_hs,5.36
29021,lt_hs,11.19
29023,lt_hs,15.97
29025,lt_hs,9.9
29027,lt_hs,11.79
29029,lt_hs,8.46
29031,lt_hs,8.41
29033,lt_hs,12.44
29035,lt_hs,13.79
29037,lt_hs,6.46
29039,lt_hs,13.47
29041,lt_hs,9.26
29043,lt_hs,7.62
29045,lt_hs,13.5
29047,lt_hs,6.65
29049,lt_hs,7.24
29051,lt_hs,7.82
29053,lt_hs,11.27
29055,lt_hs,18.26
29057,lt_hs,11.89
29059,lt_hs,13.98
29061,lt_hs,12.09
29063,lt_hs,11.59
29065,lt_hs,16.08
29067,lt_hs,17.07
29069,lt_hs,20.95
29071,lt_hs,10.6
29073,lt_hs,12.24
29075,lt_hs,13.88
29077,lt_hs,7.36
29079,lt_hs,15.43
29081,lt_hs,9.49
29083,lt_hs,12.82
29085,lt_hs,12.85
29087,lt_hs,7.21
29089,lt_hs,11.22
29091,lt_hs,14.02
29093,lt_hs,18.76
29095,lt_hs,8.73
29097,lt_hs,12.8
29099,lt_hs,9.82
29101,lt_hs,7.49
29103,lt_hs,12.08
29105,lt_hs,14.06
29107,lt_hs,9.89
29109,lt_hs,15.19
29111,lt_hs,12.79
29113,lt_hs,10.0
29115,lt_hs,10.81
29117,lt_hs,12.37
29119,lt_hs,20.66
29121,lt_hs,10.58
29123,lt_hs,14.0
29125,lt_hs,16.2
29127,lt_hs,10.64
29129,lt_hs,11.29
29131,lt_hs,12.53
29133,lt_hs,22.75
29135,lt_hs,14.68
29137,lt_hs,10.03
29139,lt_hs,13.05
29141,lt_hs,21.73
29143,lt_hs,18.58
29145,lt_hs,12.08
29147,lt_hs,6.72
29149,lt_hs,14.45
29151,lt_hs,8.4
29153,lt_hs,18.96
29155,lt_hs,20.83
29157,lt_hs,13.38
29159,lt_hs,12.42
29161,lt_hs,10.25
29163,lt_hs,13.28
29165,lt_hs,3.95
29167,lt_hs,11.28
29169,lt_hs,6.73
29171,lt_hs,7.19
29173,lt_hs,9.53
29175,lt_hs,11.43
29177,lt_hs,11.31
29179,lt_hs,21.07
29181,lt_hs,18.3
29183,lt_hs,4.95
29185,lt_hs,13.43
29186,lt_hs,9.19
29187,lt_hs,14.72
29189,lt_hs,6.0
29195,lt_hs,15.27
29197,lt_hs,11.4
29199,lt_hs,20.3
29201,lt_hs,15.19
29203,lt_hs,17.95
29205,lt_hs,10.0
29207,lt_hs,20.22
29209,lt_hs,11.27
29211,lt_hs,14.5
29213,lt_hs,9.72
29215,lt_hs,15.63
29217,lt_hs,11.69
29219,lt_hs,10.49
29221,lt_hs,20.41
29223,lt_hs,18.79
29225,lt_hs,13.18
29227,lt_hs,9.8
29229,lt_hs,19.06
29510,lt_hs,11.25
30001,lt_hs,5.34
30003,lt_hs,10.76
30005,lt_hs,10.29
30007,lt_hs,5.58
30009,lt_hs,4.64
30011,lt_hs,7.66
30013,lt_hs,7.58
30015,lt_hs,7.02
30017,lt_hs,6.32
30019,lt_hs,4.6
30021,lt_hs,7.32
30023,lt_hs,10.12
30025,lt_hs,5.08
30027,lt_hs,5.43
30029,lt_hs,5.75
30031,lt_hs,2.99
30033,lt_hs,3.49
30035,lt_hs,12.26
30037,lt_hs,7.67
30039,lt_hs,6.9
30041,lt_hs,7.78
30043,lt_hs,5.03
30045,lt_hs,4.13
30047,lt_hs,6.98
30049,lt_hs,4.36
30051,lt_hs,28.48
30053,lt_hs,8.55
30055,lt_hs,5.87
30057,lt_hs,4.05
30059,lt_hs,5.61
30061,lt_hs,8.46
30063,lt_hs,4.21
30065,lt_hs,8.65
30067,lt_hs,4.61
30069,lt_hs,1.41
30071,lt_hs,8.19
30073,lt_hs,6.78
30075,lt_hs,6.64
30077,lt_hs,9.65
30079,lt_hs,12.87
30081,lt_hs,8.28
30083,lt_hs,5.77
30085,lt_hs,11.09
30087,lt_hs,9.63
30089,lt_hs,10.01
30091,lt_hs,6.6
30093,lt_hs,6.49
30095,lt_hs,6.6
30097,lt_hs,4.44
30099,lt_hs,7.35
30101,lt_hs,13.01
30103,lt_hs,8.7
30105,lt_hs,6.47
30107,lt_hs,12.21
30109,lt_hs,9.14
30111,lt_hs,5.17
31001,lt_hs,9.12
31003,lt_hs,8.04
31005,lt_hs,4.23
31007,lt_hs,2.8
31009,lt_hs,5.85
31011,lt_hs,5.48
31013,lt_hs,8.8
31015,lt_hs,3.78
31017,lt_hs,4.48
31019,lt_hs,8.01
31021,lt_hs,9.05
31023,lt_hs,7.64
31025,lt_hs,5.43
31027,lt_hs,6.53
31029,lt_hs,11.01
31031,lt_hs,3.07
31033,lt_hs,5.43
31035,lt_hs,7.23
31037,lt_hs,29.89
31039,lt_hs,10.0
31041,lt_hs,5.17
31043,lt_hs,22.8
31045,lt_hs,5.96
31047,lt_hs,20.95
31049,lt_hs,10.14
31051,lt_hs,12.7
31053,lt_hs,11.05
31055,lt_hs,9.18
31057,lt_hs,12.13
31059,lt_hs,6.76
31061,lt_hs,6.93
31063,lt_hs,5.13
31065,lt_hs,10.31
31067,lt_hs,9.48
31069,lt_hs,5.65
31071,lt_hs,4.05
31073,lt_hs,5.15
31075,lt_hs,7.17
31077,lt_hs,6.89
31079,lt_hs,14.75
31081,lt_hs,3.63
31083,lt_hs,6.65
31085,lt_hs,7.81
31087,lt_hs,6.54
31089,lt_hs,6.03
31091,lt_hs,6.2
31093,lt_hs,4.0
31095,lt_hs,9.55
31097,lt_hs,12.36
31099,lt_hs,5.99
31101,lt_hs,9.97
31103,lt_hs,4.28
31105,lt_hs,10.17
31107,lt_hs,7.07
31109,lt_hs,6.77
31111,lt_hs,6.4
31113,lt_hs,4.88
31115,lt_hs,1.8
31117,lt_hs,7.62
31119,lt_hs,9.18
31121,lt_hs,6.55
31123,lt_hs,10.56
31125,lt_hs,6.37
31127,lt_hs,8.87
31129,lt_hs,7.16
31131,lt_hs,7.66
31133,lt_hs,16.17
31135,lt_hs,10.57
31137,lt_hs,7.5
31139,lt_hs,5.2
31141,lt_hs,9.97
31143,lt_hs,9.78
31145,lt_hs,6.71
31147,lt_hs,7.03
31149,lt_hs,3.42
31151,lt_hs,17.96
31153,lt_hs,4.49
31155,lt_hs,5.96
31157,lt_hs,11.34
31159,lt_hs,5.26
31161,lt_hs,10.92
31163,lt_hs,7.37
31165,lt_hs,4.82
31167,lt_hs,4.79
31169,lt_hs,7.24
31171,lt_hs,2.32
31173,lt_hs,10.46
31175,lt_hs,6.39
31177,lt_hs,4.52
31179,lt_hs,3.96
31181,lt_hs,5.13
31183,lt_hs,4.44
31185,lt_hs,5.74
32001,lt_hs,7.0
32003,lt_hs,13.75
32005,lt_hs,5.83
32007,lt_hs,13.2
32009,lt_hs,20.11
32011,lt_hs,5.01
32013,lt_hs,15.97
32015,lt_hs,13.95
32017,lt_hs,13.1
32019,lt_hs,13.14
32021,lt_hs,10.61
32023,lt_hs,13.85
32027,lt_hs,17.46
32029,lt_hs,5.83
32031,lt_hs,11.12
32033,lt_hs,11.65
32510,lt_hs,11.95
33001,lt_hs,7.19
33003,lt_hs,5.43
33005,lt_hs,6.55
33007,lt_hs,11.95
33009,lt_hs,7.4
33011,lt_hs,7.64
33013,lt_hs,6.88
33015,lt_hs,4.65
33017,lt_hs,6.66
33019,lt_hs,8.89
34001,lt_hs,12.16
34003,lt_hs,7.19
34005,lt_hs,6.25
34007,lt_hs,11.18
34009,lt_hs,6.6
34011,lt_hs,19.51
34013,lt_hs,13.33
34015,lt_hs,6.54
34017,lt_hs,14.32
34019,lt_hs,4.51
34021,lt_hs,10.38
34023,lt_hs,10.07
34025,lt_hs,6.25
34027,lt_hs,5.6
34029,lt_hs,7.59
34031,lt_hs,15.51
34033,lt_hs,10.43
34035,lt_hs,5.8
34037,lt_hs,4.61
34039,lt_hs,12.86
34041,lt_hs,7.33
35001,lt_hs,10.01
35003,lt_hs,7.31
35005,lt_hs,20.63
35006,lt_hs,18.54
35007,lt_hs,12.49
35009,lt_hs,19.06
35011,lt_hs,17.96
35015,lt_hs,16.38
35017,lt_hs,12.59
35019,lt_hs,17.38
35021,lt_hs,14.59
35023,lt_hs,17.54
35025,lt_hs,24.44
35027,lt_hs,9.74
35028,lt_hs,1.94
35029,lt_hs,28.69
35031,lt_hs,21.7
35033,lt_hs,8.51
35035,lt_hs,13.18
35037,lt_hs,17.81
35039,lt_hs,13.42
35041,lt_hs,19.0
35043,lt_hs,9.14
35045,lt_hs,13.81
35047,lt_hs,16.72
35049,lt_hs,10.21
35051,lt_hs,11.49
35053,lt_hs,17.04
35055,lt_hs,8.9
35057,lt_hs,14.51
35059,lt_hs,16.09
35061,lt_hs,15.34
36001,lt_hs,7.64
36003,lt_hs,8.3
36005,lt_hs,26.57
36007,lt_hs,9.72
36009,lt_hs,10.33
36011,lt_hs,11.77
36013,lt_hs,10.58
36015,lt_hs,10.1
36017,lt_hs,11.53
36019,lt_hs,11.95
36021,lt_hs,9.08
36023,lt_hs,9.31
36025,lt_hs,10.52
36027,lt_hs,8.86
36029,lt_hs,7.95
36031,lt_hs,9.52
36033,lt_hs,12.28
36035,lt_hs,11.57
36037,lt_hs,7.75
36039,lt_hs,12.7
36041,lt_hs,20.46
36043,lt_hs,9.35
36045,lt_hs,9.04
36047,lt_hs,16.8
36049,lt_hs,8.7
36051,lt_hs,8.25
36053,lt_hs,7.38
36055,lt_hs,9.15
36057,lt_hs,12.17
36059,lt_hs,8.45
36061,lt_hs,12.16
36063,lt_hs,8.45
36065,lt_hs,10.96
36067,lt_hs,8.77
36069,lt_hs,6.81
36071,lt_hs,10.14
36073,lt_hs,12.34
36075,lt_hs,10.88
36077,lt_hs,7.35
36079,lt_hs,7.03
36081,lt_hs,17.4
36083,lt_hs,7.53
36085,lt_hs,11.54
36087,lt_hs,11.49
36089,lt_hs,11.41
36091,lt_hs,6.27
36093,lt_hs,9.07
36095,lt_hs,9.32
36097,lt_hs,8.94
36099,lt_hs,15.08
36101,lt_hs,8.8
36103,lt_hs,9.65
36105,lt_hs,13.04
36107,lt_hs,8.21
36109,lt_hs,5.51
36111,lt_hs,8.83
36113,lt_hs,7.9
36115,lt_hs,11.96
36117,lt_hs,10.14
36119,lt_hs,11.39
36121,lt_hs,9.53
36123,lt_hs,13.5
37001,lt_hs,12.51
37003,lt_hs,16.61
37005,lt_hs,21.25
37007,lt_hs,18.95
37009,lt_hs,13.67
37011,lt_hs,14.26
37013,lt_hs,11.66
37015,lt_hs,21.18
37017,lt_hs,16.82
37019,lt_hs,8.0
37021,lt_hs,8.31
37023,lt_hs,17.57
37025,lt_hs,9.41
37027,lt_hs,18.55
37029,lt_hs,12.61
37031,lt_hs,7.87
37033,lt_hs,17.85
37035,lt_hs,13.55
37037,lt_hs,10.88
37039,lt_hs,11.18
37041,lt_hs,16.14
37043,lt_hs,11.92
37045,lt_hs,14.22
37047,lt_hs,16.02
37049,lt_hs,11.09
37051,lt_hs,8.47
37053,lt_hs,9.12
37055,lt_hs,5.56
37057,lt_hs,15.05
37059,lt_hs,10.22
37061,lt_hs,21.33
37063,lt_hs,10.39
37065,lt_hs,16.98
37067,lt_hs,10.96
37069,lt_hs,13.45
37071,lt_hs,14.43
37073,lt_hs,11.06
37075,lt_hs,17.97
37077,lt_hs,13.94
37079,lt_hs,23.67
37081,lt_hs,10.4
37083,lt_hs,20.86
37085,lt_hs,11.91
37087,lt_hs,11.49
37089,lt_hs,8.56
37091,lt_hs,15.94
37093,lt_hs,12.51
37095,lt_hs,21.57
37097,lt_hs,9.67
37099,lt_hs,12.0
37101,lt_hs,11.79
37103,lt_hs,17.73
37105,lt_hs,14.89
37107,lt_hs,18.88
37109,lt_hs,11.21
37111,lt_hs,15.42
37113,lt_hs,10.97
37115,lt_hs,11.25
37117,lt_hs,16.77
37119,lt_hs,9.49
37121,lt_hs,13.69
37123,lt_hs,18.32
37125,lt_hs,7.62
37127,lt_hs,13.63
37129,lt_hs,6.77
37131,lt_hs,18.97
37133,lt_hs,7.68
37135,lt_hs,6.99
37137,lt_hs,11.35
37141,lt_hs,11.24
37143,lt_hs,13.4
37145,lt_hs,11.82
37147,lt_hs,11.01
37149,lt_hs,8.41
37151,lt_hs,17.04
37153,lt_hs,17.11
37155,lt_hs,22.37
37157,lt_hs,16.76
37159,lt_hs,14.05
37161,lt_hs,15.11
37163,lt_hs,19.02
37165,lt_hs,19.12
37167,lt_hs,13.52
37169,lt_hs,14.86
37171,lt_hs,20.13
37173,lt_hs,16.65
37175,lt_hs,9.02
37177,lt_hs,23.41
37179,lt_hs,10.41
37181,lt_hs,16.93
37183,lt_hs,6.55
37185,lt_hs,16.19
37187,lt_hs,16.0
37189,lt_hs,9.38
37191,lt_hs,14.47
37193,lt_hs,18.47
37195,lt_hs,18.58
37197,lt_hs,15.28
37199,lt_hs,13.36
38001,lt_hs,7.23
38003,lt_hs,5.78
38005,lt_hs,13.74
38007,lt_hs,7.85
38009,lt_hs,6.07
38011,lt_hs,10.06
38013,lt_hs,6.28
38015,lt_hs,5.56
38017,lt_hs,4.9
38019,lt_hs,6.7
38021,lt_hs,7.42
38023,lt_hs,7.53
38025,lt_hs,11.17
38027,lt_hs,9.59
38029,lt_hs,11.79
38031,lt_hs,8.14
38033,lt_hs,6.41
38035,lt_hs,4.6
38037,lt_hs,7.76
38039,lt_hs,9.0
38041,lt_hs,13.36
38043,lt_hs,10.21
38045,lt_hs,13.06
38047,lt_hs,12.55
38049,lt_hs,9.64
38051,lt_hs,16.4
38053,lt_hs,8.62
38055,lt_hs,8.0
38057,lt_hs,9.45
38059,lt_hs,7.82
38061,lt_hs,10.09
38063,lt_hs,7.36
38065,lt_hs,7.59
38067,lt_hs,10.57
38069,lt_hs,5.53
38071,lt_hs,8.41
38073,lt_hs,8.85
38075,lt_hs,6.31
38077,lt_hs,7.9
38079,lt_hs,11.3
38081,lt_hs,6.06
38083,lt_hs,15.84
38085,lt_hs,14.34
38087,lt_hs,8.81
38089,lt_hs,7.77
38091,lt_hs,3.17
38093,lt_hs,8.51
38095,lt_hs,10.86
38097,lt_hs,6.41
38099,lt_hs,13.19
38101,lt_hs,5.47
38103,lt_hs,9.69
38105,lt_hs,9.39
39001,lt_hs,17.45
39003,lt_hs,9.43
39005,lt_hs,9.9
39007,lt_hs,13.86
39009,lt_hs,9.63
39011,lt_hs,6.85
39013,lt_hs,8.98
39015,lt_hs,12.19
39017,lt_hs,8.43
39019,lt_hs,11.07
39021,lt_hs,8.82
39023,lt_hs,11.07
39025,lt_hs,10.24
39027,lt_hs,9.9
39029,lt_hs,10.75
39031,lt_hs,14.41
39033,lt_hs,9.55
39035,lt_hs,9.5
39037,lt_hs,9.63
39039,lt_hs,8.02
39041,lt_hs,3.18
39043,lt_hs,7.77
39045,lt_hs,6.72
39047,lt_hs,16.12
39049,lt_hs,8.87
39051,lt_hs,7.32
39053,lt_hs,13.92
39055,lt_hs,9.64
39057,lt_hs,5.99
39059,lt_hs,15.19
39061,lt_hs,8.23
39063,lt_hs,6.93
39065,lt_hs,9.85
39067,lt_hs,12.26
39069,lt_hs,6.49
39071,lt_hs,15.73
39073,lt_hs,11.7
39075,lt_hs,43.86
39077,lt_hs,10.81
39079,lt_hs,13.59
39081,lt_hs,8.55
39083,lt_hs,8.29
39085,lt_hs,7.43
39087,lt_hs,12.29
39089,lt_hs,7.55
39091,lt_hs,7.46
39093,lt_hs,10.04
39095,lt_hs,10.32
39097,lt_hs,12.6
39099,lt_hs,8.87
39101,lt_hs,10.13
39103,lt_hs,5.31
39105,lt_hs,16.04
39107,lt_hs,7.78
39109,lt_hs,8.13
39111,lt_hs,9.84
39113,lt_hs,9.47
39115,lt_hs,14.11
39117,lt_hs,11.69
39119,lt_hs,11.29
39121,lt_hs,16.61
39123,lt_hs,7.98
39125,lt_hs,10.11
39127,lt_hs,12.54
39129,lt_hs,13.01
39131,lt_hs,16.14
39133,lt_hs,7.47
39135,lt_hs,9.48
39137,lt_hs,6.05
39139,lt_hs,12.14
39141,lt_hs,11.13
39143,lt_hs,8.52
39145,lt_hs,14.35
39147,lt_hs,7.93
39149,lt_hs,10.42
39151,lt_hs,7.91
39153,lt_hs,7.9
39155,lt_hs,10.6
39157,lt_hs,12.87
39159,lt_hs,5.75
39161,lt_hs,7.78
39163,lt_hs,21.08
39165,lt_hs,5.92
39167,lt_hs,9.43
39169,lt_hs,13.2
39171,lt_hs,8.58
39173,lt_hs,5.09
39175,lt_hs,7.25
40001,lt_hs,18.83
40003,lt_hs,13.55
40005,lt_hs,16.59
40007,lt_hs,14.87
40009,lt_hs,15.97
40011,lt_hs,16.43
40013,lt_hs,12.68
40015,lt_hs,14.66
40017,lt_hs,8.82
40019,lt_hs,12.57
40021,lt_hs,12.49
40023,lt_hs,16.14
40025,lt_hs,15.72
40027,lt_hs,7.77
40029,lt_hs,15.03
40031,lt_hs,9.24
40033,lt_hs,15.73
40035,lt_hs,12.35
40037,lt_hs,10.69
40039,lt_hs,12.5
40041,lt_hs,14.85
40043,lt_hs,6.45
40045,lt_hs,14.34
40047,lt_hs,12.72
40049,lt_hs,13.2
40051,lt_hs,10.0
40053,lt_hs,9.9
40055,lt_hs,16.19
40057,lt_hs,18.09
40059,lt_hs,16.54
40061,lt_hs,14.95
40063,lt_hs,17.35
40065,lt_hs,14.32
40067,lt_hs,16.94
40069,lt_hs,13.98
40071,lt_hs,11.6
40073,lt_hs,10.83
40075,lt_hs,14.85
40077,lt_hs,12.65
40079,lt_hs,15.55
40081,lt_hs,11.81
40083,lt_hs,8.88
40085,lt_hs,16.21
40087,lt_hs,10.62
40089,lt_hs,17.17
40091,lt_hs,12.53
40093,lt_hs,9.82
40095,lt_hs,19.01
40097,lt_hs,12.47
40099,lt_hs,15.08
40101,lt_hs,13.79
40103,lt_hs,9.45
40105,lt_hs,10.05
40107,lt_hs,18.49
40109,lt_hs,11.98
40111,lt_hs,12.47
40113,lt_hs,10.53
40115,lt_hs,14.25
40117,lt_hs,10.43
40119,lt_hs,7.99
40121,lt_hs,13.21
40123,lt_hs,10.75
40125,lt_hs,11.43
40127,lt_hs,14.99
40129,lt_hs,9.02
40131,lt_hs,7.59
40133,lt_hs,15.63
40135,lt_hs,17.79
40137,lt_hs,12.25
40139,lt_hs,24.55
40141,lt_hs,21.61
40143,lt_hs,10.14
40145,lt_hs,9.32
40147,lt_hs,9.05
40149,lt_hs,10.68
40151,lt_hs,12.43
40153,lt_hs,11.57
41001,lt_hs,8.78
41003,lt_hs,3.83
41005,lt_hs,6.3
41007,lt_hs,7.64
41009,lt_hs,9.24
41011,lt_hs,10.04
41013,lt_hs,10.71
41015,lt_hs,7.94
41017,lt_hs,6.21
41019,lt_hs,9.47
41021,lt_hs,6.47
41023,lt_hs,10.85
41025,lt_hs,8.44
41027,lt_hs,17.51
41029,lt_hs,9.57
41031,lt_hs,11.7
41033,lt_hs,9.19
41035,lt_hs,12.32
41037,lt_hs,12.09
41039,lt_hs,7.52
41041,lt_hs,7.75
41043,lt_hs,10.15
41045,lt_hs,18.73
41047,lt_hs,14.77
41049,lt_hs,21.88
41051,lt_hs,8.03
