mondo,dlabel,k,K,expected,fold,p,FDR
MONDO_0005580,esophageal squamous cell carcinoma,6,95,1.8100220264317182,3.3148767873440828,0.00942625303962031,0.01003160873941244
MONDO_0004971,adenoid cystic carcinoma,6,100,1.9052863436123348,3.1491329479768786,0.0119664363304947,0.012619151039430775
MONDO_0003175,salivary gland adenoid cystic carcinoma,6,100,1.9052863436123348,3.1491329479768786,0.0119664363304947,0.012619151039430775
MONDO_0019436,psoriasis-related juvenile idiopathic arthritis,7,131,2.4959251101321587,2.8045713277147772,0.012490561200712498,0.013053199092636485
MONDO_0032920,juvenile arthritis due to defect in LACC1,7,131,2.4959251101321587,2.8045713277147772,0.012490561200712498,0.013053199092636485
MONDO_0005335,colorectal neoplasm,22,702,13.375110132158591,1.6448462691237258,0.013909203982357258,0.014405961267441448
MONDO_0024331,colorectal carcinoma,22,702,13.375110132158591,1.6448462691237258,0.013909203982357258,0.014405961267441448
MONDO_0005086,renal cell carcinoma,6,148,2.8198237885462554,2.12779253241681,0.06341682971705874,0.06510046236441427
MONDO_0007763,nonpapillary renal cell carcinoma,6,148,2.8198237885462554,2.12779253241681,0.06341682971705874,0.06510046236441427
MONDO_0005206,renal carcinoma,6,149,2.8388766519823787,2.113512045622066,0.06508432138136458,0.06622615158103765
MONDO_0005005,clear cell renal carcinoma,6,149,2.8388766519823787,2.113512045622066,0.06508432138136458,0.06622615158103765
MONDO_0004981,atrial fibrillation (disease),6,160,3.048458149779736,1.968208092485549,0.0851137830346761,0.08622881076002119
MONDO_0017884,papillary renal cell carcinoma,7,213,4.0582599118942735,1.7248772015522809,0.11232864422493012,0.11281491541205103
MONDO_0002512,papillary adenocarcinoma,7,213,4.0582599118942735,1.7248772015522809,0.11232864422493012,0.11281491541205103
MONDO_0005061,lung adenocarcinoma,6,206,3.9248898678414097,1.5287053145518827,0.19969783543353617,0.19969783543353617
