DTXSID,abbr,chemLabel,assayName,entrez,ac50_uM
DTXSID3022409,BPS,"4,4'-Sulfonyldiphenol",OT_ER_ERaERa_1440,2099,56.0575000133367
DTXSID3022409,BPS,"4,4'-Sulfonyldiphenol",OT_ER_ERaERb_0480,2099,21.5933848858588
DTXSID3022409,BPS,"4,4'-Sulfonyldiphenol",OT_ER_ERaERb_1440,2099,29.1535282812258
DTXSID3022409,BPS,"4,4'-Sulfonyldiphenol",OT_ER_ERbERb_0480,2100,36.8619131628634
DTXSID3022409,BPS,"4,4'-Sulfonyldiphenol",OT_ER_ERbERb_1440,2100,50.1797155115327
DTXSID3022409,BPS,"4,4'-Sulfonyldiphenol",OT_ERa_EREGFP_0120,2099,59.1631488817934
DTXSID3022409,BPS,"4,4'-Sulfonyldiphenol",OT_ERa_EREGFP_0480,2099,26.6265050855025
DTXSID3022409,BPS,"4,4'-Sulfonyldiphenol",TOX21_AR_BLA_Antagonist_ratio,367,37.5082584720371
DTXSID3022409,BPS,"4,4'-Sulfonyldiphenol",TOX21_ERa_BLA_Agonist_ratio,2099,8.68860106989385
DTXSID3022409,BPS,"4,4'-Sulfonyldiphenol",TOX21_ERa_BLA_Antagonist_ratio,2099,59.3978765900605
DTXSID3022409,BPS,"4,4'-Sulfonyldiphenol",TOX21_ERa_LUC_VM7_Agonist,2099,1.84704594888358
DTXSID3022409,BPS,"4,4'-Sulfonyldiphenol",TOX21_ERa_LUC_VM7_Agonist_10nM_ICI182780,2099,41.1883593394492
DTXSID3022409,BPS,"4,4'-Sulfonyldiphenol",TOX21_ERb_BLA_Agonist_ratio,2100,5.97989080108621
DTXSID3022409,BPS,"4,4'-Sulfonyldiphenol",TOX21_PXR_Agonist,8856,64.6842208429128
DTXSID3022409,BPS,"4,4'-Sulfonyldiphenol",TOX21_RT_HEK293_GLO_16hr_viability,None,65.4155158232432
DTXSID3022409,BPS,"4,4'-Sulfonyldiphenol",TOX21_RT_HEK293_GLO_24hr_viability,None,40.5552494282122
DTXSID3022409,BPS,"4,4'-Sulfonyldiphenol",TOX21_RT_HEK293_GLO_32hr_viability,None,65.4448756421128
DTXSID3022409,BPS,"4,4'-Sulfonyldiphenol",TOX21_RT_HEK293_GLO_40hr_viability,None,46.5482754180285
DTXSID3022409,BPS,"4,4'-Sulfonyldiphenol",TOX21_SHH_3T3_GLI3_Antagonist,6469,33.4288029926468
DTXSID3047891,BPE,Bisphenol E,ATG_ERE_CIS_up,2099,0.710172410206253
DTXSID3047891,BPE,Bisphenol E,ATG_ERa_TRANS_up,2099,0.247102424557359
DTXSID3047891,BPE,Bisphenol E,ATG_HSE_CIS_up,3297,163.624886572975
DTXSID3047891,BPE,Bisphenol E,ATG_MRE_CIS_up,4520,111.153873492021
DTXSID3047891,BPE,Bisphenol E,ATG_NRF2_ARE_CIS_up,4780,71.0217736533892
DTXSID3047891,BPE,Bisphenol E,ATG_Oct_MLP_CIS_up,5451,114.103624895327
DTXSID3047891,BPE,Bisphenol E,ATG_PPRE_CIS_up,5465,107.717581557295
DTXSID3047891,BPE,Bisphenol E,ATG_PXRE_CIS_up,8856,21.7672793545773
DTXSID3047891,BPE,Bisphenol E,ATG_PXR_TRANS_up,8856,24.6902196025317
DTXSID3047891,BPE,Bisphenol E,ATG_VDRE_CIS_up,7421,88.745392882177
DTXSID3047891,BPE,Bisphenol E,ATG_Xbp1_CIS_up,7494,119.88370612333
DTXSID3047891,BPE,Bisphenol E,TOX21_ARE_BLA_agonist_ratio,4780,22.9327437880291
DTXSID3047891,BPE,Bisphenol E,TOX21_AR_BLA_Antagonist_ratio,367,45.9931995253375
DTXSID3047891,BPE,Bisphenol E,TOX21_AR_LUC_MDAKB2_Antagonist_0.5nM_R1881,367,6.1644477948071
DTXSID3047891,BPE,Bisphenol E,TOX21_CAR_Agonist,9970,76.8774635076713
DTXSID3047891,BPE,Bisphenol E,TOX21_CASP3_CHO_viability,None,70.6776740891269
DTXSID3047891,BPE,Bisphenol E,TOX21_ERa_BLA_Agonist_ratio,2099,4.78309263928023
DTXSID3047891,BPE,Bisphenol E,TOX21_ERa_BLA_Antagonist_ratio,2099,54.7675711092197
DTXSID3047891,BPE,Bisphenol E,TOX21_ERa_LUC_VM7_Agonist,2099,0.793114714441949
DTXSID3047891,BPE,Bisphenol E,TOX21_ERa_LUC_VM7_Agonist_10nM_ICI182780,2099,16.6185130130979
DTXSID3047891,BPE,Bisphenol E,TOX21_ERb_BLA_Agonist_ratio,2100,3.98077222603599
DTXSID3047891,BPE,Bisphenol E,TOX21_ERb_BLA_Antagonist_ratio,2100,21.9522680627364
DTXSID3047891,BPE,Bisphenol E,TOX21_H2AX_HTRF_CHO_Agonist_ratio,3014,116.465093505257
DTXSID3047891,BPE,Bisphenol E,TOX21_MMP_ratio_down,None,37.5576842950771
DTXSID3047891,BPE,Bisphenol E,TOX21_MMP_rhodamine,None,63.4562374447367
DTXSID3047891,BPE,Bisphenol E,TOX21_PPARd_BLA_antagonist_ratio,5467,39.7374735364163
DTXSID3047891,BPE,Bisphenol E,TOX21_PPARg_BLA_antagonist_ratio,5468,35.2341987914338
DTXSID3047891,BPE,Bisphenol E,TOX21_PR_BLA_Antagonist_ratio,5241,39.21789944937
DTXSID3047891,BPE,Bisphenol E,TOX21_PXR_Agonist,8856,56.7033580938019
DTXSID3047891,BPE,Bisphenol E,TOX21_PXR_viability,None,63.0994370433785
DTXSID3047891,BPE,Bisphenol E,TOX21_RT_HEK293_FLO_00hr_viability,None,49.33169948105
DTXSID3047891,BPE,Bisphenol E,TOX21_RT_HEK293_FLO_08hr_viability,None,36.9839353875126
DTXSID3047891,BPE,Bisphenol E,TOX21_RT_HEK293_FLO_16hr_viability,None,52.8815439752938
DTXSID3047891,BPE,Bisphenol E,TOX21_RT_HEK293_FLO_24hr_viability,None,49.5474978737517
DTXSID3047891,BPE,Bisphenol E,TOX21_RT_HEK293_FLO_32hr_viability,None,48.111085796349
DTXSID3047891,BPE,Bisphenol E,TOX21_RT_HEK293_FLO_40hr_viability,None,50.3915781166451
DTXSID3047891,BPE,Bisphenol E,TOX21_RT_HEK293_GLO_08hr_viability,None,45.2701941129652
DTXSID3047891,BPE,Bisphenol E,TOX21_RT_HEK293_GLO_16hr_viability,None,34.1546902769072
DTXSID3047891,BPE,Bisphenol E,TOX21_RT_HEK293_GLO_24hr_viability,None,34.1177483617327
DTXSID3047891,BPE,Bisphenol E,TOX21_RT_HEK293_GLO_32hr_viability,None,42.6372658776931
DTXSID3047891,BPE,Bisphenol E,TOX21_RT_HEK293_GLO_40hr_viability,None,38.0819606550534
DTXSID3047891,BPE,Bisphenol E,TOX21_RT_HEPG2_FLO_40hr_ctrl_viability,None,41.2592855106056
DTXSID3047891,BPE,Bisphenol E,TOX21_SHH_3T3_GLI3_Agonist_viability,None,65.0693895036841
DTXSID3047891,BPE,Bisphenol E,TOX21_SHH_3T3_GLI3_Antagonist,6469,34.0386451807098
DTXSID4022442,BPB,Bisphenol B,ACEA_AR_agonist_AUC_viability,None,45.9680813794035
DTXSID4022442,BPB,Bisphenol B,ACEA_AR_antagonist_80hr,367,41.1025842019455
DTXSID4022442,BPB,Bisphenol B,ACEA_AR_antagonist_AUC_viability,None,39.2870242023568
DTXSID4022442,BPB,Bisphenol B,ACEA_ER_80hr,2099,0.272178228312449
DTXSID4022442,BPB,Bisphenol B,ACEA_ER_AUC_viability,None,81.4837424109962
DTXSID4022442,BPB,Bisphenol B,APR_HepG2_CellLoss_24h_dn,None,115.16374335038
DTXSID4022442,BPB,Bisphenol B,APR_HepG2_CellLoss_72h_dn,None,107.849058387256
DTXSID4022442,BPB,Bisphenol B,APR_HepG2_MitoMass_24h_up,None,126.001588501269
DTXSID4022442,BPB,Bisphenol B,APR_HepG2_MitoMembPot_24h_dn,None,64.7318638485561
DTXSID4022442,BPB,Bisphenol B,APR_HepG2_MitoticArrest_24h_up,3020,106.265203563509
DTXSID4022442,BPB,Bisphenol B,APR_HepG2_P-H2AX_24h_up,3014,103.646262598535
DTXSID4022442,BPB,Bisphenol B,APR_HepG2_P-H2AX_72h_up,3014,45.8214978338601
DTXSID4022442,BPB,Bisphenol B,APR_HepG2_StressKinase_72h_up,3725,44.5704528829552
DTXSID4022442,BPB,Bisphenol B,APR_HepG2_p53Act_24h_up,7157,101.40322121793
DTXSID4022442,BPB,Bisphenol B,ATG_AP_1_CIS_up,2353,15.0083833674087
DTXSID4022442,BPB,Bisphenol B,ATG_EGR_CIS_up,1958,17.4997738731903
DTXSID4022442,BPB,Bisphenol B,ATG_ERE_CIS_up,2099,0.166881531386815
DTXSID4022442,BPB,Bisphenol B,ATG_ERa_TRANS_up,2099,0.132845213954632
DTXSID4022442,BPB,Bisphenol B,ATG_MRE_CIS_up,4520,15.6885528260605
DTXSID4022442,BPB,Bisphenol B,ATG_NFI_CIS_up,4774,57.2412955968106
DTXSID4022442,BPB,Bisphenol B,ATG_NRF2_ARE_CIS_up,4780,0.644538663801431
DTXSID4022442,BPB,Bisphenol B,ATG_Oct_MLP_CIS_up,5451,15.0847495937665
DTXSID4022442,BPB,Bisphenol B,ATG_PPARg_TRANS_up,5468,25.0569233289098
DTXSID4022442,BPB,Bisphenol B,ATG_PXRE_CIS_up,8856,0.894419771091423
DTXSID4022442,BPB,Bisphenol B,ATG_PXR_TRANS_up,8856,0.877042367616179
DTXSID4022442,BPB,Bisphenol B,ATG_Pax6_CIS_up,5080,25.9800623554388
DTXSID4022442,BPB,Bisphenol B,ATG_RORE_CIS_up,6095,26.0028489271495
DTXSID4022442,BPB,Bisphenol B,ATG_RXRb_TRANS_up,6257,15.8312005396558
DTXSID4022442,BPB,Bisphenol B,ATG_SREBP_CIS_up,6720,16.114547713873
DTXSID4022442,BPB,Bisphenol B,ATG_Sp1_CIS_up,6667,22.5355589418605
DTXSID4022442,BPB,Bisphenol B,ATG_VDRE_CIS_up,7421,2.42498571822271
DTXSID4022442,BPB,Bisphenol B,ATG_Xbp1_CIS_up,7494,19.3148872229191
DTXSID4022442,BPB,Bisphenol B,BSK_3C_HLADR_down,3122,39.9999999974246
DTXSID4022442,BPB,Bisphenol B,BSK_3C_IL8_down,3576,39.9999999974246
DTXSID4022442,BPB,Bisphenol B,BSK_3C_MCP1_down,6347,39.9999999974246
DTXSID4022442,BPB,Bisphenol B,BSK_3C_Proliferation_down,None,39.9999999974246
DTXSID4022442,BPB,Bisphenol B,BSK_3C_SRB_down,None,39.9999999974246
DTXSID4022442,BPB,Bisphenol B,BSK_3C_uPAR_down,5329,39.9999999974246
DTXSID4022442,BPB,Bisphenol B,BSK_4H_MCP1_down,6347,39.9999999974246
DTXSID4022442,BPB,Bisphenol B,BSK_4H_Pselectin_down,6403,39.9999999974246
DTXSID4022442,BPB,Bisphenol B,BSK_4H_SRB_down,None,39.9999999974246
DTXSID4022442,BPB,Bisphenol B,BSK_4H_VCAM1_down,7412,39.9999999974246
DTXSID4022442,BPB,Bisphenol B,BSK_4H_uPAR_down,5329,39.9999999974246
DTXSID4022442,BPB,Bisphenol B,BSK_BE3C_HLADR_down,3122,39.9999999974246
DTXSID4022442,BPB,Bisphenol B,BSK_BE3C_IP10_down,3627,39.9999999974246
DTXSID4022442,BPB,Bisphenol B,BSK_BE3C_MMP1_up,4312,39.9999999974246
DTXSID4022442,BPB,Bisphenol B,BSK_BE3C_uPA_up,5328,10.0
DTXSID4022442,BPB,Bisphenol B,BSK_CASM3C_Proliferation_down,None,39.9999999974246
DTXSID4022442,BPB,Bisphenol B,BSK_CASM3C_Thrombomodulin_up,7056,39.9999999974246
DTXSID4022442,BPB,Bisphenol B,BSK_KF3CT_IP10_down,3627,39.9999999974246
DTXSID4022442,BPB,Bisphenol B,BSK_KF3CT_MMP9_down,4318,39.9999999974246
DTXSID4022442,BPB,Bisphenol B,BSK_LPS_CD40_down,958,39.9999999974246
DTXSID4022442,BPB,Bisphenol B,BSK_LPS_MCSF_down,1435,39.9999999974246
DTXSID4022442,BPB,Bisphenol B,BSK_LPS_PGE2_down,5732,39.9999999974246
DTXSID4022442,BPB,Bisphenol B,BSK_LPS_SRB_down,None,39.9999999974246
DTXSID4022442,BPB,Bisphenol B,BSK_LPS_VCAM1_down,7412,39.9999999974246
DTXSID4022442,BPB,Bisphenol B,BSK_SAg_CD38_down,952,39.9999999974246
DTXSID4022442,BPB,Bisphenol B,BSK_SAg_CD40_down,958,39.9999999974246
DTXSID4022442,BPB,Bisphenol B,BSK_SAg_CD69_down,969,39.9999999974246
DTXSID4022442,BPB,Bisphenol B,BSK_SAg_Eselectin_down,6401,10.0
DTXSID4022442,BPB,Bisphenol B,BSK_SAg_IL8_down,3576,39.9999999974246
DTXSID4022442,BPB,Bisphenol B,BSK_SAg_MCP1_down,6347,39.9999999974246
DTXSID4022442,BPB,Bisphenol B,BSK_SAg_PBMCCytotoxicity_down,None,39.9999999974246
DTXSID4022442,BPB,Bisphenol B,BSK_SAg_Proliferation_down,None,39.9999999974246
DTXSID4022442,BPB,Bisphenol B,BSK_hDFCGF_CollagenIII_down,1281,39.9999999974246
DTXSID4022442,BPB,Bisphenol B,BSK_hDFCGF_IP10_down,3627,39.9999999974246
DTXSID4022442,BPB,Bisphenol B,BSK_hDFCGF_Proliferation_down,None,39.9999999974246
DTXSID4022442,BPB,Bisphenol B,BSK_hDFCGF_SRB_down,None,39.9999999974246
DTXSID4022442,BPB,Bisphenol B,BSK_hDFCGF_VCAM1_down,7412,39.9999999974246
DTXSID4022442,BPB,Bisphenol B,CCTE_Padilla_ZF_144hpf_TERATOSCORE_up,None,12.472546989782
DTXSID4022442,BPB,Bisphenol B,CCTE_Shafer_MEA_dev_active_electrodes_number_dn,None,6.89764829653256
DTXSID4022442,BPB,Bisphenol B,CCTE_Shafer_MEA_dev_bursting_electrodes_number_dn,None,6.02817731324664
DTXSID4022442,BPB,Bisphenol B,CCTE_Shafer_MEA_dev_network_spike_duration_std_dn,None,6.97941649471182
DTXSID4022442,BPB,Bisphenol B,CCTE_Shafer_MEA_dev_network_spike_peak_dn,None,9.52283827869037
DTXSID4022442,BPB,Bisphenol B,CCTE_Shafer_MEA_dev_per_burst_interspike_interval_dn,None,9.66811156504646
DTXSID4022442,BPB,Bisphenol B,CCTE_Shafer_MEA_dev_per_burst_spike_percent_dn,None,11.3340312151191
DTXSID4022442,BPB,Bisphenol B,CCTE_Shafer_MEA_dev_per_network_spike_spike_number_mean_dn,None,8.73320601660857
DTXSID4022442,BPB,Bisphenol B,CCTE_Shafer_MEA_dev_spike_duration_mean_dn,None,8.38964183473422
DTXSID4022442,BPB,Bisphenol B,CCTE_Simmons_AUR_TPO_dn,54314,1.46963180103185
DTXSID4022442,BPB,Bisphenol B,CCTE_Simmons_CellTiterGLO_HEK293T,None,40.8359747305021
DTXSID4022442,BPB,Bisphenol B,CCTE_Simmons_GUA_TPO_dn,445522,148.407411277834
DTXSID4022442,BPB,Bisphenol B,CCTE_Simmons_MITO_basal_resp_rate_OCR_dn,None,16.1954544436934
DTXSID4022442,BPB,Bisphenol B,CCTE_Simmons_MITO_max_resp_rate_OCR_dn,None,31.0623291096746
DTXSID4022442,BPB,Bisphenol B,CPHEA_Stoker_NIS_Cytotoxicity,None,40.4739730155491
DTXSID4022442,BPB,Bisphenol B,CPHEA_Stoker_NIS_Inhibition_RAIU,6528,42.7351635235278
DTXSID4022442,BPB,Bisphenol B,LTEA_HepaRG_ABCB11_dn,8647,83.2125596923409
DTXSID4022442,BPB,Bisphenol B,LTEA_HepaRG_ABCC3_dn,8714,31.3561374345398
DTXSID4022442,BPB,Bisphenol B,LTEA_HepaRG_ABCG2_dn,9429,91.3840051160278
DTXSID4022442,BPB,Bisphenol B,LTEA_HepaRG_ACOX1_dn,51,37.7549105010984
DTXSID4022442,BPB,Bisphenol B,LTEA_HepaRG_ADK_dn,132,40.1729412002676
DTXSID4022442,BPB,Bisphenol B,LTEA_HepaRG_CCND1_dn,595,89.0667205044354
DTXSID4022442,BPB,Bisphenol B,LTEA_HepaRG_CFLAR_dn,8837,39.4731602208766
DTXSID4022442,BPB,Bisphenol B,LTEA_HepaRG_CYP1A2_dn,1544,84.0793729623628
DTXSID4022442,BPB,Bisphenol B,LTEA_HepaRG_CYP4A11_dn,1579,91.7813095956346
DTXSID4022442,BPB,Bisphenol B,LTEA_HepaRG_CYP7A1_dn,1581,69.5690139430072
DTXSID4022442,BPB,Bisphenol B,LTEA_HepaRG_EZR_dn,7430,40.8614280077613
DTXSID4022442,BPB,Bisphenol B,LTEA_HepaRG_FASN_dn,2194,37.8425291730707
DTXSID4022442,BPB,Bisphenol B,LTEA_HepaRG_FOXO3_dn,2309,87.4525933243944
DTXSID4022442,BPB,Bisphenol B,LTEA_HepaRG_HGF_up,3082,85.341707895313
DTXSID4022442,BPB,Bisphenol B,LTEA_HepaRG_HSPA1A_dn,3303,37.3288897700136
DTXSID4022442,BPB,Bisphenol B,LTEA_HepaRG_IL6R_dn,3570,86.4536826384543
DTXSID4022442,BPB,Bisphenol B,LTEA_HepaRG_JUN_dn,3725,93.3135153329582
DTXSID4022442,BPB,Bisphenol B,LTEA_HepaRG_NQO1_dn,1728,37.5464320493323
DTXSID4022442,BPB,Bisphenol B,LTEA_HepaRG_PEG10_dn,23089,75.1478503945371
DTXSID4022442,BPB,Bisphenol B,LTEA_HepaRG_PTEN_dn,5728,45.6322908247493
DTXSID4022442,BPB,Bisphenol B,LTEA_HepaRG_SDHB_dn,6390,35.7461537167622
DTXSID4022442,BPB,Bisphenol B,LTEA_HepaRG_SLCO1B1_dn,10599,49.3589768232016
DTXSID4022442,BPB,Bisphenol B,LTEA_HepaRG_THRSP_dn,7069,95.3890268987606
DTXSID4022442,BPB,Bisphenol B,NVS_ADME_hCYP2C9,1559,7.35197722804651
DTXSID4022442,BPB,Bisphenol B,NVS_GPCR_g5HT4,100135548,18.6945334690208
DTXSID4022442,BPB,Bisphenol B,NVS_GPCR_gLTB4,100379538,6.68786549999107
DTXSID4022442,BPB,Bisphenol B,NVS_GPCR_h5HT5A,3361,18.4798206032749
DTXSID4022442,BPB,Bisphenol B,NVS_GPCR_h5HT6,3362,6.88718255883786
DTXSID4022442,BPB,Bisphenol B,NVS_GPCR_h5HT7,3363,21.8107929644428
DTXSID4022442,BPB,Bisphenol B,NVS_GPCR_hAdoRA1,134,23.319604788656
DTXSID4022442,BPB,Bisphenol B,NVS_GPCR_hDRD1,1812,15.1367249424206
DTXSID4022442,BPB,Bisphenol B,NVS_GPCR_hOpiate_D1,4985,17.2281746794526
DTXSID4022442,BPB,Bisphenol B,NVS_GPCR_hOpiate_mu,4988,12.4339782743946
DTXSID4022442,BPB,Bisphenol B,NVS_GPCR_rOpiate_NonSelective,25601,18.0971326485433
DTXSID4022442,BPB,Bisphenol B,NVS_GPCR_rOpiate_NonSelectiveNa,25601,21.5927676730194
DTXSID4022442,BPB,Bisphenol B,NVS_LGIC_rGluNMDA_Agonist,24408,17.9912916998151
DTXSID4022442,BPB,Bisphenol B,NVS_MP_hPBR,706,9.98293264197863
DTXSID4022442,BPB,Bisphenol B,NVS_NR_bER,407238,0.206317359519711
DTXSID4022442,BPB,Bisphenol B,NVS_NR_bPR,100848466,10.861917813803
DTXSID4022442,BPB,Bisphenol B,NVS_NR_hAR,367,2.22615384115003
DTXSID4022442,BPB,Bisphenol B,NVS_NR_hER,2099,0.270507360843984
DTXSID4022442,BPB,Bisphenol B,NVS_NR_hGR,2908,0.6504881790742
DTXSID4022442,BPB,Bisphenol B,NVS_NR_hPR,5241,14.1173934234981
DTXSID4022442,BPB,Bisphenol B,NVS_NR_hPXR,8856,6.32282700048317
DTXSID4022442,BPB,Bisphenol B,NVS_NR_mERa,13982,0.216815553214547
DTXSID4022442,BPB,Bisphenol B,NVS_NR_rAR,24208,13.5981800669846
DTXSID4022442,BPB,Bisphenol B,NVS_TR_gDAT,100714898,22.8684105986442
DTXSID4022442,BPB,Bisphenol B,NVS_TR_hDAT,6531,10.6025316753454
DTXSID4022442,BPB,Bisphenol B,NVS_TR_hNET,6530,18.9456732763935
DTXSID4022442,BPB,Bisphenol B,NVS_TR_rVMAT2,25549,7.37266601468711
DTXSID4022442,BPB,Bisphenol B,OT_AR_ARSRC1_0480,367,36.6511876886688
DTXSID4022442,BPB,Bisphenol B,OT_AR_ARSRC1_0960,367,38.534937878141
DTXSID4022442,BPB,Bisphenol B,OT_ER_ERaERa_0480,2099,1.82412153408717
DTXSID4022442,BPB,Bisphenol B,OT_ER_ERaERa_1440,2099,0.505165372522616
DTXSID4022442,BPB,Bisphenol B,OT_ER_ERaERb_0480,2099,0.252016325333598
DTXSID4022442,BPB,Bisphenol B,OT_ER_ERaERb_1440,2099,0.231756411199824
DTXSID4022442,BPB,Bisphenol B,OT_ER_ERbERb_0480,2100,0.102989988226927
DTXSID4022442,BPB,Bisphenol B,OT_ER_ERbERb_1440,2100,0.144956780323188
DTXSID4022442,BPB,Bisphenol B,OT_ERa_EREGFP_0120,2099,0.183374417123927
DTXSID4022442,BPB,Bisphenol B,OT_ERa_EREGFP_0480,2099,0.219629320078471
DTXSID4022442,BPB,Bisphenol B,OT_FXR_FXRSRC1_1440,6714,18.9871433909716
DTXSID4022442,BPB,Bisphenol B,OT_NURR1_NURR1RXRa_0480,4929,31.0683291934915
DTXSID4022442,BPB,Bisphenol B,TOX21_AP1_BLA_Agonist_ratio,3725,45.9654618010976
DTXSID4022442,BPB,Bisphenol B,TOX21_ARE_BLA_agonist_ratio,4780,28.2528448590536
DTXSID4022442,BPB,Bisphenol B,TOX21_AR_BLA_Antagonist_ratio,367,25.0085573251734
DTXSID4022442,BPB,Bisphenol B,TOX21_AR_BLA_Antagonist_viability,None,44.689361457295
DTXSID4022442,BPB,Bisphenol B,TOX21_AR_LUC_MDAKB2_Antagonist_0.5nM_R1881,367,15.756279589338
DTXSID4022442,BPB,Bisphenol B,TOX21_AR_LUC_MDAKB2_Antagonist_10nM_R1881,367,56.66853009809
DTXSID4022442,BPB,Bisphenol B,TOX21_Aromatase_Inhibition,1588,60.8450546477533
DTXSID4022442,BPB,Bisphenol B,TOX21_Aromatase_Inhibition_viability,None,69.5790925366785
DTXSID4022442,BPB,Bisphenol B,TOX21_CAR_Agonist,9970,3.94233563729695
DTXSID4022442,BPB,Bisphenol B,TOX21_CAR_Antagonist,9970,0.273482204735307
DTXSID4022442,BPB,Bisphenol B,TOX21_CASP3_CHO_viability,None,62.766816814916
DTXSID4022442,BPB,Bisphenol B,TOX21_DT40,None,35.8760196487992
DTXSID4022442,BPB,Bisphenol B,TOX21_DT40_100,8438,45.1965916626511
DTXSID4022442,BPB,Bisphenol B,TOX21_DT40_657,5980,44.664323622099
DTXSID4022442,BPB,Bisphenol B,TOX21_ERR_Antagonist,2101,50.4648043092803
DTXSID4022442,BPB,Bisphenol B,TOX21_ERR_viability,None,49.7564876875557
DTXSID4022442,BPB,Bisphenol B,TOX21_ERa_BLA_Antagonist_ratio,2099,4.93136191750161
DTXSID4022442,BPB,Bisphenol B,TOX21_ERa_LUC_VM7_Agonist,2099,0.114410681859983
DTXSID4022442,BPB,Bisphenol B,TOX21_ERa_LUC_VM7_Agonist_10nM_ICI182780,2099,6.55633161368404
DTXSID4022442,BPB,Bisphenol B,TOX21_ERa_LUC_VM7_Antagonist_0.1nM_E2,2099,49.7027328850893
DTXSID4022442,BPB,Bisphenol B,TOX21_ERa_LUC_VM7_Antagonist_0.5nM_E2,2099,81.5251973525656
DTXSID4022442,BPB,Bisphenol B,TOX21_ERb_BLA_Antagonist_ratio,2100,0.247278323254457
DTXSID4022442,BPB,Bisphenol B,TOX21_FXR_BLA_antagonist_ratio,9971,57.1771985392915
DTXSID4022442,BPB,Bisphenol B,TOX21_GR_BLA_Antagonist_ratio,2908,38.8356143182901
DTXSID4022442,BPB,Bisphenol B,TOX21_MMP_ratio_down,None,11.0007019504017
DTXSID4022442,BPB,Bisphenol B,TOX21_MMP_rhodamine,None,36.3684422625409
DTXSID4022442,BPB,Bisphenol B,TOX21_PGC_ERR_Antagonist,2101,48.7093831217972
DTXSID4022442,BPB,Bisphenol B,TOX21_PGC_ERR_viability,None,61.2365153640322
DTXSID4022442,BPB,Bisphenol B,TOX21_PPARd_BLA_Agonist_viability,None,61.222058780789
DTXSID4022442,BPB,Bisphenol B,TOX21_PPARd_BLA_antagonist_ratio,5467,28.7228849861649
DTXSID4022442,BPB,Bisphenol B,TOX21_PPARg_BLA_antagonist_ratio,5468,8.90368654246484
DTXSID4022442,BPB,Bisphenol B,TOX21_PR_BLA_Antagonist_ratio,5241,5.8928233515862
DTXSID4022442,BPB,Bisphenol B,TOX21_PXR_Agonist,8856,7.39576938294383
DTXSID4022442,BPB,Bisphenol B,TOX21_PXR_viability,None,70.63871659041
DTXSID4022442,BPB,Bisphenol B,TOX21_RAR_LUC_Antagonist,5914,53.6862669567883
DTXSID4022442,BPB,Bisphenol B,TOX21_RT_HEK293_GLO_16hr_viability,None,37.1788833324959
DTXSID4022442,BPB,Bisphenol B,TOX21_RT_HEK293_GLO_24hr_viability,None,38.2233412818908
DTXSID4022442,BPB,Bisphenol B,TOX21_RT_HEK293_GLO_32hr_viability,None,36.1846841503838
DTXSID4022442,BPB,Bisphenol B,TOX21_RT_HEK293_GLO_40hr_viability,None,33.6608613521608
DTXSID4022442,BPB,Bisphenol B,TOX21_RT_HEPG2_FLO_16hr_ctrl_viability,None,56.6341839655418
DTXSID4022442,BPB,Bisphenol B,TOX21_RT_HEPG2_FLO_24hr_viability,None,52.0950075610755
DTXSID4022442,BPB,Bisphenol B,TOX21_RT_HEPG2_FLO_32hr_ctrl_viability,None,50.4992826682291
DTXSID4022442,BPB,Bisphenol B,TOX21_RT_HEPG2_FLO_40hr_ctrl_viability,None,52.065454862964
DTXSID4022442,BPB,Bisphenol B,TOX21_SBE_BLA_Antagonist_ratio,4086,49.1447470298247
DTXSID4022442,BPB,Bisphenol B,TOX21_SHH_3T3_GLI3_Antagonist,6469,26.8699332831121
DTXSID4022442,BPB,Bisphenol B,TOX21_SHH_3T3_GLI3_Antagonist_viability,None,39.9427273653575
DTXSID4022442,BPB,Bisphenol B,TOX21_TR_LUC_GH3_Antagonist,7067,54.1060077886669
DTXSID4022442,BPB,Bisphenol B,TOX21_TR_LUC_GH3_Antagonist_viability,None,78.3373969662722
DTXSID4022442,BPB,Bisphenol B,TOX21_TSHR_HTRF_Agonist_ratio,7253,68.5315419670839
DTXSID4022442,BPB,Bisphenol B,TOX21_VDR_BLA_Agonist_viability,None,67.3810138474652
DTXSID4022442,BPB,Bisphenol B,TOX21_p53_BLA_p1_ratio,7157,77.8808284967437
DTXSID4022442,BPB,Bisphenol B,TOX21_p53_BLA_p2_ratio,7157,56.2029511430655
DTXSID4022442,BPB,Bisphenol B,TOX21_p53_BLA_p3_ratio,7157,73.8402022394607
DTXSID4022442,BPB,Bisphenol B,TOX21_p53_BLA_p4_ratio,7157,62.5491674981829
DTXSID4022442,BPB,Bisphenol B,TOX21_p53_BLA_p4_viability,None,46.5490256078841
DTXSID4022442,BPB,Bisphenol B,TOX21_p53_BLA_p5_ratio,7157,73.7925739868114
DTXSID4022442,BPB,Bisphenol B,UPITT_HCI_U2OS_AR_TIF2_Nucleoli_Agonist,367,17.4801618749965
DTXSID4022442,BPB,Bisphenol B,UPITT_HCI_U2OS_AR_TIF2_Nucleoli_Antagonist,367,18.1282850441683
DTXSID4022442,BPB,Bisphenol B,UPITT_HCI_U2OS_AR_TIF2_Nucleoli_Cytoplasm_Ratio_Agonist,367,23.0742157403819
DTXSID4022442,BPB,Bisphenol B,UPITT_HCI_U2OS_AR_TIF2_Nucleoli_Cytoplasm_Ratio_Antagonist,367,7.93337532352666
